"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
79,"2018-05-19","Bestiary","Essence",15.41,1,15.61643,1,9,6,6,11,4,6.75,4,3.12,10,2,11,1,4,4.33,6.894,11,29,141.58286,45.0002,44.03,0.44,0.44,0.44,0.36,0.44,0.3825,0.44,0.44,5,0.46,0.41,1,0.44,0.44,0.44,0.44,1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.4401,5,1,4,1,2.11,2,2,3,2,2,1,2,3,1,2,0.76,1,1.67,2,2.23,0.44,0.42633,0.34,0.44,0.44,0.44,0.33595,0.44,0.39031,0.33,0.44,0.35,0.44,0.22,0.32,0.44,0.44,0.3393,0.33815,0.44,0.404,0.26,0.32,0.43,0.41,0.35634,0.4,0.32545,0.3048,0.41565,0.32,0.1
80,"2018-05-20","Bestiary","Essence",15.27,1.26,15.46,2,9.58,6,6.29,11.48304,4.56,5.51,4.03,3.28,10,2.04,10.71,2.37,5,4.25,6.58083,11,29.26531,148.0798,42.45102,60,0.45,0.46,0.44,0.46,0.46,0.46,0.46,0.45114,4.72122,1,0.4338,0.46,0.46,0.46,0.46,0.46,1,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,3.67183,1,4,1,2.82111,2,2.3,3,2,2,1,2,2.96771,1,2,0.92,1,1.56141,2,2.223,0.46,0.46,0.44,0.45,0.45,0.46,0.42,0.39,0.42,0.39,0.46,0.36,0.46,0.25,0.35,0.46,0.46,0.4,0.46,0.46,0.46,0.34628,0.36,0.45,0.46,0.46,0.42,0.35,0.35,0.46,0.36,0.31
81,"2018-05-21","Bestiary","Essence",14.28,2,14.99467,2,10,6.32,6.29,12,4.55,5,4.1045,3.85,10,2.8825,10,2,5,4.5,7.42833,11,30,150,40,61.39,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.415,4.75531,0.64,0.43714,0.46,0.45,0.45,0.45,0.45,1,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.47,3.12625,1,3.12,1,2.87,1.33353,1.5,2.92,1.88952,1.64048,1,2,3,1,1,0.91,1,1,2,4,0.45,0.45,0.45,0.45,0.45,0.45,0.4,0.41973,0.36938,0.44573,0.45,0.39756,0.45,0.42,0.38,0.45,0.45,0.41363,0.45,0.45,0.45,0.37,0.43,0.44118,0.41,0.45,0.45,0.37,0.39,0.45,0.409,0.31588
82,"2018-05-22","Bestiary","Essence",13,1,15,2,8.67,7,5.28235,11.14,4,5,5,3.45,10,3,10,2,5,4,8,10.73364,30,150,40,50,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,5,0.92,0.45,1,0.45,0.45,0.45,0.45,1,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.48458,0.97,3.67103,1,3.51,0.97,2.47,1.57176,1.44,3,1.36,1.71,1,1.36,2.92,1,1,0.92,1,1,2,3.81,0.45,0.45,0.45,0.44,0.45,0.45,0.39,0.42808,0.38,0.45,0.45,0.41,0.45,0.45,0.45,0.45,0.45,0.41,0.45,0.45,0.45,0.2665,0.45,0.45,0.21,0.4,0.45,0.42,0.39,0.45,0.45,0.45
83,"2018-05-23","Bestiary","Essence",13.08,1,15.50533,1.8708,8.54667,7,5.66,11.43045,4,5,5,3,10,2.25379,11,2,5,4,8,10,30,163.76219,40,55,0.45,0.45,0.45,0.45,0.45,0.38342,0.45,0.48,4.00031,0.84088,0.44,0.95538,0.45,0.45,0.45,0.45,1,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.49,1,4,1,5,0.97,2.45,2,1.4,3,1.215,1.7135,1,1.67,2.835,1,1,0.94,1,1,2,3.89,0.45,0.43,0.45,0.44,0.45,0.45,0.39,0.41,0.37,0.45,0.3,0.27,0.44,0.45,0.45,0.45,0.45,0.4,0.44,0.45,0.45,0.37,0.45,0.45,0.12,0.39,0.45,0.41,0.38,0.43,0.45,0.45
84,"2018-05-24","Bestiary","Essence",14.67,1,16.49,1,9.35,7.49,6.58893,12,4.89,5.51,5,5,10.7,2.37,10.804,2,7.02,4.74,8,10.34,32.94,175.225,39,55,0.43,0.43,0.43,0.33,0.43,0.32,0.43,0.56,5,0.85,0.43,1,0.43,0.8702,0.43,0.47,1,0.43,0.81,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.94513,1,4,1,5,1,2,1,2.24,3,1,1.71,1,2,2.30563,1,1,1,1,1,2,4,0.43,0.39,0.42425,0.43,0.43,0.43,0.41073,0.42,0.37,0.43,0.23,0.32,0.42,0.38,0.43,0.43,0.43,0.38,0.39,0.43,0.43,0.36,0.43,0.42563,0.16,0.38,0.41,0.38,0.34,0.42,0.43,0.43
85,"2018-05-25","Bestiary","Essence",15.52481,1,16.39,1.98,8.87,7.46,6.64,12.83,5,5.38,5,4.55813,12.61,2.49,10.9,2,7.24,6.26,8,10.49,30,164.54531,35,55,0.42,0.42,0.42,0.35,0.42,0.41,0.42,0.42,6,0.635,0.42,0.98829,0.42,0.5,0.42,0.43684,0.84,0.42,0.67,0.43,0.42,0.43,0.42,0.42,0.42,0.42,0.42,0.91,0.77041,4,1,5,1,2,1,2.65,3,1,1.54733,1,2,2.31,1,1,1,1,1,2,4.27,0.42,0.41395,0.42,0.42,0.42,0.42,0.42,0.42,0.39,0.42,0.382,0.39,0.42,0.42,0.42,0.42,0.42,0.39,0.42,0.42,0.42,0.37313,0.42,0.42,0.25,0.39,0.42,0.41423,0.36,0.42,0.46,0.46
86,"2018-05-26","Bestiary","Essence",15.78154,1.64,16.31,2,8.91,7.77,6.97,13,5,5.561,5,5,12.61,3,8.66,2,6.09,6.04,8.65,10.49,20,167.7202,35,55,0.41,0.41,0.41,0.3,0.42,0.4,0.39,0.41,5.43224,1,0.41,1,0.41,1,0.41,0.46,0.82,0.41,1,0.83435,0.41,0.76986,0.41,0.41,0.41,0.41,0.41,0.84,1,4,1,5,1,2.19,1.26,2.99,3,1,2,1,2,2.10077,1,1,1,1,1,3,4.44,0.41,0.4,0.41,0.39,0.41,0.41,0.41,0.41,0.39,0.41,0.4,0.39,0.41,0.41,0.41,0.41,0.39,0.38,0.39,0.41,0.41,0.4,0.4,0.41,0.33,0.38,0.41,0.4037,0.35917,0.41,0.56,0.45
87,"2018-05-27","Bestiary","Essence",16.85,1.69,16.63,2,8.1,6.42,6,13,4.87,5.77,5,5,18.085,2.66,7.22,2,6.42,6,10,10.57,25,171.11551,35,50,0.4,0.4,0.3425,0.28,0.4,0.39,0.39,0.4,5.3551,1,0.4,1,0.4,0.97602,0.4,0.52,0.82,0.4,1,0.45,0.4,0.88852,0.4,0.4,0.4,0.4,0.4,0.62641,1,4,1,4.98368,1,2,1.19286,1.9,3,1,2,1,2,2.06,1,1,1,1.29625,1,2.30526,4,0.4,0.4,0.4,0.39,0.4,0.4,0.39,0.38,0.39,0.4,0.4,0.39,0.38,0.4,0.4,0.4,0.36,0.39,0.39,0.4,0.4,0.4,0.38,0.4,0.38,0.36655,0.4,0.4,0.28,0.41,0.41,0.42
88,"2018-05-28","Bestiary","Essence",17.94385,1.76,17.73,2,8.4,6.12611,6,12.78739,4.85412,6.07,4.265,7.4,10.4,2.76,9.73,2,6.8,6,11.06,10,25.68,154.17459,35,60,0.38,0.38,0.34,0.24,0.38,0.38,0.38,0.38,5.70286,1,0.38,1,0.4,0.7,0.38,0.79,0.76,0.38,1,0.43,0.38,1,0.38,0.38,0.38,0.44,0.38,0.84,0.92,5.45,1,4.55,1,1.83,1,2.99,3,1,2,1,2,1.983,1,0.91,1,2.85,1,2,4,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.45,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.32,0.41,0.38,0.38
1,"2018-12-07","Betrayal","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,13.8,9.475,13.975,0.2704,0.26362,0.26969,0.26962,0.26813,0.26266,0.27167,0.27015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0.27,0,0,0,1,0,0.255,1,0,0,0.30125,0.52594,0.25286,0.83,0.27,0.29125,1,0.30333,0.68,0.77333,0.25167,0.61333,0.28,0.27571,0.27531,0.27714
2,"2018-12-08","Betrayal","Essence",5,0,0,0,0,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3.55694,0.2351,0.24,0.24,0.24,0.24,0.24,0.23,0.24,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2.55,3,2.0475,2,6.92667,1,3,5,2,2,2.426,7.88,3,5,3,2.5725,1,3,1.43,1.68,0.2652,0.52,0.52,0.26,0.36949,1,0.43041,0.87136,0.82125,1,0.32939,0.86654,0.52,0.48,0.25959,0.84388,0.25,0.24,0.24102,0.24,0.25,0.24,0.25,0.24,0.24122,0.25,0.24,0.25,0.2251,0.22,0.1951,0.22
3,"2018-12-09","Betrayal","Essence",2,3,13.65,5,0,6.18,10.5,40,5,12.34,0,9,0,0,0,0,8.21,0,10,0,2,7,2,3,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,1,1,1,0.7,0.7,1,0.74082,1,2,1,0.58061,0.73082,1,1,0.9901,0.78163,0.84092,1,1,0.91041,1,2,1.55167,2,1.82,5,1,3,5,2,3,2,6.99333,2.99,4,4.26571,2,3,4,2.46,3,0.3301,0.3301,0.34,0.32,0.32,1,0.34,0.35,0.34,0.3401,0.34,0.34,0.32,0.6802,0.32,0.34,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.2801,0.2502,0.28,0.31
4,"2018-12-10","Betrayal","Essence",7.35,3,6.764,5,15,6.04,7.95,20.16,5,11.16,3.94,11.0575,9,10.33,9.44167,10.5,8,15,9.31,9,3,10,2,5,0.3951,0.38,0.43,0.42,0.43,0.3951,0.3351,0.4151,1,0.86,0.44,0.7102,0.43,1,0.8,0.88,2,0.88,0.43,0.6702,1.26653,1,0.7502,0.76,0.43,0.8051,1,0.86,0.86,2,2,2,1,5,1,3,6,3,2,1.32041,8.14974,3,4,4,1,2,4,3,3,0.43,0.43,0.43,0.43,0.43,1,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.4251,0.43,0.43,0.43,0.43,0.43,0.43,0.2351,0.39,0.32,0.43
5,"2018-12-11","Betrayal","Essence",10,3.71,6,5,20,5,6,16.51,5,8.73,14.62,25,9,7.99,8.65333,10.5,10.09,26.2,9.31,9,3,12,3.52,5,0.46,0.4551,0.45,0.45,0.46,0.45,0.44,0.46,1,0.92,0.46,0.46,0.46,1,0.46,0.8302,2,0.82,0.46,0.46,1.38,1,0.46,0.46,0.46,0.9,1,0.9,0.9,3,2,2.64061,1,6,2,2,7,2.96531,2,1.76041,9,3,4,4,1,2,4,3,3,0.46,0.46,0.46,0.46,0.46,0.92,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.4551,0.46,0.46,0.46,0.46,0.4551,0.33,0.3351,0.46,0.39
6,"2018-12-12","Betrayal","Essence",9.106,5.9,7.39731,7.72,19.49,10.23667,6.22,16.85,5.27,8,12,20,13.22,7,8,7,11.89286,20,8.14,8.49,3,14.83,4,5.76837,0.4751,0.47,0.4651,0.48,0.48,0.4651,0.4,0.4651,1,0.8002,0.48,0.48,0.48,1,0.48,0.53,2,0.48,0.48,0.48,1.8102,1,0.94,0.48,0.48,0.48,1,0.9502,0.7251,3,2,2,1,6,2,2,8,2,2,1,8,4,4,4,1,2,4,3,4,0.48,0.48,0.48,0.48,0.48,0.54102,0.48,0.48,0.48,0.4602,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4651,0.48,0.48,0.4751,0.48,0.47,0.38
7,"2018-12-13","Betrayal","Essence",8,4.75222,10,7.69,18.34889,9.42941,7,18.8795,5.991,5.00875,7.05,18.93556,11.54,6,8.2,4.97,10,16,6,9,4,17,4,6.02041,0.4,0.46,0.4,0.4,0.4151,0.5051,0.42551,0.4851,2,1,0.52,0.52,0.52,1,0.52,0.5351,2.01531,0.5251,0.52,0.52,1.51,1.6751,0.5351,0.52,0.52,0.52,1,0.7251,1,2.6,2,2,1,5,2,2,8,2,2,2,8,4,5,3,1,2,3,2.63612,4,0.52,0.52,0.52,0.52,0.52,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.5151,0.52,0.52,0.52,0.52,0.51,0.52,0.52,0.4851,0.4851,0.52,0.52,0.52,0.52,0.4,0.4051,0.4,0.5
8,"2018-12-14","Betrayal","Essence",8,5,10.08,6,15.02909,8.3913,8,17.996,6,8,7,12.87,15.67,5.13,14.91882,4.18214,9.37,12.75839,6,9.27,3.57388,17.93633,5,7.60714,0.3851,0.43,0.43,0.43,0.43,0.43,0.42,0.43,2,1,0.54,0.54,0.54,1,0.54,0.82061,2,0.93531,0.55,0.55,1,1,0.56,0.5451,0.54,0.55,1,1,0.86102,3,1.98041,2,1,6.23551,2,2,7,2,1.65531,2,8,5,4,3,1.71041,2,3,3,3.87755,0.5351,0.53,0.54,0.52,0.54,0.69531,0.54,0.5151,0.54,0.5102,0.54,0.53,0.4951,0.54,0.54,0.5351,0.45531,0.4851,0.5002,0.4751,0.43,0.54,0.43,0.5051,0.4951,0.53,0.54,0.5051,0.3551,0.43,0.49,0.43
9,"2018-12-15","Betrayal","Essence",8,5,9.98316,5,18.82429,8,8,19.02944,7,8,8.76,12.13022,15.48278,5,10,4,7.0361,15,5,9.45139,3,18,5,7.07571,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,1.9751,1,0.43,0.56,0.55,1,0.56,0.58,2,0.57,0.5051,0.55,1,1,0.58,0.56,0.5,0.56,1,1,0.81,3,1.09531,2,1,7,2,2,7,2,2,2,7,5,4,3,1,2,3,3,3.11082,0.43,0.43,0.43,0.43,0.43,0.5651,0.4402,0.5351,0.55,0.43,0.51,0.43,0.43,0.55,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.52,0.56,0.4751,0.43,0.43,0.43,0.42,0.4151,0.43
10,"2018-12-16","Betrayal","Essence",8,5,9,5,16.17,8,9,18.1175,7,7.85063,8,12,17.93,5,9,4,7.45893,14,8,10.66857,3,17.80041,5,7,0.3,0.4251,0.4251,0.43,0.3951,0.43,0.43,0.43,1,1,0.43,0.58,0.4702,1,0.57,0.58,1.50551,0.58,0.51,0.57,1,1,0.58,0.57,0.49531,0.57,0.95,0.58,1,3,1.47551,2,1,7,2,2,6,2,2,2,6,4,3.82551,3,1,2,3,3,4,0.43,0.43,0.5402,0.57,0.4702,0.58,0.4802,0.43,0.4902,0.48531,0.4951,0.45531,0.43,0.49531,0.44,0.4602,0.43,0.5051,0.43,0.4851,0.5051,0.48,0.43,0.43,0.5651,0.4602,0.43,0.43,0.3002,0.4251,0.3151,0.23612
11,"2018-12-17","Betrayal","Essence",9,4,10,4,17,8,7.43,18,6,6.85557,7,13,17,5.8032,8.78357,4,8,14,8,14,4,19.0102,5.4951,8,0.39,0.3751,0.3651,0.44,0.43,0.4,0.4351,0.44,1.92551,1,0.44,0.59,0.51,1,0.59,0.59,2,0.59,0.58,0.59,1,1,0.59,0.58,0.47061,0.44,1,0.6,0.68551,3,1,2,1,7,2,2,7,2,2,1.7902,6.81551,4,4,3,1,2,3,3,4,0.44,0.44,0.4551,0.42,0.5751,0.59,0.43,0.44,0.5751,0.44,0.44,0.44,0.4951,0.4451,0.4851,0.44,0.49,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.45531,0.44,0.44,0.4451,0.34,0.43,0.43,0.4151
12,"2018-12-18","Betrayal","Essence",8,4,10,3.37286,18.29,8,7,17,6,7,7,13,15,6,9,4,8,12,8.57167,12.07679,4,20,6,8,0.3751,0.4351,0.4851,0.45,0.44,0.4551,0.4151,0.45,1.87,1,0.5302,0.6,0.46,1,0.6,0.6,1.73,0.6,0.6,0.6,1,1,0.6,0.6,0.4851,0.4751,1,0.6,0.8502,3,1,2,1,7,2,2,6,2,1.96571,2,6.6602,4,4,3,1,2,3,3,4,0.6,0.45,0.4551,0.46,0.5802,0.6,0.46,0.5351,0.46,0.46,0.46,0.5051,0.6,0.46,0.46,0.45,0.4251,0.45,0.4551,0.4551,0.46,0.45,0.45,0.45,0.42,0.4302,0.4551,0.45,0.46,0.4551,0.46,0.45
13,"2018-12-19","Betrayal","Essence",8,4,10,3,17.65351,8,6,17,5,6.00173,7,12.514,14.64357,6.48265,8,3,7,12.27031,8,10,4.9901,22,7.7002,9,0.43,0.48,0.48,0.48,0.48,0.48,0.4501,0.48,2,1,0.5201,0.6,0.5402,1,0.59,0.61,1.81061,0.6,0.61,0.55,1,1,0.61,0.6,0.4801,0.6,1,0.9302,0.61,3,1,2,1,6,2,2,5.5001,2,2,2,7,4,4,3,1,2,3,3,4,0.48,0.49,0.4301,0.48,0.48,0.6,0.48,0.48,0.5301,0.48,0.48,0.48,0.48,0.48,0.5701,0.48,0.48,0.48,0.49,0.47,0.4701,0.39,0.48,0.5001,0.49,0.6,0.56041,0.48,0.48,0.48,0.48,0.39
14,"2018-12-20","Betrayal","Essence",8,3.92,10,3,15,8,6.95592,17,5,7,7,12,14,7,7.03,3,7,13,8,12.39333,4.95592,22,8,9,0.47,0.48,0.48,0.48,0.57531,0.48,0.29,0.48,2,1,0.5351,0.6,0.5051,1,0.49531,0.6,1,0.59,0.5951,0.4951,1,1,0.6,0.59,0.59,0.48,0.6,0.62041,0.6,2,1,2.80041,1,6,2,2.93531,5,2,2,2,7,4.28388,3.84041,3,1,2,3,3,4,0.48,0.48,0.4651,0.47,0.49,0.5251,0.44,0.48,0.6,0.46,0.5951,0.49,0.48,0.48,0.4251,0.45,0.48,0.48,0.48,0.42,0.4651,0.47,0.48,0.4751,0.46,0.46,0.48,0.48,0.48,0.48,0.48,0.47
15,"2018-12-21","Betrayal","Essence",7,3,11,3,15.68,7,7,16,5,5,7,11,15,6,8,3,6,12,9,13.91977,5,22.92041,9.07653,10,0.42,0.4351,0.48,0.42,0.49,0.28,0.2351,0.47,2,0.85755,0.42,0.6,0.5651,1,0.49,0.6,1.97551,0.59,0.49,0.49,1,1,0.6,0.5551,0.48,0.49,0.6,0.6,0.6,3,1,2.06612,1,7,2,3,5,2,2,2,7,5,3.9951,3,1,1.9351,3,3,4,0.49,0.49,0.49,0.49,0.48,0.6,0.49,0.4851,0.48,0.49,0.5951,0.49,0.49,0.51,0.48,0.49,0.45,0.48,0.48,0.4951,0.48,0.49,0.48,0.49,0.51,0.4651,0.49,0.48,0.18,0.4751,0.48,0.39041
16,"2018-12-22","Betrayal","Essence",7,3,9.4501,2,15,7,7,15,4.59041,6,7,11,17,6,9,2,4.07031,12,8.36429,13,5,23.93071,7.84082,9,0.44,0.46,0.42,0.48,0.48,0.48,0.45,0.49,2,0.6,0.44,0.51,0.46,1,0.49,0.57,1,0.49,0.49,0.48,1,1,0.57,0.49,0.4801,0.49,0.57,0.58,0.58,3,1,2,1,7,2,2.9901,6,2,2,1.92,7,4,4,3,1,2,3,3,4,0.49,0.49,0.48,0.49,0.49,0.48,0.49,0.43,0.5002,0.5001,0.4601,0.48,0.49,0.48,0.48,0.48,0.4801,0.4601,0.49,0.4801,0.4801,0.48,0.4201,0.4801,0.48,0.4202,0.4201,0.4601,0.4402,0.42,0.48,0.4601
17,"2018-12-23","Betrayal","Essence",7,3,10,2.8,16,7,7,15,4,6,6.93041,11,17.01427,6,8.04643,2,4.84041,12,8,14,5,25,7.90633,9.35041,0.44,0.5,0.48,0.48,0.48,0.48,0.48,0.48,1.93612,1,0.46,0.5,0.48,1,0.48,0.51,1,0.51,0.46,0.48,1,0.77531,0.53,0.4851,0.48,0.48,0.5351,0.53,0.56,3,1,2,0.96,6.98041,1.9302,2,5.01531,2,2,1.9551,8,3.6,4,3,1,1,3,3,4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.5251,0.48,0.48,0.4451,0.48,0.5051,0.48,0.47,0.48,0.45,0.48,0.4951,0.48,0.4951,0.48,0.4651,0.48,0.48,0.48,0.43,0.48,0.48,0.48,0.49,0.48
18,"2018-12-24","Betrayal","Essence",7,3,10,2,15,6.60122,7,14,4,5,6,10,16.62108,5,8,3,5,11,8,13,5,28.77122,9,9.40082,0.43,0.42,0.44,0.43,0.43,0.48,0.4201,0.48,1.9701,1,0.48,0.48,0.49,1,0.48,0.49,1,0.48,0.43,0.4701,1,1,0.49,0.49,0.48,0.43,0.49,0.49,0.9702,3,1,2,1,7,2,2,5,2,2,1,7,4,4,3,1,1,2.65071,3,4,0.43,0.4401,0.43,0.4402,0.43,0.42,0.43,0.43,0.43,0.43,0.4201,0.43,0.42,0.43,0.43,0.48,0.43,0.43,0.43,0.48,0.43,0.43,0.43,0.4401,0.42,0.42,0.43,0.43,0.43,0.44,0.4201,0.4201
19,"2018-12-25","Betrayal","Essence",7,3,10,2,13,7,7,14,4,5,7,9,16,5,8,2.69,4,10,8,14,4.53122,32.22592,9,9.70051,0.43,0.42,0.42,0.44,0.43,0.44,0.43,0.44,2,1,0.4301,0.43,0.44,1,0.44,0.44,1,0.43,0.42,0.43,0.96,1,0.44,0.44,0.44,0.4301,0.44,0.44,1,3,1,2,1,7,2,2,5,2,1.2201,1,7,3.26296,4,3,0.9001,1.09,2.13,3,4,0.42,0.42,0.44,0.43,0.43,0.44,0.43,0.42,0.44,0.43,0.43,0.44,0.43,0.43,0.4201,0.42,0.44,0.4301,0.42,0.43,0.44,0.43,0.42,0.43,0.42,0.43,0.43,0.44,0.43,0.44,0.4201,0.44
20,"2018-12-26","Betrayal","Essence",7,3,10.09551,2,13,7,6.57551,14.13122,4,5,7,10,15.15714,5,9,2.01,4,10,8,14,5,30,10,10,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.42,2,0.9802,0.42,0.42,0.42,1,0.42,0.42,1,0.42,0.42,0.42,0.9902,1,0.42,0.42,0.42,0.42,0.42,0.43,0.8502,3,1,2.02551,0.92,6.60143,2,2,5,1.88,1,1,8,3,3.68,3,1,1,2,3,3.26061,0.42,0.42,0.4151,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.42
21,"2018-12-27","Betrayal","Essence",7,2.06551,10,2,13,7,6.01531,14,4,5,6.72,10,14.66,4.9951,9,2.71122,4,10,8,13.91,5,30,9.65306,10,0.39,0.4,0.39,0.4,0.39,0.39,0.39,0.39,1.89531,0.94041,0.39,0.39,0.39,1,0.39,0.39,1,0.39,0.39,0.4,1,0.80082,0.3951,0.39,0.39,0.39,0.39,0.4,0.85551,2.12245,1,2.98041,0.88061,6.37061,2,2,5,2,1,1,8,3.85633,3.4851,3,1,1,2.8251,3,4,0.4,0.4,0.39,0.3951,0.39,0.39,0.4,0.39,0.39,0.39,0.39,0.4,0.39,0.39,0.39,0.39,0.4,0.4,0.39,0.39,0.39,0.4,0.39,0.4,0.39,0.39,0.39,0.39,0.39,0.4,0.39,0.39
22,"2018-12-28","Betrayal","Essence",7,2,10,1.9701,12,7,7,14.84112,4,5,6.45061,10,14,4.5,8,2,3.9801,9,7.93071,24,5,29.97031,9,10.00071,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,2,0.68133,0.36,0.36,0.36,0.8102,0.36,0.36,1,0.36,0.36,0.36,1,0.7402,0.36,0.36,0.36,0.36,0.36,0.39,0.39,2.9201,1,3,0.72,6.10051,1.39112,2,5,1.9901,1,1,6.55173,3.07041,3,2.8401,0.91,1,3,3,4.76112,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
