"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
83,"2019-02-27","Betrayal HC","Currency",0.98969,0.03105,0.03357,0.23288,126.51546,28.26804,5.7,6.48469,3,0.29066,0.0973,21,79,2,0.31633,0.16393,1.4349,1.85997,27650,3,0.25,0.14231,40,0.03333,0.12094,0.65743,0.56163,0.4767,0.03056,0.03536,1.5,0.00833,0.2,1,9.78105,1.5,0.66498,3.1,4.44742,0,0.38665,1,0.01389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2019-02-28","Betrayal HC","Currency",0.82291,0.02917,0.03267,0.30318,114.92268,28.26804,5,6.19388,2.935,0.28694,0.09109,21,79.17879,1.98437,0.3105,0.16393,1.5,1.85997,27712.57576,3,0.25,0.14122,40,0.03333,0.11272,0.63732,0.57817,0.47763,0.0263,0.02512,1.5,0.00833,0.2,1,16.5303,1.5,0.66498,3.1,4.3379,0,0.38665,1,0.03541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2019-03-01","Betrayal HC","Currency",0.82648,0.02923,0.03267,0.328,114.92268,27.63367,5,6.25361,2.93045,0.28868,0.08333,21.18681,78,1.95925,0.31141,0.15748,1.5,1.87473,27300,3,0.25,0.13481,39.24255,0.03333,0.11221,0.58824,0.58824,0.49441,0.02635,0.02404,1.42571,0.00982,0.2,1,16.5303,1.5,0.5,3,4.4,0,0.36532,1,0.03377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2019-03-02","Betrayal HC","Currency",0.83254,0.02867,0.03195,0.33333,100,28.308,5,5.434,2.4899,0.28637,0.08452,21.90778,79.727,1.89703,0.33209,0.16393,1.11067,1.87978,27904.45,3,0.25,0.13324,37.92,0.03333,0.09181,0.59167,0.58824,0.49232,0.02603,0.01957,1.48724,0.00982,0.21041,1,16.5303,1.5,0.5,3,4.08065,0,0.322,1,0.03454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"2019-03-03","Betrayal HC","Currency",0.8831,0.03219,0.03405,0.30371,100,39,5,5.43838,2.29697,0.28699,0.08413,21.62778,79.55818,1.9131,0.33333,0.15731,1.1209,2.075,27851.06383,3,0.25131,0.13431,37.97143,0.03333,0.09402,0.59294,0.59818,0.47619,0.031,0.01814,1.5,0.01059,0.24387,1,16.5303,0,0.33333,3,4.11413,0,0.32245,1,0.03431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2019-03-04","Betrayal HC","Currency",0.88601,0.03158,0.04084,0.30371,105,39.109,1,5.66122,1.3,0.28523,0.08333,21.90217,79.52746,1.95495,0.33333,0.15858,1.10323,3,27869.23077,3,0.26032,0.14286,40.46154,0.03769,0.08498,0.60074,0.61699,0.47619,0.0337,0.02513,1.5,0.01052,0.246,1,16.28571,0,0.35988,3,4,0,0.3,1,0.02063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"2019-03-05","Betrayal HC","Currency",0.88601,0.03655,0.05556,0.26647,105,39.109,1,5.66122,1.3,0.28611,0.08333,21.90217,79,1.95495,0.33333,0.17255,1,2.93622,0,3,0.26849,0.14286,44.0266,0.03292,0.08102,0.58307,0.6151,0.43766,0.03599,0.01314,1.5,0.01052,0.21094,1.01167,18.218,0,0.35988,3,4.75745,0,0.32472,1,0.02063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2019-09-06","Blight HC","Currency",0,1,1,1,0,0,0,0,0,0,0.28659,5,0,1,1,0.1663,0,0,0,0,0.59596,0.44643,0,1,1,0.91438,0.60605,1,0.61688,0.25,1,0.4592,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-09-07","Blight HC","Currency",2,0.09669,0.12071,1,0,0,66,0,0,0.24315,0.07143,5.41,44,1,0.5,0.07378,0,0,0,2,0.33333,0.07473,6,0.21772,0.31289,0.25,0.61475,0.5,0.22006,0.04997,1,0.06009,0.24668,0.83797,3.13441,0,1,0,13.39394,0,0,1,0.11097,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-09-08","Blight HC","Currency",1,0.07638,0.09524,0.5,407.48315,0,70.9935,0,23.38444,0.23114,0.07072,5,49,0.8,0.5,0.05882,2.64082,2.085,0,3,0.33333,0.06576,6,0.09519,0.17857,0.21739,0.72661,0.33333,0.1,0.04762,1,0.05,0.2,0.5,3,1.1,1,3,7,0,2,1.88875,0.03721,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-09-09","Blight HC","Currency",0.88689,0.07374,0.07692,0.44738,0,85,20.31515,60,35.62041,0.23723,0.1,7,54.40518,0.61067,0.5,0.07692,2.5,4.04545,20839.87952,2.95506,0.33333,0.09768,9,0.08924,0.15688,0.3,0.73455,0.4,0.06983,0.03922,1,0.02439,0.2,0.42857,3,2,1,3,5,0,1,1.79835,0.02739,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-09-10","Blight HC","Currency",0.8,0.06667,0.06667,0.43186,0,35.5,25,51,29.1697,0.2381,0.1,7,61.16737,0.66667,0.5,0.08197,2,4.39869,8040.98297,3,0.39397,0.1,9,0.06667,0.11111,0.30813,0.66667,0.42925,0.05,0.03466,0.8,0.02439,0.20963,0.42857,3,2,1,4,6,0,1,1.88541,0.025,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-09-11","Blight HC","Currency",0.8,0.0625,0.06667,0.4,335.325,29.19899,63.33535,49.1,20.26392,0.23864,0.11111,7,64,0.8,0.5,0.09009,2.47284,4.81199,7514.08932,3,0.40491,0.10526,9.9045,0.05882,0.11111,0.33333,0.69445,0.45075,0.04562,0.03503,0.75,0.02439,0.22135,0.4446,4.46907,0.5,1,3.22347,8,0,1,1.8085,0.02218,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-09-12","Blight HC","Currency",0.75,0.05573,0.06036,0.37027,357.5,26.6,44.9,43.4,15.65657,0.25,0.11343,7.87246,65,0.8,0.3733,0.0892,2,4,5902.65552,2,0.45441,0.10417,11.40847,0.04348,0.1,0.33333,0.66667,0.43488,0.04,0.03639,0.75,0.02439,0.2,0.47619,4.3274,0.5545,1,3,8.13579,0,1.525,1.36364,0.01874,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-09-13","Blight HC","Currency",0.6,0.04945,0.05,0.33333,497,21.83636,35.89091,30,14.61313,0.25,0.11424,8,69.35102,0.83333,0.46522,0.09091,2,3.5,4110.99863,2,0.44444,0.10417,17,0.04,0.09984,0.33333,0.6,0.43478,0.03873,0.03704,0.75,0.02273,0.2,0.47557,5,1,1,3,8,0,1.48711,1,0.0188,1.599,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-09-14","Blight HC","Currency",0.6,0.04411,0.04628,0.25,450,14.33878,27.63674,30,13.26289,0.27778,0.1087,9,73.51547,0.90909,0.4,0.09091,1.88911,3,4352.21984,2,0.43182,0.10638,16,0.04,0.09379,0.37004,0.5,0.4,0.04,0.03624,0.66667,0.02249,0.2,0.47619,5,1,1,3.53462,7,0,1.5,1,0.01818,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-09-15","Blight HC","Currency",0.5,0.04167,0.04348,0.25,363.96032,9.97449,27.1875,50,9,0.28793,0.10753,9,72,1,0.33333,0.1,1.76014,3,4263.20816,2,0.43478,0.11094,16,0.04,0.09091,0.41667,0.44444,0.36431,0.03873,0.03333,0.66667,0.02292,0.2,0.47619,6,1,1,3.39278,7,0,1.17656,1,0.01669,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2019-09-16","Blight HC","Currency",0.5,0.04167,0.04167,0.23415,319.5,14.055,30.55102,30,5,0.30303,0.1087,9.63989,71,1,0.33333,0.1,1.76923,3,4211.98351,2,0.41667,0.11111,16.34592,0.03583,0.09091,0.43478,0.43478,0.35714,0.03571,0.03766,0.66667,0.01797,0.2,0.47619,6,1,1,3.9625,7,0,0.95926,1,0.01667,2,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-09-17","Blight HC","Currency",0.5,0.04765,0.04,0.21373,357.59465,15,25,25,5,0.3125,0.10765,10.30951,72,1,0.33333,0.1013,1.7801,3,4447.80207,2,0.41667,0.11542,17,0.03333,0.09091,0.43478,0.42857,0.35294,0.03571,0.03805,0.625,0.01667,0.2,0.48225,6,1,0.76257,4,7.11325,0,0.5,0.91368,0.0161,2,110.69143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-09-18","Blight HC","Currency",0.5,0.04762,0.04,0.2,357.32031,13.375,25,23.41,5,0.29412,0.10404,11,73.71972,1,0.3,0.1087,1.51341,2.66667,4544.54901,2,0.41667,0.125,17,0.03333,0.09091,0.41667,0.41691,0.35577,0.03571,0.04,0.6,0.01667,0.19608,0.5,6,1,0.77145,4,7.83956,0,0.5,0.8,0.01624,2,115.46493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-09-19","Blight HC","Currency",0.5,0.04762,0.04237,0.2,342.89053,13,20,21.64242,5,0.30303,0.1033,11,75.89296,1,0.31706,0.10788,1.5,2.66667,5300.55556,2,0.40067,0.125,17.14884,0.03333,0.09048,0.41667,0.41667,0.35328,0.03846,0.04035,0.6,0.01667,0.19368,0.5,6,1,0.92758,4,9,0,0.5,0.8,0.01381,2,151.78592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-09-20","Blight HC","Currency",0.5,0.04762,0.04327,0.2,383.56,10.10722,13.58247,15,5,0.30303,0.10524,12,80,1,0.33333,0.1087,1.5,2.66667,5407.75758,2,0.41667,0.125,18,0.03648,0.08501,0.41667,0.41667,0.35714,0.03846,0.03986,0.6,0.01667,0.19231,0.5,6,1,0.916,3.78821,9,0,0.76263,0.8,0.01764,2,158.72877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2019-09-21","Blight HC","Currency",0.5,0.0496,0.04323,0.2,361.80786,10,11.60833,13.895,4,0.30303,0.10526,12.67858,80.54659,1,0.33333,0.11022,1.5,2.25,5622.31692,2,0.42871,0.1341,19.79324,0.03642,0.09091,0.42159,0.42513,0.35714,0.03846,0.04,0.55679,0.01688,0.19231,0.5,8,1,0.94809,4,9,0,0.716,0.8,0.0195,2,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2019-09-22","Blight HC","Currency",0.5,0.05,0.04258,0.2,345,10.548,10,14,4,0.3125,0.10678,12.67516,81.32219,1,0.33333,0.11111,1.48424,2,5670,2,0.44444,0.13699,20,0.03407,0.09091,0.42922,0.4248,0.35714,0.03846,0.04,0.5,0.01794,0.19231,0.5,8,1,0.94888,4,8,0,0.64103,0.8,0.01981,2,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2019-09-23","Blight HC","Currency",0.5,0.05882,0.04348,0.2,320,11,9,13.319,4,0.3125,0.11001,13,82,1.34778,0.33333,0.11111,1.27629,2.12891,5330,2,0.43478,0.13774,20.13315,0.03396,0.09091,0.43478,0.41667,0.37486,0.03892,0.04,0.5,0.01667,0.19608,0.5,8.65859,0.7,0.9525,3.98422,8,0,0.64103,0.8,0.01899,2,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2019-09-24","Blight HC","Currency",0.54286,0.05971,0.04348,0.19634,294.1,10.40909,8.0866,13,4,0.3143,0.11111,13,82,1.2,0.33333,0.11612,1.39204,2.16894,0,2,0.43478,0.13889,20,0.03515,0.09091,0.45452,0.41667,0.38462,0.03861,0.04562,0.5,0.01667,0.19608,0.5,9,0.65859,1,4,8,0,0.92242,0.66667,0.01864,2,82.63636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2019-09-25","Blight HC","Currency",0.60345,0.06506,0.04352,0.18749,294.3,10,9,12,4,0.31991,0.1087,13.64697,82,1.13578,0.3,0.11747,1.16425,2.25,0,2,0.4,0.13889,21,0.03625,0.09258,0.45455,0.41667,0.38462,0.03922,0.04565,0.5,0.01498,0.19965,0.47602,9,0.66531,1,4,8,410,0.9495,0.75971,0.01984,2,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2019-09-26","Blight HC","Currency",0.6723,0.06507,0.04494,0.185,294.38776,10,7.92675,10,4,0.32395,0.10927,15,82,1,0.3,0.11971,1.19175,2.11903,0,2,0.4,0.14014,22,0.03795,0.09407,0.45455,0.41667,0.38462,0.04573,0.04522,0.51481,0.01594,0.2,0.47494,9,0.6096,1,4,8,410,1,0.76726,0.0202,2,79.7449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2019-09-27","Blight HC","Currency",0.6326,0.06499,0.04474,0.18735,295.40404,9.44,6.68454,9.72,4,0.33333,0.11111,15,81,1,0.30266,0.12346,1.44027,2,0,2,0.36752,0.14286,21.33049,0.04268,0.09091,0.46785,0.41667,0.38462,0.04636,0.04706,0.55556,0.01594,0.2,0.45455,10,1,1,4,8.47736,405,1,0.63444,0.02,2.5,79.99741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2019-09-28","Blight HC","Currency",0.66667,0.06667,0.04424,0.18082,314.89899,10,6,7,3.08571,0.33333,0.10999,15,81.21717,1,0.31159,0.12378,1.5,2.19799,0,2,0.35714,0.14286,22,0.04384,0.09107,0.47619,0.41667,0.38462,0.0493,0.04754,0.55556,0.01488,0.2,0.45455,10,1,0.89825,4,8.762,0,1,0.58036,0.02,2.5,87.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2019-09-29","Blight HC","Currency",0.7005,0.075,0.04488,0.16667,324,10,7,5.798,3.269,0.36103,0.1087,16,81,1,0.3,0.12495,1.389,2.25,10250,2,0.33333,0.14286,21,0.04547,0.09091,0.49649,0.41667,0.38462,0.05571,0.04762,0.50102,0.0141,0.19816,0.45455,10,1,0.8,4,8.27984,0,0.72135,0.60839,0.02,3,91.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2019-09-30","Blight HC","Currency",0.75,0.07687,0.05043,0.16667,300,9.59898,7,4.43505,4,0.38462,0.1087,16,81.51142,1.08152,0.3,0.12456,1.36453,2.21429,10345.725,2,0.33333,0.14286,21,0.0457,0.09119,0.5,0.41667,0.39273,0.04812,0.04762,0.5,0.01496,0.21739,0.41667,10,1,1,4,9,0,0.57712,0.55398,0.02,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2019-10-01","Blight HC","Currency",0.74766,0.07343,0.05348,0.16667,288.42045,9.01,5.59392,5,3.239,0.38462,0.10846,15,81.6188,1.2,0.3,0.125,1.36364,2.03103,10426.11023,2,0.32258,0.14286,21.6811,0.04524,0.09594,0.5,0.41667,0.4262,0.04762,0.04697,0.50521,0.01482,0.21358,0.41667,10,1,0.8,3.87828,9,0,0.55444,0.54916,0.02,2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-10-02","Blight HC","Currency",0.75,0.075,0.04542,0.16667,280,9.769,5,5,3,0.38462,0.10638,16,81.03819,1.2,0.3,0.12346,1.36364,2,8476.11563,2,0.32258,0.14286,21.92093,0.04545,0.09901,0.5,0.41667,0.45299,0.04,0.04557,0.50404,0.01576,0.21707,0.41667,11.18015,1,0.8,3.83252,9,0,0.52509,0.56494,0.02,2,87.15833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-10-03","Blight HC","Currency",0.74948,0.07715,0.04579,0.16667,270,10,5.15,5,3,0.38462,0.10638,15.7366,81.5,1.2,0.3,0.12195,1.36364,2.07367,9396,2,0.32258,0.14286,23.52933,0.04549,0.09901,0.5,0.41667,0.45455,0.04,0.0453,0.55775,0.01563,0.22222,0.41667,11,1,0.8,3.77,8,407.5,0.46697,0.5,0.02,2.97086,87.94211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-10-04","Blight HC","Currency",0.7607,0.06975,0.04545,0.16667,270,10,5,5,3.637,0.38462,0.10638,16,82,1.2,0.29853,0.12045,1,2,9061,2,0.32258,0.14286,25.33336,0.04147,0.10158,0.5,0.43478,0.45455,0.04,0.04,0.60425,0.01592,0.22406,0.41667,10,1,0.78222,4,8,328,0.46775,0.5,0.02,2,82.08539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-10-05","Blight HC","Currency",0.81069,0.06667,0.04422,0.16667,259.30672,9.37778,5,4,3.9775,0.38462,0.10417,16,82,1.2,0.3052,0.12116,1.16024,2,9430,2,0.32258,0.14627,25,0.04316,0.1223,0.5,0.43478,0.52653,0.03968,0.04006,0.61458,0.01535,0.22222,0.41667,10,1,0.644,4,8,328,0.46805,0.5,0.02,2.5,82.53636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-10-06","Blight HC","Currency",0.8,0.06667,0.04421,0.16667,249.87374,9.307,5,4,3.5246,0.38462,0.10261,15.90685,81.93091,1.2,0.3,0.12195,1.33333,2,8600.13636,2,0.32258,0.14925,25,0.04054,0.12761,0.5,0.4215,0.57466,0.03948,0.04439,0.68724,0.01453,0.22378,0.41667,10,1,0.5,4,8,368.145,0.45979,0.49329,0.01954,2,74.55561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-10-07","Blight HC","Currency",0.77096,0.06667,0.04437,0.15122,247.94,9,5,4,3,0.3789,0.10106,17,81.81,1.2,0.25,0.12221,1,2,8001.60811,2,0.32258,0.15152,25,0.04003,0.12444,0.5,0.42984,0.55262,0.03846,0.04045,0.58824,0.01451,0.22222,0.40893,10,1,0.5,4,8,366.86344,0.35006,0.47782,0.01961,2,75.05918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-10-08","Blight HC","Currency",0.75,0.06667,0.04469,0.14286,246,8,5,4,3,0.36956,0.1,17,82,1.02909,0.25,0.12338,1,2,0,2,0.3125,0.15385,25,0.04006,0.12832,0.5,0.42858,0.5,0.04862,0.0416,0.58824,0.01366,0.21739,0.4007,10.78129,1,0.5,4,8,287,0.31263,0.45626,0.02,2,75.43684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-10-09","Blight HC","Currency",0.75,0.07193,0.04507,0.15201,249.22727,7,5,4,3,0.35218,0.1,17,82,1.06149,0.25,0.125,1,1.95926,0,2,0.3125,0.15385,26,0.04296,0.11962,0.5,0.43357,0.52541,0.05514,0.04638,0.58824,0.01454,0.21739,0.4,11,1,0.5,4,8,296.922,0.30974,0.44288,0.01977,2,78.38101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-10-10","Blight HC","Currency",0.80051,0.06005,0.04536,0.16223,247.19192,6,5,4,3,0.35267,0.09965,17,83,1.11194,0.25,0.125,1,2,12450,2,0.3125,0.15629,26,0.04298,0.11919,0.5,0.42887,0.52341,0.05219,0.0412,0.58824,0.01445,0.21739,0.4,11,0.93134,0.49941,4,8,302.784,0.4166,0.4,0.01961,2.5,76.87879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-10-11","Blight HC","Currency",0.80014,0.06815,0.04545,0.1634,245,6.54066,5,3.77024,3,0.36057,0.09874,17,83,1.02979,0.25,0.125,1,2,10956,2,0.29915,0.16104,25,0.04393,0.12523,0.5,0.41667,0.52288,0.05,0.04114,0.58391,0.01747,0.21153,0.4,11,0.93134,0.43845,4,8,302.784,0.43262,0.4,0.01961,2.21475,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-10-12","Blight HC","Currency",0.75,0.06787,0.05,0.14686,238.0051,6,5,3.79405,3,0.35818,0.09709,16,84.76867,1.0301,0.29601,0.13061,1,2,11189.46506,2,0.27925,0.16076,25,0.04462,0.125,0.50408,0.41667,0.5,0.04762,0.04,0.58259,0.01443,0.20921,0.38462,11,0.93134,0.43631,4,7,289.61025,0.42928,0.39998,0.01976,2,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-10-13","Blight HC","Currency",0.75,0.06878,0.05257,0.14286,240,6,5,3.5567,3,0.38462,0.09698,16,85,1.074,0.30135,0.13192,1,1.93757,11220,1.5,0.27027,0.15385,24,0.04107,0.125,0.52329,0.4,0.5,0.04912,0.04,0.55556,0.0125,0.21138,0.38586,11.499,0.94242,0.44666,4,7,510,0.34945,0.4,0.02,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-10-14","Blight HC","Currency",0.74968,0.06765,0.05,0.14286,230,6,4.03776,3.52105,3,0.38462,0.0981,16.77362,85,1.03717,0.3082,0.13309,1.07843,1.89723,11220,1.5,0.26316,0.14286,24,0.04109,0.12319,0.52632,0.4,0.49486,0.04953,0.04,0.52632,0.0125,0.22222,0.4,12,0.94242,0.4422,4.275,7,510,0.42524,0.38462,0.02,2,67.23804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-10-15","Blight HC","Currency",0.74945,0.06655,0.05376,0.14286,205,6,4,3.29091,3,0.38462,0.09901,16.88144,86,1.08202,0.31435,0.13389,1,1.89913,11352,1.64282,0.2516,0.14286,24,0.04121,0.12302,0.52632,0.40273,0.47034,0.04762,0.04,0.52632,0.0125,0.22522,0.4,12,0.94388,0.43848,4,7,516,0.42614,0.36334,0.01995,2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2019-10-16","Blight HC","Currency",0.74998,0.06258,0.04729,0.14232,200,6,4,3,3,0.38305,0.09915,16,86,1.2,0.31824,0.13514,1,1.9,10533.50437,1.76204,0.2439,0.14286,24,0.04,0.125,0.53727,0.4,0.47391,0.0481,0.04,0.5,0.0125,0.24976,0.38462,11.97465,0.94388,0.43102,4.68225,6.56888,516,0.43257,0.36375,0.01987,2,63.68586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-10-17","Blight HC","Currency",0.75,0.06632,0.04923,0.14286,200,6,4,3,3,0.38173,0.09901,17,87.9828,1.17523,0.30473,0.13889,1,1.83294,10847.76,1.74415,0.2439,0.14286,24,0.04125,0.12494,0.53143,0.4,0.47607,0.05,0.04,0.5,0.013,0.25116,0.4,12,1.217,0.42966,4.8801,6,439.91398,0.34873,0.34058,0.01977,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-10-18","Blight HC","Currency",0.75,0.06647,0.05,0.14253,200,5.69596,4,3.72143,3,0.37439,0.09901,17,90,1.04582,0.32392,0.13889,1.2,1.76898,11094.3,2,0.2439,0.14286,24,0.04198,0.11111,0.54266,0.4,0.47602,0.04989,0.04,0.5,0.0133,0.23723,0.41062,12,1.217,0.4623,4.69083,6,450,0.40992,0.33376,0.01965,2,59.72347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
