"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Anarchy.s.End.III","Anarchy.s.End.IV","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.II","Beyond.Sight.III","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fallow.At.Last","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Path.of.Betrayal","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","Thaumaturgical.History.IV","The.Alchemist","The.Ambitious.Bandit.I","The.Ambitious.Bandit.II","The.Ambitious.Bandit.III","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Child.of.Lunaris","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.IV","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.III","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Warmongers.IV","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.IV","Unbearable.Whispers.V","Undead.Uprising","Unnatural.Energy","Vaal.Invasion","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Queen.s.Sacrifice","The.Storm.Spire","Trapped.in.the.Tower","Battle.Hardened","Faith.Exhumed","The.Bishop.s.Legacy","The.Mentor","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
63,"2018-11-01","Delve","Prophecy",1,0.35,0.73,5.95,1,0.65,0.59,0.65,0.65,0.65,0.8,0.73,0.85,0.73,1,1,1,0.65,0.44,0.81407,1,2,0.65,0.65,4,14.38985,1.97,0.65,0.66,0.51,1,2.9175,0.81,0.93,0.74,1,1,0.66,0.76,0.65,4.1975,0.4,0.41,1,1,589.04238,0.65,1,2.19,1.78592,1,1.8302,0.4,0.65,0.63,0.4,0.49531,0.64,0.36,0.37,0.47,0.65,10,0.57,2,0.77,0.65,0.33,2,1,5,58,0.33,0.57,0.69,1,0.64,1,1,1,2,0.37,1,0.6702,0.33,0.33,1,0.7,0.39,0.5649,1,0.33,0.72531,0.64,0.57,0.64,0.66,0.46,0.33,0.71,0.33,0.65,1,9,1,2,0.39,0.32,1.97551,0.53,0.34,0.65,0.39,0.97,1,1,0.64,0.35,0.54,0.33,0.35,0.98,0.59,0.62,0.65,0.21,1,0.65,0.65,1,0.89842,1,0.35,12,1,155,1,0.5,0.5751,0.55531,0.66583,1,1,0.6,0.64,0.34531,0.99,0.36,0.6951,1,0.33,0.65,5,0.65,7,0.6502,0.69041,0.66,0.64,0.3351,0.48,0.67309,0.58,0.65,0.86184,0.64,0.96,0.33,1,2,0.63,2,0.52,0.61,0.64,0.74,0.33,0.65,1,0.57,0.58612,0.51,950.78,17,0.33,0.33,0.61,0.9902,2,0.83,1.47,0.46,25.03061,1.47,0.66,0.91041,0.75,30,0.33,8,0.66,30,0.65,0.42,5,0.96,0.33,1,0.98,0.65,2,0.33,26.01,1,0.65,0.65,1.70578,1,1,0.65,1.99,1,0.74,1,4645.09,0.65,0.78,1,0.6451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-11-02","Delve","Prophecy",1,0.39,0.9751,5,1,0.64,0.39,0.69,0.65,0.93,1,0.65,1,0.78,1,1,1,0.65,0.64,0.5,1,2,0.75,0.7,3.9902,11.6851,1.68,0.76,0.93,0.65,1,2.88,1,0.91,0.87551,1,1,0.65,0.76,0.90163,1.79,0.55,0.4,1,1,581.945,0.85,1,3,2,1,2,0.37,0.65,0.65,0.56,0.63,0.64,0.59,0.6202,0.64,1,142.5,0.65,2,0.75,0.65,0.33,2,1,6.71,59,0.33,0.62,0.67,1,0.43,1,1,1,2,0.54,1,0.94122,0.34,0.33,1,0.7,0.39,0.33,0.99,0.33,0.85,0.5502,0.34,0.65,0.7402,0.89,0.46,0.8851,0.33,0.65,0.94,8.97,2,2,0.4,0.33,1.9951,0.41,0.33,0.65,0.47,0.91,1,1.99,0.64,0.41,0.65,0.42,0.65,1,0.52,0.65,0.6,0.28,1,0.65,0.97,1,0.65,1,0.33,12,1.2251,155.9051,1,0.36,0.6751,0.69,0.66,1,1,0.65,0.46,0.7851,0.7,0.39041,0.65,1,0.34,0.65,5.16592,0.65,7,0.65,0.82531,0.65,0.49,0.57,0.40459,1,0.62,0.65,0.6051,0.65,0.95,0.33,0.5,2,0.93633,1.1202,0.64,0.7,0.65,0.79,0.65,0.65,1,0.51,0.65,0.35,1064.55813,15.10143,0.65,0.33,0.65,1,2,0.53,1.47,0.43,25,1,0.73,1,0.72,30,0.33,8,0.84061,30,0.65,0.64,3,0.65,0.33,1,1,0.65,2,0.33,25.03571,1,0.65,0.64,2,1,1,0.65,2,1.79653,0.82,1,4658.85941,0.65,0.65,1,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-11-03","Delve","Prophecy",0.89222,0.36,0.9302,5,1,0.35,0.34,0.59041,0.64,0.99,1,0.95592,1,0.53,1,1,1,0.34,0.64,0.5,1,1.87,0.83,0.65,4,11.73551,1.8851,0.67,0.7151,0.95,1,3.15,1,0.9,0.73551,1,1,0.83633,0.72,0.96,1.30875,0.71551,0.65,1,1,571.00571,0.96,1,3,2,1,2,0.33,0.65,0.77,0.65,0.56,0.52,0.65,0.64,0.64,1,10,0.65,1.81673,1,0.65,0.33,2,1,6.62,59,0.33,0.76,0.6951,1,0.65,1,0.79,1,2,0.36,1,1,0.36,0.35,1,0.66,0.37,0.34,0.99,0.33,0.71,0.57,0.36,0.67057,0.73,0.44,0.34,1,0.49531,0.65,0.94,8,1.54,2,0.33,0.35,2,0.54,0.33,0.65,0.6402,1,1,2,0.64,0.34,0.37,0.65,0.65,1,0.55643,0.99,0.66,0.35,1,0.65,0.8651,1,0.65,1,0.33,12,1,143.03,1,0.35,0.7251,0.8502,0.64,0.77,1,0.48,0.36,0.5702,0.4451,0.36,0.65,1,0.35,0.64,5,0.65,7,0.33,1,0.45,0.51,0.65,0.76,0.92,0.38,0.65,0.36,0.73,0.3751,0.44,0.41,1.8751,1,1,0.65,0.65,0.55,0.65,0.65,0.8151,0.97,0.45,0.64,0.35,1078.25,16,0.59,0.53,0.3951,0.65,2,0.8,1.47,1,26.16571,1,0.65,1,0.89,30,0.33,8,0.65,29,0.5051,0.65,2.45919,0.49,0.33,1,1,0.65,2,0.36,25,0.74,0.66,0.65,1.83,0.67,0.99,0.35,2,2,0.8851,1,4741.33267,0.64,0.65,1,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-11-04","Delve","Prophecy",0.54,0.38,0.76531,5,1,0.34,0.37,0.66,0.4,0.69,1,0.82612,1,0.56158,1,1,1,0.33,0.5336,0.5,1,0.88,0.65,0.51,4,12.94167,2,0.85,0.7,1,1,3.22,1,0.79,1,1,1,1,11.1125,0.77,0.62,0.54,0.3951,1,1,568.72,0.51,1.68551,3,2,1.02,2,0.33,0.75465,0.66,0.52531,0.41,0.4,0.66,0.43,0.33,0.73,1.59,0.66,1.99,1,0.37,0.33,1.56531,1,8.3,59,0.33,0.59,0.89,1,0.5551,1,0.79,1,1.8202,0.34,1,1,0.34,0.51,1,0.16071,0.38,0.37388,1,0.33,0.40571,0.47,0.34,0.52,0.66,0.93552,0.4352,0.74,0.4351,0.49,0.8,8,0.90571,1.94531,0.33,0.33,2,0.53,0.33,0.66,0.6551,0.6651,1,1.37,0.64,0.33,0.4102,0.66,0.66,1,0.44,0.52098,0.66,0.77,1,0.5902,0.37041,0.66,0.66,0.9402,0.34,12,1,143.76102,0.77184,0.33,0.67,0.44,0.6,0.80755,1,0.4,0.34,0.33,0.45,0.65,0.87,1,0.34,0.51,5.76592,0.71,7.43,0.37,0.95,0.4451,0.47918,0.34,0.8,0.99,0.34,0.66,0.4851,0.6551,0.4551,0.48,0.48,1.75,0.57,1,0.6,0.62636,0.455,0.65,0.7,0.91,1,0.48,0.41,0.36,1061.25,15,0.33,0.4751,0.49,0.66,2,0.8,5,1,26.7251,1,0.82767,0.9751,0.77,30.30105,0.34,7,0.66,25,0.36,0.34,4.42,0.55,0.33,0.59,1,0.51,2,0.42,25,0.6102,0.64041,0.54,1.57,0.66,0.83531,0.33,2,2,0.77061,0.95,4741.73786,0.33,0.51,1,0.5351,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-11-05","Delve","Prophecy",0.38,0.34,0.66,5,1,0.34,0.34,0.67,0.42,0.44,0.84,0.64,0.89,0.59,1,1,1,0.33622,0.3451,0.54,1,1.16,0.34,0.4,4,12.948,1.36041,0.36,0.66,1,1,3.44,1,0.66,0.75,1,1,0.68,0.73,0.67,0.62,0.52,0.34,1,1,563.99167,0.4151,2,3,2,1,2,0.34,0.65,0.64,0.35,0.35,0.34,0.66,0.34,0.62,1,1.37,0.39,1.58082,1,0.4,0.34,2,1,8,59.02,0.34,0.65,1,0.69,0.53,0.96,0.84,1,2,0.34,1.4,0.58,0.34,0.38,1,0.14,0.34,0.46,1,0.5551,0.42,0.34,0.34,0.51,0.58,0.55,0.44,0.67,0.6,0.34,0.74,10,1,2,0.36,0.34,2,0.3,0.34,0.66,0.6351,0.66,1,1,0.54,0.34,0.56,0.3451,0.66,1,0.45,0.58,0.67,0.77,1,0.4702,0.65,0.8,0.66,0.68,0.60163,12,1,133.4498,0.68,0.34,0.53,0.58531,0.53,1,1,0.34,0.34,0.34,0.34,0.51,0.62,1,0.35,0.55,5,0.66,7.17612,0.58,0.96,0.66,0.52,0.34,0.86,1,0.34,0.61,0.55,0.46,0.53,0.5,0.66,1,0.29,1.66633,0.66,0.34,0.34,0.42639,0.63938,0.91,1,0.34,0.34,0.37,1020.52,16,0.5551,0.37,0.4151,0.66,2,0.77,0,1,26,1,0.82,0.71,0.5,30,0.34,7,0.57,26,0.34,0.34,4.74,0.44,0.34,0.6451,0.99,0.37,2,0.49,23.2,0.6,0.36,0.4951,1.97,0.48,1,0.34,2,2,0.66,1,4582.52,0.34,0.55,1,0.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-11-06","Delve","Prophecy",0.4,0.35,0.66,5,1,0.36,0.28,1,0.46,0.48,0.66978,0.93,0.88,0.62,1,1,1,0.23723,0.35,0.52725,1,1.71,0.36,0.35,3.6402,12.65,1.66612,0.35,0.66,0.93,1,3.44,0.66,0.78,0.67,1,1,0.61,0.73,0.71,0.62,0.49,0.37,1,0.86,545.05533,0.35,2,3,2,0.81,1.81,0.35,0.66,0.62,0.39,0.35,0.36,0.51,0.35,0.35,0.9051,1.8,0.32,1.98041,6.78,0.59,0.35,2,1,8.16,58,0.35,0.66,0.96,0.5051,0.61,0.6551,0.84,1,1.32,0.35,1.4,0.5502,0.36,0.35,1,0.11,0.29,0.36,1,0.58,0.4802,0.35,0.39,0.56,0.59,0.59,0.66,1,0.48,0.35,0.71,15,1,2,0.35,0.35,2,0.29,0.35,0.7,0.4102,0.6651,1,1,0.38,0.36,0.35,0.35,0.66,1,0.35,0.45,0.8,0.77,1,0.3702,0.66,0.54,0.64,0.6151,0.34,11,1,128.30551,0.7,0.35,0.61,0.36,0.44,1,1,0.36,0.35,0.36,0.35,0.52,0.36,1,0.36,0.43,5,1,7,0.35,1,0.59,0.63,0.36,0.89,0.98725,0.35,0.6351,0.24,0.5,0.66,0.36,0.6651,2,0.2551,1.56796,0.66,0.36,0.36,0.35,0.63,1,1,0.36,0.5,0.37571,955.93077,16.91,0.56,0.37,0.59,0.66,1.74,0.86,1,1,27,1,1,0.68,0.55,29,0.35,7,0.64,29.45531,0.35,0.35,3.43,0.52,0.35,0.6051,1,0.53,2,0.6,24.36,0.67,0.5,0.61,1.41,0.61,1,0.35,2,2,0.6651,1,4265.45,0.35,0.66,1,0.6351,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-11-07","Delve","Prophecy",0.42,0.36,0.74,5,1,0.38041,0.36,1,0.36,0.44,0.63,0.70061,0.71,0.66,1,1,1,0.36,0.38,0.48,1,1.33,0.43,0.36,3,10.79,2,0.36,0.6251,1,1,3.44,0.66,0.66,0.65,1,1,0.69,0.73,0.6851,0.7,0.6702,0.39551,1,0.8,624.39,0.36,1,3,2,0.86,1.13041,0.5,0.64,0.68551,0.50102,0.36,0.51,0.65848,0.36,0.36,0.68,1.8,0.46,2,2.17,0.74,0.36,2,1,7.43,60,0.36,0.58,0.91,0.39061,0.4851,0.87143,0.76,1,1.53959,0.36,1,0.88,0.36,0.52082,1,0.11,0.39,0.38,1,0.6,0.8,0.36,0.59,0.48,0.37,0.65,0.63,1,0.68,0.36,0.83,15,1,2,0.36,0.37,2,0.58,0.52,0.7,0.37,0.64,1,1,0.49,0.36,0.36,0.37,0.55,1,0.36,0.61,1,0.81,1,0.59122,0.50531,0.65,0.65,0.66,0.39,11.28082,1,132.36551,0.66,0.36,0.62,0.66,0.46,1,1,0.44,0.36,0.36,0.36,0.5651,0.63,1,0.44163,0.41,5,1,7,0.39,0.69,0.59,0.66,0.36,0.7,0.74,0.36,0.46,0.79,0.37,0.66,0.41,0.71,2,0.29633,1,0.64,0.51,0.3651,0.36,0.65,1,1,0.39061,0.65,0.58,919.1,16,0.36,0.38,0.65,0.6851,2,0.84,1,1,27.66918,1,1,1,0.58846,27.09,0.45,7,0.61,29.23,0.36,0.4251,4.21,0.5,0.36,0.66,1,0.5702,2,0.65,25,0.6851,0.54,0.50612,1.49,0.64,1,0.36,2,2,0.72,1,4420.52286,0.36,0.66,1,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-11-08","Delve","Prophecy",0.4,0.37,0.8251,5,1,0.37,0.4402,1,0.37,0.37,0.65,0.96571,0.92,0.93,1,1,1,0.37,0.45,0.46,1,1.33,0.46,0.44,4,11.49,2,0.37,0.37,0.68,1,3.44,0.57,0.67,0.61,1,0.97,0.81,0.78,0.71,0.76,0.55,0.5402,1.13,0.86,568.58,0.37,1,2.98531,1.95,0.86,1,0.46,0.65,0.74,0.65,0.37,0.54,0.53,0.37,0.37,0.66,1.81,0.37,1.96,2.17,0.86,0.37,2,1,6.44,60,0.37,0.6,1,0.53,0.58,0.8502,0.79,1.03,2,0.37,1,0.84,0.37,0.37,1,0.15,0.46,0.37,1,0.67,0.67,0.37,0.64,0.52,0.37,0.41,0.66,1,0.48,0.37,0.97,15,2,2,0.37,0.37,1.09041,0.56,0.37,0.71,0.3851,0.7,1,1.85,0.46,0.37,0.37,0.37,0.67,1,0.37,0.63,1,1,1,0.67,0.66,0.67,0.64,0.73,0.37,12,1,142.69,0.67,0.37,0.62398,0.93531,0.4651,1,1,0.39306,0.65,0.37,0.38,0.37,0.7151,1,0.5451,0.37,6,1,8,0.41,0.6,0.49,0.63,0.37,1,0.83,0.37,0.38,0.74531,0.37,0.66,0.6,1,1.55,0.51,1,0.66,0.57,0.51,0.37,0.67,1,1,0.52,0.3751,0.67,902.51219,16.03571,0.37,0.38,0.47,0.93,2.31061,0.88,1,1,27.0102,1,0.99,1,0.68,27.62959,0.37,7,0.67,33.82327,0.37,0.6151,4,0.66,0.37,0.54,0.81,0.52,2,0.63,25,0.78,0.5902,0.64,1.33,0.37,1,0.37,2,2,0.97,1,4461.185,0.37,0.67,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-11-09","Delve","Prophecy",0.46,0.37,0.82,5,1,0.38,0.44,0.69,0.37,0.48,0.56,1,0.85,0.92,1,1,1,0.37,0.64,0.54,1,1.68,0.45,0.37,3,13.97947,1.7,0.37,0.67,0.91,1,3.47,0.49,0.77,0.68,1,0.98,0.90531,0.56,0.7551,0.76,0.63,0.51,1.06122,0.86,609.8875,0.37,1,2.37531,2,0.95,1,0.38,0.6,0.82,0.51,0.37,0.38,0.37,0.37,0.53,0.7,1.81,0.47,1.86,2.17,0.88,0.37,2,1,8.14,64.90061,0.37,0.5551,1,0.62,0.61,0.7551,0.79,1,2,0.37,1,0.71,0.52,0.48,1,0.62923,0.37,0.37,1,0.67,0.68,0.48,0.66333,0.52,0.37,0.48514,0.66,1,0.53,0.38,0.98,16.83,2,2,0.37,0.37,1.58184,0.44,0.39,1,0.61,0.76,1,2,0.4,0.37,0.38,0.38,0.67,1,0.37,0.66,2,1,1,0.73,0.67,0.6751,0.71,1,0.5251,11.61571,1,150.34918,0.74,0.37,0.48,0.77,0.38,1,1,0.37,0.63,0.67,0.4,0.38,0.68,1,0.6,0.37,5,0.92,7.6802,0.6002,0.48,0.38,0.64,0.4251,0.84,0.86,0.36,0.68,0.67,0.37,0.56,0.67,0.81,1.05,0.47,1.82,0.67,0.5157,0.43,0.37,0.95,1,1,0.55,0.6,0.83,886.62,16.44265,0.4251,0.38,0.67,1,1,0.87,1.12,1,25,1,0.96,0.67,0.68,28,0.37,7,0.67,34.86122,0.37,0.67,5,0.67,0.37,0.623,0.74043,0.38,2,0.5851,25,1,0.67,0.48,1.11,0.68,0.9,0.37,2,1,1,1,4454.12,0.38,0.67,1,0.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-11-10","Delve","Prophecy",0.46,0.45,0.95,5,1,0.44,0.38,0.8,0.38,0.54,0.7,1,0.74,1,1,1,1,0.37,0.42,0.54,1,2.48,0.45,0.38,3.84,15,1.69102,0.37,0.66,0.82,1,3.27,0.66,0.96,0.78326,0.72,1,1,0.58,0.97,0.71,0.69,0.66,1.01,0.82,557.22611,0.37,1,2.9751,2,0.98,1,0.58551,0.61,0.66,0.66,0.37,0.38,0.4,0.37,0.73,1,1.46,0.66,2,1,0.85,0.37,2,0.57,8.48,62.4451,0.38,0.66,1,0.7,0.66,0.8,1.03,1,1.1202,0.37,1,0.66,0.59,0.66,1,0.62,0.62,0.46362,1,0.66,0.96,0.37,0.66,0.56,0.66,0.42,0.66,1,0.37,0.4751,1,18.78,1.99,2,0.38,0.37,2,0.66,0.4,1,0.66,0.74,1,2,0.38,0.38,0.59,0.44041,0.77,1,0.37,0.77,2,1,1.13,0.75,0.54,0.68,0.72,1,0.62,12,1,148.96082,0.72,0.37,0.58,0.66,0.42,1,1,0.41,0.62,0.39,0.4902,0.56,0.76061,1,0.61,0.38,5.21367,1,6,0.58,0.66,0.3751,0.66,0.66,0.84,0.96,0.37,0.7551,0.4,0.37,0.64531,0.66,0.66,1,0.61,2,0.66,0.47488,0.47,0.38,0.66,0.84,0.87,0.62,0.66,1,911.04909,15,0.66,0.37,0.66,0.66,1,0.89,1.12,1,26.79,1,0.96,0.91,0.5,29.05842,0.3751,6.1051,0.63,35,0.37,0.53,5,0.73,0.37,0.65,0.53313,0.55,1.95,0.66,25,1,0.67918,0.45,2,0.7402,1,0.38,2,1,1,0.92,4340.83429,0.3751,0.66,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-11-11","Delve","Prophecy",0.46,0.48,1,5,1,0.51,0.38,0.6651,0.38,0.8,0.67,0.6502,0.77,1,1,1,1,0.38,0.4,0.67,1,14.15,0.45,0.39,3.69551,15,2,0.38,0.4851,0.72,1,4.53,0.69,0.94,0.92625,0.72,1,0.86531,0.56,0.97,1.2,0.64,0.6551,1,0.67,555.62789,0.57,1,3,2,1.36,1,0.41,0.63,0.64,0.66,0.38,0.38,0.38,0.49,0.67,0.89,1.48,0.66,2,1.79,0.67,0.38,2,0.46,6.11,62,0.38,0.66,1,0.69735,0.79,1,1.03,1,1.9351,0.38,1,0.66,0.65,0.8651,1,0.66,0.56531,0.47,1,0.66,0.71,0.4,0.66,0.67838,0.52,0.66,0.70878,1,0.38,0.4251,1,17,1.99,2,0.66,0.54,2.0102,0.66,0.47,1,0.58,1,1,1,0.38,0.38,0.59,0.51,0.41,1,0.38,0.75,2,1,1,0.66,0.38,0.66,0.9375,1,0.66,12,1,145.22,0.76,0.38,0.662,0.66,0.43357,1,1,0.44,0.61,0.3951,0.38,0.55,1,1,0.62,0.39,5.63,0.7,7,0.61,0.66,0.38,0.60989,0.56,0.88,0.96,0.36,0.66,0.61,0.38,0.38,0.66,0.66,1,0.64,2,0.66,0.6,0.45,0.3961,0.66,0.66,1,0.47,0.66,0.81,915.6625,15,0.49,0.38,0.66,0.7051,1.79061,0.91,1,1,25,1,0.99,0.38,0.58,28.53,0.38,6.85082,0.66,35.55602,0.38,0.56,5,1,0.6,0.66,0.71,0.61,1.7651,0.66,24,1,0.61,0.63,2,0.94,1,0.61,2,1.74,1,1,5031.30889,0.38,0.66,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-11-12","Delve","Prophecy",0.5,0.63,1,5,1,0.56,0.38,1,0.57,0.8,0.66,0.67,0.86,1,1,1,1,0.64,0.43,0.73,1,1.45,0.62,0.44,4,15,1.95551,0.38,0.58551,0.71,1,4.81,0.75,1,0.83,0.8975,1,0.96,0.57,0.76,1.2,0.64,0.66,1,0.67,584.51971,0.76,1,3,1.85796,1.73,1.13,0.46,0.66,0.49,0.66,0.49531,0.57,0.36,0.66,0.66,1,3.2,0.66,1.72,1.79,0.72,0.39,2,0.46,5,62.43531,0.38,0.66,1,0.76,0.74,1,1.43,1,1.39,0.38,1,0.79,0.66,0.79,1,0.66,0.66,0.76,1,0.66,1,0.58,0.66,0.66,0.66,0.66,0.68612,1,0.38,0.63,1,17,1.99,2,0.66631,0.59,2.33653,0.66,0.64,1,0.5651,1,1,1,0.63,0.38,0.66,0.66,0.51,1,0.67,0.68297,2,1,1,0.72,0.38,0.73,0.96,0.92,0.67,12.78592,1,150,0.76,0.59096,1,0.66,0.76,1,1,0.78,0.66,0.59,0.67,0.66,1,1,0.63,0.48,5.88061,0.75,8,0.6651,0.79,0.59,0.64,0.53,1,0.79,0.38,0.66,0.61,0.38,0.38,0.66,0.66,1.37143,0.5,1.86,0.66,0.66,0.68,0.54,0.67,0.7,0.96,0.59,0.66,0.84,907.65,14.49612,0.38,0.38,0.65,0.87,1,0.9,1,1,22.7851,0.44,1,0.94,0.7,25,0.42,6.74918,0.6653,34,0.38,0.66,5,1,0.67,0.66,0.83,0.62,1.9,0.66,24,1,0.57,0.66,3.74,1,1,0.66,2,1.73436,1,1,5040.84,0.381,0.66,1,0.66,0.9551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
