"Day","Date","League","Type","Agony.Collar","Agony.Heart","Agony.Medallion","Andvarius","Angler.s.Plait","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Behemoth.Torc","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Chimeric.Scarab","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Demigod.s.Eye","Demon.Beads","Dire.Collar","Dire.Scarab","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Eagle.Braid","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Horror.Clasp","Hypnotic.Choker","Hypnotic.Noose","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Nemesis.Strap","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Plague.Noose","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","Tempest.Torc","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Woe.Clasp","Wrath.Locket","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Blightwell","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","Stormfire","The.Effigon","The.Flow.Untethered","The.Nomad","The.Tactician","Timetwist","Winterweave","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Demigod.s.Bounty","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Hallowed.Ground","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
13,"2018-08-15","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.18,15,12.81061,1,1,0.18,NA,0.48,39.21112,4,165.98,145.50173,4.8702,2,3,2,1,2.61,18.00622,2,NA,80.00633,1,10,1,2,NA,NA,NA,NA,2,1,2,1,NA,2,10,0.18,1,10.75,208.8,7.50041,5,5,1,4398.47,2,76.12,NA,NA,NA,0.18,83.52,2,41.9802,9,0.3901,2,3,2,2,0.18,0.18,0.18,0.96,2,2,2,NA,2.80122,7,1,0.18,12,1,NA,2,227.77429,0.9301,2,0.36,2,3,40.26,2,1,0.18,151.20357,2,0.18,3,0.18,0.18,21.86,0.18,0.18,NA,8.73551,0.18,NA,0.18,20,0.18,15,2,0.18,0.18,25,11.44214,24.205,271.13294,2,5,2,0.36,0.18,35.47,2,5.74092,2.48041,60,3,4,45,0.4,1,NA,NA,0.18,331.97571,305.48867,316.166,15,82.48,0.18,18.37133,243.21067,50,34.33,3,21.14,183.74,10,12,4,3.7,NA,NA,NA,NA,1,34.45,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.18,NA,NA,NA,NA,NA,10431.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.18,13.25,14.98531,1,1,0.18,NA,0.39,36.46224,3.45408,168.05429,140.04592,4.73531,2,5,2,0.69,2,18,2,NA,84.0251,1,10,1,2,NA,NA,NA,NA,2,1,2,0.8,NA,2,10,0.18,1,10,970.055,6.05,5,5,1,4328.882,2,70.48,NA,NA,NA,0.18,81.234,1.97551,39.57143,9,0.8951,2,3,2,2,0.18,0.18,0.36,0.9651,2,2,2,NA,2,7,1,0.18,11,1,NA,2,200,0.75551,2,0.8251,2,3,41.44455,2,1,0.2951,152.83,2,0.18,3.16,0.18,0.2902,22.1,0.18,0.18,NA,6.77,0.18,NA,0.18,15.86,0.18,14,2,0.18,0.18,25,12,25,284.88,2,5,2,0.3702,0.18,34.6,1.98041,5.67163,3,60,3,4,47.97,0.65,1,NA,NA,0.18,336.10041,309.98551,299.22,16.18667,67.85,0.47531,17.90551,208.8,53.816,30,3,20,138.63,10,10,4.82,4.27286,NA,NA,NA,NA,1,34.5625,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.18,NA,NA,NA,NA,NA,10555.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.18,13.23926,13.75102,1,1,0.18,NA,0.59051,34.56112,3,168.90522,139.24704,4.23092,2,4.95,2,0.9202,2,17.31,2,NA,90.01633,1,10,1,2,NA,NA,NA,NA,2,1,2,1,NA,2,9,0.2201,1,10,980.5575,7,5,5,0.99,4367.19333,2,58.21,NA,NA,NA,0.18,77.42,2,44.86143,9.52878,0.52051,2,2.75255,2,2,0.18,0.18,0.6201,0.53,2,2,2,NA,2,7,1,0.19,10,1,NA,2,211.9825,0.4401,2,0.39,2,2.87,37.81,2,1,0.44,146.74,2,0.18,3,0.18,0.18,23.27,0.18,0.19,NA,6,0.18,NA,0.18,12,0.18,13.74173,2,0.18,0.19,25,21.69102,25,291.62,2,5,2,0.3802,0.18,34.65,2,6.81194,3,60,3,4,40,0.7502,1,NA,NA,0.18,348.04,344.1966,258.70988,19.51,68.07,0.82122,15,189.25541,76.1,23.44,2,20,123.094,10,11.60146,4.72,3.34,NA,NA,NA,NA,1,35.21021,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3601,NA,NA,NA,NA,NA,15761.73667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.2,14.21438,14.23367,1,1,0.2,NA,0.69551,35.76531,3,175.02,132.14184,4,2,4.95,2,0.9751,2,17.53041,2,NA,89.75082,1,10,1,2.37,NA,NA,NA,NA,2,1,2,0.2951,NA,2,9,0.21,1,7.90204,949.105,5.98,5.15,5,1,4548.16471,2,50,NA,NA,NA,0.2,84.53943,2,40.26592,9.56,0.8851,2,3.10673,2,2,0.2,0.2,0.21,1,2,2,2,NA,2,7,1,0.2,9,1,NA,2,217.44333,1,2,0.2,2,2.355,36.51,2,1,0.52,227.44,2,0.2,3,0.2,0.2,23.658,0.2,0.2,NA,5,0.2,NA,0.2,12.06633,0.46,11.27265,2,0.2,0.2051,27.27061,20.98286,27.97,288.70167,2,4,2,0.23,0.2,34,2,4.66571,3,65,3,4,47.68,0.49,1,NA,NA,0.2,373.72,327.48878,224.96163,16.09,46.57,0.5151,14.76245,174.53714,49.9,20,3,20,264.88,10,12.06,4.87,4,NA,NA,NA,NA,1,39.7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5151,NA,NA,NA,NA,NA,17922.11556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.21,14.52,13.24102,1,1,0.21,NA,0.57143,35.0451,3.5651,241.51,139.47102,3.84633,2,5,2,1,2,16,2,NA,85,1,10,0.9902,3,NA,NA,NA,NA,2,1,2,1,NA,2,8.24612,0.21,1,7.23592,7001.6,6.81,6,5,1,4602.52,2,50,NA,NA,NA,0.2251,70,1.9802,45.02041,8.6,0.6802,2,3,2,1.9902,0.21,0.21,0.21,1,2,2,2,NA,2,7,1,0.21,9.38531,1,NA,2,210,0.51041,2,0.21,2,2,37.4,2,1,0.43531,231.5975,2,0.21,3,0.21,0.21,19.6,0.21,0.22,NA,5,0.21,NA,0.21,10,0.79041,14.38347,2,0.21,0.23,29.16653,43.61939,30,300.82,2,4,1.9902,0.21,0.21,38.12,2,5,3,63.83082,3,3.67184,60,0.42,1,NA,NA,0.21,371.4951,350.54622,177.02,25.04,40.55,0.21,12,153.80551,44.17,21.59,2.16,19.665,194.53,13.2,14.54,10.95,4,NA,NA,NA,NA,1,39.08897,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2251,NA,NA,NA,NA,NA,18083.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.22,13.21348,14,1,1,0.22,NA,0.9302,38,4.5751,260.52,125.66551,3.61612,1.59041,5,1.63163,1,2,16,2,NA,83.46,1,9.89714,1,2.59,NA,NA,NA,NA,2,1,2,1,NA,2,8,0.22,1,8,12655.73,8,5.65713,6.51,1,4526.82813,2,50,NA,NA,NA,0.23,67.84,1.9902,45,8,1,2,4,2,2,0.22,0.31,0.4851,0.9402,2,1.9851,2,NA,2,6.76,1,0.39551,10,0.9951,NA,2,206.83484,0.5002,2,0.42,2,2.18,38.54,2,1,0.4351,229.81,1.91531,0.22,3,0.22,0.23,23.91786,0.22,0.22,NA,5,0.22,NA,0.22,9.28,0.44816,15,2,0.22,0.3651,30,79.68,29.81,385.16364,2,4,2,0.23,0.22,36.20931,2,5.11735,3.26286,64.86,2.09,3,60,0.53,1,NA,NA,0.22,346.82041,346.03846,155.1302,20.3,40.05,0.47571,10.94082,149.52,44.17,26.16,2,20,154.86667,17.8,15,10,4,NA,NA,NA,NA,1,35.39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.23,NA,NA,NA,NA,NA,18804.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.22,11.97333,14.92041,1,1,0.22,NA,0.9551,40,4.99,286.27333,130,3.96082,1.7551,5,1.51531,1,2,18,2,NA,84.98347,1,9.4,1,2,NA,NA,NA,NA,2,1,2,0.4302,NA,2,8,0.22,1,5,12785.9375,8,6,5,1,4548.79529,2,72.9,NA,NA,NA,0.22,65,1.34592,43.74959,9.48444,0.7302,1.92,2.64837,1.54,1.86551,0.22,0.22,0.54,0.55,2,2,2,NA,2.93,8.39,0.86,0.22,10,1,NA,2,198.25,0.23531,2,0.5702,2,3,52.78,2,1,0.91,224.02,1.5,0.22,2.1002,0.22,0.85061,19.51,0.22,0.22,NA,4,0.22,NA,0.22,9,0.22,15,2,0.22,0.22,29.54592,82.24224,29.84,356,2,4,1.58041,0.43061,0.22,35,2,4.82592,5,68.39224,2,3,50,0.54,1,NA,NA,0.22,349.90041,350.14222,137.55122,32.89,40.46,0.22,10,132.55469,27.5,24.74,2,20,138.75,9.93,15,10,3,NA,NA,NA,NA,1,53.88897,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2951,NA,NA,NA,NA,NA,18681.16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.22,10,15,1,1,0.22,NA,0.59,39.85071,4.44143,308.43,120.69143,4,1.8701,5,1.23143,1,2,16.08031,2,NA,90.03878,1,10,1,2,NA,NA,NA,NA,1.5,1,1.88,0.22,NA,2,7.78122,0.22,1,5,13233.7525,9.4892,5.55,5,1,4697.55717,1.87031,69.564,NA,NA,NA,0.22,66.52523,1.8001,41.47573,10,0.5302,2,4.64092,2,2,0.34,0.22,0.2202,0.9802,2,1.69163,2,NA,2,10,0.86,0.2801,10,1,NA,2,197.07759,0.73,2,1,2,3,53.08,2,1,1,219.29,1.76071,0.22,2.66,0.22,0.58,24.17,0.4,0.22,NA,4.83041,0.22,NA,0.22,9,0.22,14.60478,2,0.22,0.22,29.11051,41.65153,29.72,397.99083,2,4,1.73031,0.8401,0.22,39,2,3.99082,5,70,2,3,83.41105,1,1,NA,NA,0.22,361.37439,360.18,178.18286,34.7,44.85,0.9101,10,130.01459,88.9825,24.74,2,20.73,123.34,9.1,15,10,3,NA,NA,NA,NA,2,62.21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3301,NA,NA,NA,NA,NA,19441.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.22,10,14.9102,1,1,0.22,NA,0.73122,45,3.87571,321.31477,118.85571,4,1.6502,5,1.66041,1,2,19,2,NA,91.26,1,12.34388,1,2,NA,NA,NA,NA,2,1,2,0.22,NA,2,6.66,0.22,1,3.89061,13223.445,10,7.13,5,0.9151,4555.75,1.61592,69.73,NA,NA,NA,0.22,65.37,1.04082,40.11,10,0.22,2,2.9951,1.61041,1.0951,0.22,0.26,1,1,2,1.45,2,NA,3,9.23333,0.85,0.22,9.23,1,NA,1.62,199.37985,0.85612,1.5351,0.76,2,3,53.08,1.6451,1,0.5951,180.83625,1.0951,0.22,2,0.22,1,24.17,0.22,0.28041,NA,5,0.22,NA,0.44,9,0.22,15,2,0.22,0.22,29.59367,41.42,30,455.94375,2,4,1.5,0.9751,0.22,38.68,2,5,5,71.58936,2,3,91.02132,0.81,1,NA,NA,0.22,366.04,364.04,159.28786,75.02,45,0.9751,9.6602,111.82837,108.16,23.9,2,21.48455,142.26,9.17,15.7,9.12,3,NA,NA,NA,NA,1,54.19818,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.54,NA,NA,NA,NA,NA,19296.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.23,10,10.39622,1,1,0.23,NA,1,49.01,4,314.84705,118.75724,3,1.39041,5,1.00857,1,2,20,2,NA,92.28511,1,12.73,1,2,NA,NA,NA,NA,1.74,1,2,0.23,NA,2,7,0.23,1,4.29,13215.07,10,7,5,0.9,4560.26773,1.3702,161.8825,NA,NA,NA,0.23,59.98,1.3501,41.83667,10,0.8302,1.12245,3,1.24204,1.06112,0.23,0.51,0.9101,0.9401,2,1.05184,2,NA,3.27,8.55,1,0.23031,8,1,NA,1.8001,201.48363,0.9501,2,0.29,2,2.2,53.08,1.8,1,0.9202,159.7,1.09051,0.23,2.86,0.23,1,23.21,0.23,0.23,NA,5,0.23,NA,0.23,7.75,0.23,15,2,0.23,0.23,30,42.49112,30,459.87,2,4,2,0.9302,0.23,41.08,1.84061,4.76245,5,74.53,2,3,92.18919,1,1,NA,NA,0.23,367.73306,349.61553,174.95388,113.11,40,0.9,9.2201,92.51224,109.608,30.67,2,17.8375,143.83,8.91,15,9.39143,3,NA,NA,NA,NA,1.61,72.57964,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5501,NA,NA,NA,NA,NA,20185.43143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-08-25","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.23,12.03065,12.49,1,1,0.23,NA,0.98,45.44,3.49,323.59348,100,3.51653,1,5.41,1,0.9651,2,18.51143,2,NA,93.03667,1,14.16122,0.97,2.17,NA,NA,NA,NA,1.9702,1,2,1,NA,2,8,0.23,1,4.92041,58363.395,10,9.06,5,1,4641.17103,1.4,224.21667,NA,NA,NA,0.23,57.48,1.15551,50,10,0.5651,1.8451,2,1,1,0.23,0.53,0.87551,0.90531,1.97,1.14694,2,NA,3.53,8.65,1,0.23,8,1,NA,1.35204,202.94073,0.94102,1.60061,0.24,2,2.83853,73.72,1.6,1,0.32,143.32,1,0.23,2,0.23,1,28.62,0.23,0.24,NA,5,0.23,NA,0.23,5.5,0.38,15,2,0.24,0.23,30,48.14918,30,498.86647,1.24,3.56694,1,1,0.23,42.04,1.5,4.12245,4.87,72.17297,2,3,93.01,0.61,1,NA,NA,0.24,371.82449,345.5475,185.63061,66.69167,39.33,0.91,9.32,81.34,161.385,25,2,16.8,108.16,9.59,15,9.3,3,NA,NA,NA,NA,1.94122,93.07917,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.46,NA,NA,NA,NA,NA,11488.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.24,13.61,14.96,0.9401,1,0.24,NA,0.9102,45.88,4,328.48,100,4,1.13061,12.55,1,0.97,2,18,2,NA,93.7925,1,14.96,1,2.76,NA,NA,NA,NA,1.98,1,1.83082,1,NA,2,7,0.24,1,5,66812.595,10,10,5,0.99,4652.57355,1,273.197,NA,NA,NA,0.24,69.06636,1.00041,50,9.52,0.56031,1.6802,2.60867,1.85082,1.8002,0.24,0.24,0.5502,1,1.89041,1.37,2,NA,3,8.47,1,0.2501,9,1,NA,1,247.97833,0.82041,1.6502,0.2601,2,3,87.16143,1.93,1,0.81,165.00667,1.07,0.24,2,0.25,1,92.645,0.24,0.24,NA,5,0.24,NA,0.25,6.18035,0.57,15.59,2,0.24,0.24,32.29,38.10571,32.65333,525.91,2,4,1.5,1,0.24,42.7,2,5,4.53,77.85,2,3,89.69919,0.38082,1,NA,NA,0.24,375.04939,375.68872,150.1,61.37,38.47,0.95,10,89.7,562.56,93.76,2,17.99,107.95333,9.23,20,9,3.28,NA,NA,NA,NA,1.51375,130.87265,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3902,NA,NA,NA,NA,NA,8865.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.26,10,15,1,1,0.26,NA,0.8551,44.33296,4,289.14,98.36408,3.36041,1,12.45,1.46429,1,2,17.66,2,NA,96.38,1,12.92,1,2.01667,NA,NA,NA,NA,1,1,1.36,1,NA,2,6.24459,0.26,0.60224,2.65,68840.085,10,10.06,5,1,4714.40429,1.01469,256.68,NA,NA,NA,0.76,65.46,1,49.59,9.37,0.74,1,2.59,1,1.9,0.26,0.26,0.76082,1,2,1.02429,2,NA,2.41,10,1,0.26,9,1,NA,1,278.61538,0.59816,1.09327,0.26,2,3,86.47583,2,1,1,174.465,1,0.26,2,0.26,0.89,17.42,0.26,0.46,NA,5,0.26,NA,0.26,6.7775,0.51,16.90233,2,0.26,0.26,32.29,35.25878,33.13,534.08875,1.5,4,1.92296,1,0.26,45,1.97,4.8002,4.64833,80,2,3,80,0.48,1,NA,NA,0.27888,386.19265,384.70342,154.3251,57.39,37.4,0.37,10,76.9102,511.68667,96.385,2,20,91.28,20.14,21.65,9,3,NA,NA,NA,NA,2,116.86378,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,9087.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback","UniqueAccessory",NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion","UniqueAccessory",NA,NA,NA,0,0,1,0,0,1.748,0,0.85306,NA,1.89,0,0,0,0,4,1,0,1,0,0,0,4,NA,0,0,0,0,5.97375,NA,NA,NA,NA,0.99551,0,1,0,NA,0,0,1,2,0,0,0,0,9.2,0,0,0,0,NA,NA,NA,0,0,1,0,0,1,2,10,0.89889,1,0.85071,0,0,2,0,1,0,NA,2,0,0,1,0,0,NA,1,0,3,1,0,0,0,0,0,0,1.07692,0,0,1,0,0.888,0,0,1,4,0,0,0.974,NA,1,0,1,0,0,0.69,1,0,0,0,0,1,13.4,1,0,0.58667,0,5,0,0,0,5,0,0,0,0,NA,NA,0.98102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1.61667,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion","UniqueAccessory",NA,NA,NA,1,14286,0.19,6.374,11.72881,1,6.14,0.19,NA,1.22776,22.75175,1,59.605,69.88673,7,0.36,5,0.36,5.69103,1.03,15.40296,5,NA,0,5.33,4,2,1,NA,NA,NA,NA,1,2.21333,1,1.57429,NA,1,20,0.19,1,0,20,5,5,2,38.08429,0,0.89,36.06,NA,NA,NA,0.33286,0,0.3502,30,5.8,1,2,4,1,0.36,0.19,0.19,1,1,1,0.54,1,NA,1,6,1,0.92041,63.0925,7.164,NA,1,0,1,0.5751,1,3.38921,1,14.66,1,1.98263,1,49.62,0.63918,0.19,0,0.19,1,0,0.19,1,0,2,0.19,NA,0.2,13.47591,0.19,26.59214,2,0.19,0.29571,36.83,10.752,17.63444,0,1,13,0.50286,1,0.19,31.71333,1,4.44698,1,26.82647,1,42,90.15,1,2,NA,NA,0.19,0,136.46875,0,34.46,0,0.19,0,0,86.43286,50,79.31833,25,0,14.49,21.15,0,10.94,NA,NA,NA,NA,0.44367,22.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2051,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion","UniqueAccessory",NA,NA,NA,1,9761,0.22,7.46,13,1,2,0.22,NA,1,50,1,49.7,102.33418,8,0.86102,4,0.75153,2.96776,1,17.7849,5,NA,194.44,3.90571,4.25214,1,1,NA,NA,NA,NA,1,1.61429,1,1,NA,1,29.05867,0.22,1,113.835,20.24,6,5.26768,2,6,2093.4,1,50,NA,NA,NA,0.22,119.58333,0.95051,36.79,5,0.23,2,3,1,1,0.22,0.22,0.22,1,1,0.9501,1,NA,1,4.35578,1,0.22,21.49971,3,NA,1,355.565,1,1,0.22,3,1,11.89957,1,1,0.48122,48.77444,1,0.22,20.25,0.22,0.46071,93.04,0.22,1,0,2,0.22,NA,0.22,14.82529,0.22,20.22273,1,0.22,0.22,88.33,20,16.03563,125.6575,1,13,1,1,0.22,17.609,1,4.1901,1,20.74413,1,9.81,45.44045,0.9901,2,NA,NA,0.22,280.91,140.6052,97.22,5.32706,49.51,0.22,0,0,9.27,19.1,45.615,17.95,0,10.75063,10,15,3.80722,NA,NA,NA,NA,0.22,9.98742,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.22,NA,NA,NA,NA,NA,13965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion","UniqueAccessory",NA,NA,NA,1,6101,0.27,5,14,1,1,0.27,NA,1,75,1,36,150.42163,7.13776,1,3.8,1,1,1,15,4.98531,NA,178.55625,1.08163,6,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,36.09388,0.27,0.74041,55.14625,1431.13667,6.79163,8,2,1,2695.87,1,45,NA,NA,NA,0.27,38.3675,1,55.19011,5,0.27,2,3,1,1,0.27,0.27,0.27,1,1,1,1,NA,1,4,1,0.27,20.65174,2.09694,NA,1,350.32,0.54,1,0.27,2.98531,1,10.05524,1,1,0.48,59.99,1,0.27,10.87667,0.27,0.27,15,0.27,0.27,0,2,0.27,NA,0.27,13,0.27,20,1,0.27,0.27,78.1,24.8002,21.52,144.31071,1,12.25531,1,1,0.27,18,1,5,1,59.99,1,8.51,80.709,0.27,1,NA,NA,0.27,299.95,178.55686,66.84875,7.16,24.436,0.27,88.51333,182.06,8.75979,15,12,15.10696,95,10,11,8,3.12,NA,NA,NA,NA,0.27,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.27,NA,NA,NA,NA,NA,17711.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
