"Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe","NA."
2017-04-04,"Standard","Essence",7.68345,1.45966,17.67638,2.00966,6.91069,21.02276,5,4,1.77,5,5.99,2.84086,7,1.14241,20,1,2.70293,10.93707,6.30534,7.62276,145.91034,30,68.09793,44.36241,0.87034,0.97034,0.9769,0.64793,0.2769,0.31621,0.71948,1.53,1,1,1,1,0.9819,0.70655,1.82828,0.53207,0.99897,0.40466,0.61345,1,1,0.85069,0.55448,1,0.2769,1,1.14931,1,0.48241,3,1,5.00586,1,2,9.16328,4.48,2.41069,1,4,6.29621,5,1.96517,1,5,1,1.46,4.92862,3.19155,1,0.91224,0.76707,0.36724,1,0.93293,0.54086,0.83948,0.2769,0.95724,0.56621,1,0.87621,0.79603,0.87259,0.27828,0.2769,0.43241,0.44966,0.82379,0.88897,0.50086,0.2769,0.32172,1,0.92621,0.29017,0.44707,0.89241,0.64397,0.93172,0.85052,0.22448,0
2017-04-05,"Standard","Essence",9.96897,1.86,18.22845,2.25569,7.38534,20,5,4,1.73276,5,5.585,2.84621,7.10776,1.76724,20,1,4.6769,10.74983,6.60931,7.99707,167.29293,31.95724,80.99121,44.15103,0.92914,0.95724,0.91052,0.72983,0.30086,0.31569,0.80845,1.39448,1,1,1,1,0.92983,0.64931,1.23069,0.46052,0.99172,0.28586,0.805,1,1,0.81138,0.28897,1.00828,0.28586,0.99897,1.42379,1,0.52293,3.27466,1,5.13276,1,2,9.03379,4.44948,2.46931,1.1931,4.00931,6.41,5,1.87,1,5,1,1.38948,4.93172,3.03259,1,0.86879,0.76466,0.52328,1,0.64224,0.49603,0.81914,0.28586,0.97379,0.43707,1,0.80328,0.77569,0.83086,0.31121,0.28586,0.47069,0.38259,0.92172,0.91741,0.4469,0.28586,0.37155,1,0.97086,0.66603,0.4269,0.89052,0.69086,0.73569,0.8119,0.51069,0
2017-04-06,"Standard","Essence",6.755,1.34103,19.46086,2.39052,7.62862,20,4.44569,3.93793,1.30845,5.27966,7.4869,2.71483,8.92793,1.525,19.72207,0.98914,1.91328,12.19948,4.12983,7.96052,163.44828,36.90897,88.18069,40.45293,0.87207,0.33483,0.32707,0.75776,0.2831,0.3031,0.89328,0.93155,1,1,1,1,0.93155,0.43276,0.99603,0.46707,0.99155,0.2831,0.975,1,0.94983,0.75397,0.38293,0.99138,0.2831,0.97,1.11983,1,0.64328,2.88483,1,4.07362,1,1.78448,5.53983,1.98345,1.96483,1.23845,3.91069,4.09586,4.96948,1.70776,1,4.50328,0.99724,1.11759,4.64017,3.66103,1,0.84224,0.7131,0.44121,0.78724,0.28793,0.59276,0.80569,0.2831,0.83724,0.2831,0.99276,0.59,0.52931,0.39914,0.32569,0.2831,0.42621,0.40655,0.95293,0.91879,0.2831,0.2831,0.29103,1,0.97724,0.83603,0.43586,0.50931,0.63414,0.64362,0.37845,0.62759,0
2017-04-07,"Standard","Essence",4.85276,1,19.00172,1.87103,7.6019,20,3.97379,3.80931,1.01121,6.43,6.68586,2.99845,11.87603,1.26672,15,1.00621,1.675,14.44241,3.41603,8.32138,146.96483,43.56672,99.61914,45.86241,0.8019,0.30138,0.30414,0.88397,0.31466,0.30448,0.89724,0.95103,1,1,1,1,0.96948,0.42103,1.31534,0.5731,0.87,0.29966,0.94672,1,0.60345,0.57017,0.33776,0.99345,0.29707,0.90845,1,1,0.6219,3.29534,1,3.66466,1,1.39259,2.64121,1.11638,1.63069,1,3.87638,2.70328,4.57948,1.49345,1,4.25707,0.99655,1,4.56448,3.67966,1,0.89862,0.86259,0.55121,0.64828,0.36845,0.86,0.81328,0.29966,0.89086,0.29966,0.75534,0.57414,0.49983,0.39931,0.31983,0.29966,0.29966,0.85914,0.91914,0.93966,0.465,0.29966,0.29759,1,0.98586,0.78966,0.40397,0.2981,0.63052,0.60103,0.37379,0.61759,0
2017-04-08,"Standard","Essence",4.87431,1,18.43655,1.80345,7.13448,20,4.54948,3.91914,1.27466,6.43,6.13069,3.35966,12.33276,1.34517,14.71034,1.07431,1.45534,14.96379,3.3781,8.96155,156.25776,43.18328,109.60534,40.71655,0.5581,0.28345,0.30983,0.99431,0.50534,0.3269,0.9769,0.85466,1,1,0.99172,1,0.94914,0.35948,1.8619,0.92086,0.58414,0.28345,0.70052,1,0.51069,0.63534,0.33741,0.97879,0.28345,0.33448,0.78517,1,0.29448,4.08103,1,3.90741,0.94534,1,2.60879,1.06534,1.91776,0.95379,3.85741,2.21672,4,0.93603,1,4.37931,1,1.14483,4.05172,2.79103,1.06672,0.99,0.91603,0.36621,0.32638,0.34914,0.805,0.89121,0.46397,0.84241,0.28345,0.54138,0.675,0.28724,0.33293,0.29431,0.28345,0.28345,0.815,0.57552,0.72103,0.39776,0.28345,0.28345,0.98552,0.80759,0.76328,0.71724,0.28345,0.75138,0.78966,0.40034,0.70138,0
2017-04-09,"Standard","Essence",4.49776,1,17.65362,1.92034,7,20,5.21379,4.0019,1.21069,6.59086,6.4219,3.94672,14.25724,1,14.0519,1,1.78138,14.94017,3.99672,9.5569,167.93897,41.16241,102.48069,50.90983,0.29897,0.28552,0.28621,0.57172,0.39914,0.32017,0.41862,0.35793,1,1,0.76034,1,0.595,0.28552,1.86259,0.8231,0.57069,0.28552,0.87517,1,0.70983,0.83293,0.91828,0.96672,0.30948,0.28552,0.62759,0.98345,0.355,4.30672,1.00259,3.9869,0.97052,1,2.55638,1,1,0.94207,3.91155,2.39914,4,0.99448,1,3.71983,1,1,3.88552,2.78155,0.97362,0.98897,0.85586,0.28552,0.33638,0.30931,0.96069,0.69845,1,0.31086,0.28552,0.44862,0.37879,0.28707,0.3019,0.28552,0.28552,0.2831,0.37776,0.26103,0.28414,0.28552,0.28483,0.2831,0.81138,0.34759,0.3869,0.56345,0.29207,0.33052,0.34207,0.31397,0.33431,0
2017-04-10,"Standard","Essence",5.01741,1.04414,15.14741,2.14707,7,20.05431,4.30483,4.1131,1.50897,7.43879,6.26276,3.50121,20,1.01966,15,1.1,1.97379,13.83931,4.24138,8.83,180.36259,42.50828,95.49,62.70517,0.32448,0.29655,0.29655,0.52638,0.34948,0.37759,0.31207,0.33052,1,1,0.69207,0.99983,0.56517,0.29655,2.94052,0.5931,0.65086,0.29655,0.75276,1,0.79052,0.73328,1,1,0.35914,0.29655,0.64241,1,0.37017,4.17431,1.00672,3.91741,0.93379,1,2.77621,1,1,1,3.72897,2.58,3.74897,1.15052,1,1,1,1,4.97552,3.41086,0.94655,0.90483,0.6981,0.31224,0.35276,0.34552,0.78776,0.29655,1,0.39569,0.29655,0.29655,0.34379,0.29655,0.29655,0.29655,0.29655,0.29638,0.29655,0.26776,0.29655,0.29655,0.29655,0.29655,0.55724,0.29241,0.28017,0.36362,0.29655,0.43448,0.29621,0.28724,0.4219,0
2017-04-11,"Standard","Essence",6.37,1.15121,15.45966,2.43983,7.11379,23.37638,4.28724,5,2.34,9.2,8.265,4.51103,0,1.38,15.05241,1.15517,2,14.95448,3.43,8.83862,174.74966,44.175,92.61276,40.80103,0.31276,0.29328,0.29776,0.54483,0.35103,0.36914,0.2919,0.31776,1.00414,0.99414,0.69362,0.99207,0.59552,0.29793,2.39328,0.59586,0.64931,0.29793,0.75,0.86914,0.78621,0.29793,0.71207,0.9119,0.39897,0.29966,0.59345,0.95397,0.28828,3.07,0.9919,4.15207,0.90569,1,2.71,1,2.34845,1,3.48621,2.54897,3.66,1.15069,0.98207,1,1,0.99534,5,3.02241,0.93034,0.63707,0.82017,0.47586,0.34914,0.36931,0.40017,0.29793,1,0.42034,0.29793,0.29793,0.34448,0.28155,0.29793,0.29069,0.29793,0.29569,0.29793,0.25052,0.29793,0.29793,0.29793,0.29793,0.47828,0.22603,0.2481,0.4019,0.29793,0.73276,0.28879,0.31,0.63569,0
2017-04-12,"Standard","Essence",6.33862,1.38121,15.47086,2.345,6.45776,25.95397,4.18966,4.86379,2.2531,9.58931,7.95776,3.84207,0,1.37483,15,1,2,13.38103,3.35603,8.28138,170.42086,45.03431,95.3381,58.98966,0.31293,0.29155,0.21241,0.54241,0.42121,0.24069,0.31276,0.31741,1.06207,1,0.6331,1,0.60828,0.31293,0.9269,0.60828,0.60828,0.30414,0.7769,0.58224,0.82931,0.31862,0.60155,0.85759,0.59103,0.36603,0.60483,0.89448,0.26793,3.05603,0.96897,4.205,0.83776,1.01086,2.85586,1,2.52086,1,3.66,2.54138,3.33,0.735,0.94776,1.08069,1,1,5,2.29069,1.02759,0.67707,0.80707,0.54931,0.37776,0.46914,0.75603,0.34621,1,0.48052,0.30414,0.34121,0.38776,0.26034,0.32121,0.27707,0.31138,0.30534,0.30414,0.23724,0.30466,0.36086,0.32379,0.32069,0.58414,0.25224,0.23707,0.62466,0.31466,0.68328,0.40379,0.43069,0.68224,0
2017-04-13,"Standard","Essence",8.47948,2.65655,15.60741,2.75603,4.5719,22.98034,4.01707,4.00259,2.14103,8.55345,9.09879,3.215,0,2.18672,15.43586,1,2,12.57621,4.31793,8.85103,164.47259,51.33379,75.98466,79.18017,0.29466,0.47241,0.19466,0.45414,0.69345,0.21638,0.75397,0.31224,1,1,0.61276,0.99483,0.61276,0.38086,1.0781,0.61276,0.6169,0.30638,0.64397,0.61276,0.84759,0.31793,0.60414,0.815,0.59897,0.58534,0.61276,0.93345,0.29914,3.15741,0.95931,4.81224,0.87672,1.60379,3.67207,1,1.84276,1.30414,3.9181,3.04759,3.0031,0.79552,0.97707,3.63741,1,1,5.34345,1.84207,2.435,0.66069,0.66638,0.42931,0.56603,0.60517,0.79931,0.51707,1,0.30759,0.43517,0.32397,0.49793,0.26,0.49759,0.29845,0.32517,0.30638,0.30638,0.24948,0.30638,0.56259,0.43448,0.47741,0.68362,0.29034,0.30586,0.5981,0.50552,0.52879,0.52414,0.56966,1.42828,0
2017-04-14,"Standard","Essence",9.89746,3.26881,15.35153,2.86729,5,21.75305,4.77119,4.07051,3.89915,9.49017,110.1139,4.58763,12,3.52339,18.21,1.20424,1.86271,14.28661,7.79915,8.46068,174.46746,43.31627,68.30898,85.71237,0.3178,0.48458,0.20542,0.43339,0.84949,0.24,0.86237,0.31034,1,1,0.63644,0.81847,0.61797,0.49966,1.07,0.65661,0.79169,0.33034,0.90339,0.6778,0.57339,0.37932,0.61881,0.9522,0.63373,0.76847,0.61966,0.62508,0.42542,3.68949,0.98559,5,0.96102,3.40695,4.67915,1.22068,2.62034,2.89407,3.73169,3.09,3,0.88661,0.9578,5.09271,1,1.63966,6.54678,2.89695,3.03695,0.74,0.65085,0.33932,0.60068,0.6622,0.85475,0.62508,1,0.35441,0.32712,0.51881,0.54729,0.29763,0.46898,0.30983,0.33932,0.32492,0.30898,0.27814,0.30983,0.59034,0.47441,0.55068,0.51203,0.30898,0.37475,0.61627,0.64661,0.55508,0.59102,0.59746,0.58492,0
2017-04-15,"Standard","Essence",11.80983,3.17241,15.50983,2.8581,5,21.23534,5,4.195,4.86121,7.4681,152.63586,4.80224,11.38448,4.53293,17.08862,1.10828,1.73672,14.83897,10.85931,7.55172,192.65828,43.25724,80.09621,66.70638,0.47828,0.51,0.2,0.51241,0.8081,0.22983,0.84,0.41672,1.20155,1.44431,0.63345,0.82672,0.63052,0.60828,1.10621,0.61914,0.94207,0.35828,1,0.825,0.55414,0.37638,0.60776,0.94224,0.7631,0.98017,0.77862,0.64121,0.54741,4.01776,0.98259,5,0.99517,3.37379,5.31897,2,3.85328,2.85086,3.67328,3,3,1.11586,1.21534,5.13534,1,2.04776,6.81379,2.17483,2.85052,0.69207,0.70086,0.41897,0.67586,0.74259,1,0.71155,1,0.38276,0.32897,0.55672,0.48345,0.33155,0.52414,0.36431,0.37483,0.31862,0.30483,0.25448,0.44207,0.78,0.55466,0.56069,0.52155,0.31069,0.29724,0.58707,0.81052,0.54569,0.54379,0.58948,0.31121,0
2017-04-16,"Standard","Essence",19.35293,3.00603,15.03276,3.17655,5,19.6731,6.04603,4.97983,3.57362,8.58,11.37672,5.08379,9.85966,5,16.10914,1.01121,1.89172,14.91517,7.85466,6,188.94052,48.91103,83.29086,61.64793,1.81224,0.58879,0.42603,0.81086,1.76241,0.24724,0.98069,0.93845,1.50379,1.70483,0.84328,0.57276,0.70276,0.62,1,0.70793,0.87431,0.68069,1,1,0.74466,0.33121,0.57672,1,0.74931,1,1.61569,0.58293,0.62,3.7669,0.81828,4.98966,1.52,2.71655,5.39379,2.06621,4,3,3.82379,6.13345,3,3.97552,2.83845,6.12069,1,1.72517,5.78397,2,2.93931,0.7,0.62259,0.39534,0.69845,0.85759,1,0.6519,0.89034,0.51793,0.95414,0.60724,0.32603,0.37241,0.58759,0.67328,0.6119,0.44983,0.51776,0.61052,0.65707,0.93293,0.945,0.5281,0.55,0.56862,0.37828,0.33983,0.94517,0.82431,0.78724,0.84828,0.58,0
2017-04-17,"Standard","Essence",21.05293,3.0069,19.72103,4.01586,5,19.2681,9.7531,5.76759,3.60655,8.36603,14.445,5,12.17983,5,18.80138,1.08155,1.60897,14.97655,7.72241,7.08741,206.86379,72.22121,82.27466,62.51017,2.08862,0.6031,0.49155,0.93466,2.75862,0.24155,0.94448,1.02069,1.67103,1.29241,0.66948,0.57431,0.91569,0.6231,1,0.94224,0.65414,0.96534,1.41793,0.96379,0.79862,0.3269,0.59328,0.98034,0.71966,0.91224,1.50586,0.61207,0.69707,8.04345,0.815,4.985,1.66241,1.61172,9.95483,2.28241,4,2.83121,5.63293,7.24207,3.01552,5.52466,2.94552,6.9769,1,1.68431,5.59069,2,3.8931,0.96724,0.57845,0.41172,0.57707,0.65534,0.97724,0.56845,0.76,0.46552,0.67948,0.60483,0.33897,0.48414,0.5919,0.74707,0.60138,0.49638,0.59897,0.875,0.66759,1,0.55948,0.47069,0.56517,0.59707,0.43966,0.31603,0.94224,1.00034,0.85172,0.90897,0.65138,0
2017-04-18,"Standard","Essence",19.66328,3.06845,19.72276,3.79724,5,16.67,10.83379,5.90069,2.98966,8.07897,14.60862,5,9.39672,4.53534,18.67603,1.69155,1.50138,15,7.9881,7.55483,221.9119,61.6919,76.71534,64.13569,5.53121,0.61621,0.53,1.35741,3.28241,0.24569,0.79155,1.16552,1.66966,0.94017,0.66897,0.78569,0.875,0.63966,1,0.81655,0.72448,0.98121,2,1,0.8681,0.47586,0.61121,1,0.89672,0.50431,1,0.66466,0.74483,18.46362,0.87759,5.47293,1.35655,1.55621,10,2.31172,3.67655,2.57672,14.63241,7.20103,3.07138,6.035,3.79172,7,1,1.72483,5.22103,1.92034,4.53897,0.70931,0.70776,0.41017,0.54172,0.43759,1,0.32983,0.92293,0.44724,0.78724,0.62431,0.35086,0.73431,0.6031,0.83672,0.56362,0.54845,0.65862,0.97931,0.64724,1,0.42241,0.44103,0.61845,0.62931,0.55931,0.34086,0.67466,1.6,0.87897,1.36293,0.8019,0
2017-04-19,"Standard","Essence",19.16915,2.75983,20.76644,3.30915,5,16.5022,9.98102,5.92,3,8.59305,7.62729,5.00542,6.94237,3.51186,19.11356,2.0422,1.55627,15.42814,8.18712,5.30424,227.05322,52.01559,85.92881,66.67678,8.32898,0.71915,1.8739,1.26322,3.32932,1.49966,0.78932,0.71881,2,0.80831,0.9878,1,0.94966,0.6339,1.01136,0.37576,0.98627,0.47864,1.6439,1,0.99915,0.63119,0.79949,1,0.78356,0.52458,1,0.79153,0.99661,15.92525,0.97186,6.10169,0.92678,1.59847,10,2.77644,2.36034,2.7039,12.3939,2,3.30508,5.98492,4.21661,6.96424,1.10915,1.76966,4.8578,1.75085,4.10068,0.82271,0.74458,0.4561,0.65034,0.4339,0.99661,0.31712,0.65356,0.52695,0.82847,0.76729,0.41237,0.54559,0.68847,0.99847,0.69407,0.95,0.7822,0.85186,0.68153,0.93136,0.49458,0.53881,0.58814,0.97356,0.52,0.34763,0.8822,2.35475,1.03068,2.17746,8.43932,0
2017-04-20,"Standard","Essence",18.0769,2.12414,20.49983,3.84621,5,16.69345,8.15862,5.51345,3,8.23103,8.48414,4.52448,9.35172,2,17.10621,2.25776,1.65345,15.79759,7.79,5.44241,222.02241,59.79483,99.58603,69.27224,1.47759,0.85034,1,1,1,0.9931,0.845,0.70121,2,0.93017,1,0.95655,0.9481,0.64241,1.48293,0.45862,1,0.32224,1,1,1,0.64241,0.91276,1,0.48983,0.34138,1.4231,0.86603,0.9819,5.78086,0.92172,5.68224,0.90224,2.22741,9.71121,3.09121,2,2.9681,13.31086,2.67052,3,5.9531,3.08293,8.28914,2.64328,1.81362,4.9381,2,3.33276,1,1,0.41845,0.72328,0.62828,1,0.32121,0.61276,0.58707,0.88828,1,0.58362,0.33086,0.74155,0.94069,0.90414,1,0.86603,0.98966,0.76534,0.93517,0.54293,0.65241,0.69672,1,0.59293,0.37121,0.88793,1,2.90759,1.47759,0.61052,0
2017-04-21,"Standard","Essence",18.13525,2,19.20881,3.61542,5.0422,16.70186,6.92,5.52203,3,8.73593,7.99407,4.26203,9.92542,2,16.10085,2.22797,2,15,6.50051,5.64847,192.96763,66.61475,96.29814,68.76475,1.35508,0.78746,1.29254,1,1,0.99831,0.77458,0.74814,1.99322,0.98627,1,1,0.75525,0.66542,1.14034,0.33695,1,0.34559,1,1,1,0.81017,0.92593,1,0.63661,0.49627,1.9939,0.87237,0.99085,6.0639,0.88169,5.69847,0.86203,2.18627,7.89814,3.53492,1.99898,2.51068,22.55797,3.4539,3.2039,3.89864,3,9.78847,2.54627,1.65831,4.88373,1.92763,4.06,1,1,0.33271,0.8839,0.63373,1,0.33271,0.5339,0.60898,0.93814,1,0.59576,0.36864,0.95051,0.85,1,1,0.59746,0.96881,0.88797,0.69983,0.60254,0.63322,0.96576,1,0.65661,0.3778,0.95407,1,2.35153,1.39322,1.10475,0
2017-04-22,"Standard","Essence",18.39276,2,16.50862,3.13552,5.56914,22.74224,6.92241,5.48103,3,9.85,8.66172,4.47052,11.18483,1.87707,19.12603,2.03534,1.99431,15.01293,6.02776,5.50397,188.98655,64.56759,98.53569,75.40276,1.50741,0.82052,1.79517,1,0.98483,0.97276,0.88172,0.9681,2,1,0.99517,1.03276,0.695,0.84534,1.20517,0.53345,0.98552,0.69586,1,1,1,1,0.99672,1,0.60448,0.91397,1.99103,1,1,4.04552,0.87293,3.9619,0.85724,2.28672,7.99103,2.38414,2.10655,2,5.17397,3.75741,2.89017,3.68741,2.9969,6.63534,3.20466,1.69483,4.34362,2,2.71172,1,1,0.34431,0.89431,0.70552,0.94328,0.36776,0.62672,0.89017,0.99707,1,0.70983,0.52672,1,0.97828,1,1,0.94776,0.80862,0.99931,0.89034,0.43931,0.49448,1,1,0.73207,0.42845,1,1.07138,1.03707,1.60414,1.00103,0
2017-04-23,"Standard","Essence",19.63431,2,14.69431,3.61517,8.12034,24.26293,7,9.01724,3,10.03517,13.38345,5.4369,12.3481,1.89845,21.87448,1.99879,2.12793,15.29138,6.95345,6.03517,184.73,68.2319,97.70776,76.62948,1.4631,0.82328,1.76879,0.96603,0.97793,0.69172,0.92207,1,2,1,0.47931,1.35517,0.36069,0.72379,1.86914,0.55224,0.98155,1,1,1.02138,1,0.96103,0.9181,1.16948,0.38414,1,2,1,0.96638,4.02379,1,4.12,0.59879,2.5569,7.98966,3.04828,2.055,2,3.99586,3.96086,2.86328,4.47724,2.90362,5.27552,3.22224,2.25207,4.96379,2,2.85552,1,1,0.36034,0.42017,0.75362,0.70586,0.3681,0.73,0.76103,1,1,0.98034,0.52966,1,0.8581,1,1,0.75379,0.41,1,0.61793,0.42793,0.90362,1,1,0.8681,0.8331,0.87724,1.0469,0.63328,1.30431,0.52741,0
2017-04-24,"Standard","Essence",18.80475,1.99881,16.58288,4,7.40559,22.64034,7,7.83966,3,11.85525,13.38661,6.27983,12.20593,1.89288,20.11322,1.90271,2.34508,14.55525,7.12051,8.53458,200.76153,67.3478,90.80593,75.19729,1.34492,0.66475,1.65,0.95,0.99,0.38814,0.9861,1,2,1,0.97712,2.00915,0.37322,0.71356,1.51153,0.70085,1,1,1,1,0.99864,0.82288,0.92576,1.50136,0.42492,1,2,1,0.99644,5,1,5.08814,0.60203,3.62746,7.70932,3.11627,2,2,4.3,3.9122,2.88475,4.52712,2.9978,5.38,3.14542,2.88119,5,2,2.94898,1,1,0.37322,0.37322,0.81576,0.79203,0.74305,0.90729,0.56814,1,1,1,0.84305,1,0.86169,1,1,0.55203,0.79898,1.07373,0.60627,0.44136,1,0.85797,1,0.79102,1,0.78441,1,0.64966,0.89475,0.38746,0
2017-04-25,"Standard","Essence",18.48915,1.98864,22.79508,3.95017,7.50678,24.34407,6.86339,6.66763,3.04695,13.82949,16.6478,7.40136,14.00831,1.31458,20.16915,1.18763,4.25797,14.72441,7.08932,8.69831,211.65831,77.29661,95.31,78.41881,1,0.44017,1.66339,0.92661,0.93746,0.39271,1,1,2,1,0.88797,3.19559,0.37254,0.73169,1.53,0.9161,0.99593,0.94814,1,1,1,0.8978,0.85407,1,0.41322,1,2,1,1,5,1,7.26271,0.61271,3.66,7.56,3.22983,2.00712,1.98034,4.86797,3.76424,7.81729,4.55,2.55475,5.22746,2.89593,3.56017,5,2.07475,2.8061,0.88186,0.95254,0.36831,0.36898,0.86695,0.60322,0.94136,0.68119,0.57797,0.97356,0.92881,0.92831,0.88017,1,0.64661,0.72966,0.58661,0.42492,0.74169,1.89322,0.64407,0.56339,0.85814,0.57678,1,0.71,1,0.81237,0.96983,0.66305,0.84932,0.3839,0
2017-04-26,"Standard","Essence",20.62052,1.95034,24.92655,4,7.08172,22.68897,6.49828,5.43707,3.07621,12.88,17.90207,6.02086,11.99034,1.44379,19.52879,1.1269,4.80552,15,6.78776,9.61655,215.73638,76.2231,83.51552,79.43603,2.64155,0.38276,2.03655,0.47534,0.84776,0.38293,1.07448,1.49966,2,1.13931,0.39172,2.75069,0.39034,0.72586,1.63224,0.99724,0.81776,0.75621,1,0.90362,0.65914,0.955,0.6919,1,0.38293,1,0.98466,1,0.84328,5.17931,1,6.94707,0.6781,3.40948,6.87638,2.8881,2.36517,1.98569,5.22241,3.02621,8.62983,4.18879,1.2869,5.13207,1.50828,2.02845,6.30034,2.52655,4.03603,0.39603,1.03414,0.38276,0.38293,0.78672,0.36552,0.61655,0.48983,0.43586,1,0.57431,0.965,0.62983,1,0.5169,0.39707,0.42621,0.42638,0.9431,2.02897,0.57966,0.57879,0.76017,0.55172,1,0.59138,1,0.55,1.22345,0.43862,0.91552,0.39603,0
2017-04-27,"Standard","Essence",18.26586,2,24.43207,3.98431,6.71,22.36931,6.34672,5.11845,2.16034,13.20241,17.88793,11.37569,10.15379,1.54362,19.73845,1,3.44466,14.64569,11.24759,8.14586,210.32448,70.95741,94.74328,77.63431,2.81724,0.39276,2.06224,0.39276,0.58569,0.39276,1.10828,2.05293,1.62448,1.07672,0.39276,3.06914,0.39845,0.78552,1.86776,0.985,0.84397,0.79483,1,0.77914,0.73121,0.97759,0.79603,1,0.39552,1,0.78431,0.97672,0.88879,5.09655,1,8,0.73897,3.36586,5.65276,2.5119,2.995,1.955,4.72293,2.01138,7.83517,3.65862,1.25207,5.0931,1.23172,1.51,6.80207,2.49603,4.99759,0.39276,1.02483,0.39466,0.39224,0.80466,0.37776,0.48793,0.47397,0.52155,0.86879,0.71362,1.23483,0.53707,0.87586,0.47897,0.39397,0.40793,0.46776,0.7969,1.87379,0.49948,0.49897,0.44517,0.50034,0.79672,0.44586,0.945,0.50483,1.05172,0.3931,0.80828,0.39862,0
2017-04-28,"Standard","Essence",6.25407,1.86237,24.41271,3.51288,5.96085,21.92644,7.2922,4.81847,2.56898,13.91678,16.29559,8.15831,10.25627,1.62847,17.8061,1,3.80441,14.11288,7.47339,7.60424,214.94814,72.57085,94.61525,75.66017,0.94678,0.38102,0.47085,0.38915,0.48288,0.38661,0.39814,0.90085,1.00627,1.47661,0.38339,1.15864,0.39542,0.76508,2,1,1,0.88627,1,0.88847,0.59814,0.95441,0.96356,1,0.55102,1,0.85797,0.98102,0.99763,4.93746,1,7.92,0.76203,3.42153,5.64475,2.30797,2.79542,2,4.28831,2.23932,5.05085,3.60746,1.46508,4.69797,1.88068,0.92864,7.04797,2.73034,4.89661,0.38034,0.66017,0.39576,0.38237,0.82153,0.38356,0.41661,0.53322,0.38288,0.54,0.98153,1.22271,0.41,0.84373,0.38169,0.38271,0.39915,0.40407,0.76831,1.30458,0.64136,0.39559,0.38712,0.41644,0.74339,0.43525,0.96915,0.43508,0.40339,0.38915,0.39475,0.39814,0
