"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
11,"2019-09-16","Blight","Fragment",218.54052,4,12,4,11,8,8.96907,8,16,4,10,12,8,1,1,2,1,2,0.16667,0.33333,0.33333,0.25,23.717,38,5,13,19,150,171.34471,298,8,30,60,30,45,89,24.66667,45,120,14,30.57091,70,35,0.5,0.4805,300,2,150,1,80.10425,0.5,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-09-17","Blight","Fragment",220,3,13,4,10,7,8,7,18,5,10,13,8,1,1,2,1,1.98854,0.16667,0.33333,0.33333,0.25539,23,36,6,11.86025,19,145,179.78345,310,7.54592,20,65.10256,30,44.19236,95.01489,20.97257,40,116.23007,14.61479,30,77.62634,34,0.5,0.49844,379.86169,2,152.98338,1.3668,80,0.5,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-09-18","Blight","Fragment",229,3,14,4,10,7,7.61897,7,18.72076,5,10,19.59856,10,1,1,2,1,1.96801,0.16667,0.33333,0.33333,0.25,23,36,6,11,19,130,175,330,8,19.24172,80,28,43,105,21.03188,40,135,15,30,80,34,0.5,0.5,370,2.5,150,1,75,0.5,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-09-19","Blight","Fragment",234.07599,3,14,4,10,7,7,7,19,5,10,20,10,1,1,2,1,2,0.16667,0.33333,0.33333,0.25,20.46267,37,6,10,19,109.36818,159.68421,337.70053,8,33.33226,80,27.16883,49.479,110,20,40,141.17292,14,30,85,31.59589,0.5,0.5,425.52739,3,166.83184,1.61263,72.05363,0.65225,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-09-20","Blight","Fragment",238,3,14,4,10,7,7,7,22.549,5,9,20,10,1,1,2,1,2,0.16667,0.32917,0.33333,0.25,19.01135,36.23062,6,9,19,130,179.27667,340,8,35.90463,80,27,43.57262,104.42952,20,49.06055,140,14,30,89.27601,30,0.49272,0.5,423.75,3,168.67617,1.88144,65,0.5,NA,NA,NA,NA,NA,NA,NA,NA
16,"2019-09-21","Blight","Fragment",259.00356,3,14,4,10,7,7,7,20,5,10,20,9,1,1,1.92014,1,2,0.16424,0.32258,0.33333,0.24014,19,36.38342,6,9,19,129.79667,175,400,8,34,70,24,45,100,19,43.46442,129.51643,14,34.9632,80,30,0.5,0.5,436.68162,2,174.98333,2,66.95605,0.5,NA,NA,NA,NA,NA,NA,NA,NA
17,"2019-09-22","Blight","Fragment",262.5,3,14,4,10,6,7,7,19,5,9.91919,20,10,1,1,2,1,2,0.16667,0.32588,0.33333,0.25,18,37.7759,7,9,19,130,174.16142,436.87144,8,30,70,20.505,44,94,19,41.7522,125,13,32,79.74515,30,0.5,0.5,473.75629,3,201.28251,2,64.0051,0.5,NA,NA,NA,NA,NA,NA,NA,NA
18,"2019-09-23","Blight","Fragment",274.5,3,13,4,9.36856,6.66155,7,7,19,5,10,19,10,1,1,2,1,2.5,0.16667,0.32018,0.33333,0.25453,17,38,8,9.9,18,177.675,188.68625,455,8,30,74,20,40,96.84091,20,45,134.90397,13,30,80,28,0.5,0.48918,456.48113,3.47325,183,2,58,0.5,NA,NA,NA,NA,NA,NA,NA,NA
19,"2019-09-24","Blight","Fragment",290.99546,3,13,4,8.95627,6.66667,6.88677,7,19,5,10,20,10,1,1,2,1,2.5,0.16495,0.33318,0.33333,0.2574,17,39.8748,8,10,17.53641,186,187,465,7,30,80,20,38,103.71055,19.09281,48.26,140,12.1701,32,90,28,0.5,0.47575,462.5,3,186,2,57.5059,0.5,NA,NA,NA,NA,NA,NA,NA,NA
20,"2019-09-25","Blight","Fragment",319.20153,3,13,4,8.97211,6.15633,6.56623,6.97074,19,5,10,20,10,1,1,2,1,2.99237,0.14286,0.33333,0.33333,0.25,15,40,10,10,17.70155,184.7275,215.74922,460,7,29,85,22,38.78689,105,19.63265,49.53,149.92277,13,32.85204,97.91345,30,0.5,0.47529,450,3,185,2,60,0.5,NA,NA,NA,NA,NA,NA,NA,NA
21,"2019-09-26","Blight","Fragment",296.82147,3,13,4,9,6,6.11065,6.64502,19.50353,6,10,20,10,1,1,2,1,2.72147,0.1499,0.33333,0.42713,0.25,15,40,10,10,18,185.2109,214.773,464.28556,6.39084,28,86.08199,19.77906,39.38665,106.375,20,60,160.36823,13,34,100,29.05061,0.49194,0.46523,428.58057,3,185.70549,2,60,0.5,NA,NA,NA,NA,NA,NA,NA,NA
22,"2019-09-27","Blight","Fragment",282.21932,2.62716,14,3.44233,9,6,6,6,19,6,9,21,10,1,1,2,1,2.5,0.14485,0.32964,0.33333,0.25,15,42.55936,11.48438,9.53565,18,188.01463,209.72163,467.5,7,30,100,19,40,110,20,60,180,13,36,109.45101,28.04165,0.49939,0.46768,410.60543,3,188.00866,2,59.20419,0.5,NA,NA,NA,NA,NA,NA,NA,NA
23,"2019-09-28","Blight","Fragment",283.5,2.78093,13,4,9,6,6,6,19,7,10,29,10,1,1,2,1,2.4668,0.14889,0.31434,0.33333,0.25152,15,42.40887,13.59172,10,18,189,190.27,472.5,7,34.56465,111.64079,19,40,120.08054,20,59.29577,189,13,39,109.33645,30,0.5,0.48293,378,3,189,2,60,0.5,NA,NA,NA,NA,NA,NA,NA,NA
24,"2019-09-29","Blight","Fragment",284.20454,2.91611,14,4,9,5.93823,6,6,19,7,10,35.73779,10,1,1,2,1,2.47868,0.14286,0.29111,0.33333,0.20993,14.21663,42,13,10,18,189.30323,200.02347,470,6,35,120,19.36,43.75983,125,20,60,189.45381,14,40,117.59306,30,0.5,0.48731,378,3,189,2,60,0.5,NA,NA,NA,NA,NA,NA,NA,NA
25,"2019-09-30","Blight","Fragment",285.32399,3,14,4,9,6,6,6,19,7,10,35,10,1,1,2,1,2.5,0.14286,0.28944,0.36608,0.23891,14,43,13,11,18.69704,190.2479,190.39259,442.23805,8,39.55354,110,18.78798,42.18044,134.88558,23,59.93006,190.216,14,41.7959,125,28,0.5,0.47619,465.97938,3,190.32648,2,60,0.5,NA,NA,NA,NA,NA,NA,NA,NA
26,"2019-10-01","Blight","Fragment",292.5,2.77858,14,4,9,5.97382,5.88179,6,19,6,10,30,10,1,1,2,1.06028,2.5,0.14964,0.29954,0.40281,0.22811,12,41.1135,13,12,19,195,195,455.24886,8,37.08835,110,18,42.87222,130,20,60,195,15,40,120.61538,28,0.5,0.46069,487.5,3.47754,196,2,59,0.5,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-10-02","Blight","Fragment",291,2.86933,15,4,9,5.50495,5.93511,6,20.13131,7,9.1204,30.72106,10,1,1,2,2,2.5,0.13986,0.29071,0.43411,0.24855,12.54445,42,13.72182,13,20,194,194,478.18772,8,39.44949,109.43875,18,44.13716,125.45546,20,60,194,17.2219,44.6716,120,27,0.5,0.47356,485,3,194,2.16904,53.98662,0.5,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-10-03","Blight","Fragment",290.48618,2.68503,15,4,9,5.47959,5.78917,6,20,7,9,29,11,1,1,2,1,2.5,0.14295,0.30249,0.47766,0.25,13,41,13,13.88023,19,180,194.00765,432.77777,8,38.83756,110,18,45,129.78141,20,60,194,17.7424,43,120,25,0.5,0.46981,440.09144,3.16002,194.80753,2.70859,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-10-04","Blight","Fragment",291.00114,2.72094,14.33112,4,8.70548,5,5.63569,6,20,8,9,30,13,1,1,2,1,2.5,0.16404,0.31331,0.49175,0.26344,13,40,13,14,19,180,196,460,7.33684,42,115,18,48.91986,139.63069,20,61.79184,196,20,45,123.46497,24,0.5,0.47048,391.36412,3.25623,195.58498,2.99477,48,0.5,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-10-05","Blight","Fragment",292.02448,2.95909,14,4,8,5,5,5.86363,20,7,9.6375,30,12,1,1,2,1.77048,2.5,0.15772,0.30114,0.49783,0.30761,13,42.52505,14,15,20,180,244.28518,435.80194,7,40,115,15,45,134.94424,20,62.3,195,19,42.30445,133.97871,25,0.5,0.5,392,3,195,2.5,48.83369,0.5,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-10-06","Blight","Fragment",291,2.90886,14,4,8.5,5,5,5.88803,20,6,9,29,11,1,1,2,1.28188,2.82707,0.14349,0.2813,0.5,0.24417,12.92193,42.32961,16,15.89809,20,180,194.00923,388,8,40,116.62376,17,41.5641,134.98845,20,61.42858,194,20,45,130,25,0.5,0.47248,479.49828,3.59684,240.19285,3,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-10-07","Blight","Fragment",290,2.93417,14,4,9,5,5,5.93949,20,6.58618,9.89135,29.44007,12,1,1,2,2,2.5,0.1487,0.28759,0.5,0.24959,12.5704,42.01685,17,14,20,177.62256,205.29527,390,7.1403,39.41704,100,17,40,130,20,60,195,20,45,128.25253,25,0.5,0.47619,392,3.99032,195.46844,3,49,0.5,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-10-08","Blight","Fragment",289.51576,2.92268,14,4,8,5,5,5,20,6,9,30,12,1,1,2,1.59606,2.5,0.14685,0.27928,0.5,0.24394,12,43.93978,15,14,20,166.88172,197,392,7,30,100,17,40,130,20,65,196,20,40,130,25,0.5,0.47525,392,3.14226,197,2.81658,49,0.5,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-10-09","Blight","Fragment",274.23109,2.6778,14,3,7,5,5,5,19,6,9,30,11.2144,1,1,2,1.60004,2.46973,0.14513,0.2726,0.5,0.24183,13,45,15,13,19.6509,170,197,392,6,35.38331,98,18,39,130,20,63,196,20,40,130,24,0.5,0.48493,392,3,196,2.8,48,0.5,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-10-10","Blight","Fragment",266.28423,2.66132,14.62653,3,8,5,5,5,19,6.9005,9,30.78508,11,1,1,2,1,2.21899,0.14286,0.25,0.5,0.25,13,44,16,13,20,149.04082,196.69077,393.36758,6,35,95.88585,18,39.34343,135,20,51.03704,197,19.73002,40,130,24,0.5,0.49017,450.53432,3,209.05694,2.88889,48,0.5,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-10-11","Blight","Fragment",254.96065,2.59098,13.09182,3,8,5,5,5,19,6,9,33,12,1,1,2,1.67207,2,0.14286,0.27991,0.5,0.22409,13.90052,44.94458,15.6674,13.29138,20,143.6382,197,394,7.62245,32.34572,100,18.49578,40,140,20,60,250,20,40,139.74308,23,0.5,0.45455,471.61732,3.87266,291.60335,2.5,45.70111,0.5,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-10-12","Blight","Fragment",249.92757,2.87235,13.73809,3,8,5,5,5,18,6,9,34,12.94445,1,1,2,1,2,0.16508,0.2753,0.5,0.22507,14,50.13186,17,14,19.5,145,200,400,7.15464,33,99,18.76168,40,160,20,60,245,20,40,150,22.80653,0.49333,0.45455,500,3,274.17716,2.50314,44,0.5,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-10-13","Blight","Fragment",239.6009,2.58547,14,3,8,5,5,5,19,6.00049,9,34,13,1,1,2,1,2,0.16667,0.27083,0.5,0.2379,14,55,18,14,20,141.76918,202.01767,404.00021,7,35,107.84652,20,44.03235,170,20,58,250,19.43393,41.13581,160,23,0.47619,0.45455,505,4,280,2.50804,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-10-14","Blight","Fragment",205.00217,2,14,3,8,5,5,5,18,7,8.00085,33,11,1,1,2,1,2,0.16548,0.25424,0.5,0.28571,13,49,19,13,20,120,205,410,8,39,150,20,45,175.5813,18.86915,55,248.36583,18,44.5006,160,20,0.5,0.45982,512.5,4,205,2.5,44.06843,0.5,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-10-15","Blight","Fragment",205,2,13.627,3.28298,8,5,5,5,18,5.18722,8,33,10,1,1,2,1.47861,2,0.16345,0.29063,0.5,0.25675,13,49,19,12,20,110,205,410,8,45,144.15,19,45.91408,175.43249,19,56,209.4495,16.94423,45.88158,160,20.00574,0.5,0.45455,512.5,3.36113,205,2.5,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
41,"2019-10-16","Blight","Fragment",205,2,13.92964,4,7.53426,5,5,5,18,5.78573,8,32.85564,10,1,1,2,1,2,0.16667,0.2873,0.5,0.25,12.801,50,20,12,19,117.03261,205,410,8,45.79409,120,19,45,161.5039,18.25692,59.45601,205,15,49.64716,158.22173,22,0.5,0.45455,512.5,4,205,2.40142,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-10-17","Blight","Fragment",202.39089,2,13,4,7.94268,5,4.90207,5,18,5,8,32,10,1,1,2,1.5,2,0.16602,0.29968,0.5,0.24512,12,49,20,12,19,111.7626,202.52963,404.00391,8,45,119,18.80026,44.71939,150.82781,20,60,202.00195,17.88681,49.02017,101.90927,22.80589,0.4878,0.45455,507.5,4,219.62589,2.88099,45.31446,0.5,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-10-18","Blight","Fragment",216.89411,2,13.25562,3.91852,7,5,4.93335,5,17,6,8,33,10,1,1,2,1.55273,2.05577,0.16185,0.25289,0.5,0.2653,12,49,19,12,19,121.80585,200,400,8,40.59783,100,18.03125,45,150,20,60,200,15,45.4744,150,23,0.48686,0.45455,500,4.20856,261.57122,2.5,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
44,"2019-10-19","Blight","Fragment",240,2,14,3,7,4.89416,5,5,17,6.44361,8,30.00163,10,1,1,2,1.84368,2,0.15721,0.27067,0.5,0.2767,12,49,19,12,19,109.80833,193,386,8,35,100,18,40,150.28469,20,61.73415,230.29505,15,44,150,24,0.48661,0.45455,485,4.03003,270.2422,2.93802,49,0.5,NA,NA,NA,NA,NA,NA,NA,NA
45,"2019-10-20","Blight","Fragment",240,2,14,3.1228,6.621,5,5,5,17,6,8,33.55267,10.58161,1,1,2,1,2,0.15443,0.26805,0.5,0.33333,12,48,18,12,18,109.75802,190,380,7.00035,34.93478,108.27323,20,38.95,150,19,65,245.34727,16.91959,40,149,24,0.4878,0.45455,562.674,4,265.95929,3,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA
46,"2019-10-21","Blight","Fragment",237.53147,2,13,4,6.64203,4.51326,4,4.52501,17,6,8,32.81547,11,1,1,2,1,2,0.14286,0.25,0.5,0.33291,11,47,17,11,17,117.25408,185.38745,370,8,35,110,20,37.70468,149.08372,15.82799,64.366,185,17,39,140,24,0.47619,0.45455,462.5,4,215.60062,3,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA
47,"2019-10-22","Blight","Fragment",254.84942,2,13.17442,4,6.48493,4,4.16029,4.99605,17,5,8,30,11.41085,1,1,2,1.5,2,0.16169,0.25,0.49738,0.19987,11,48.30216,16.11001,10.95854,17.90836,110,172,344,8,35,115,20,36.29356,125,15,65,172,15,35,134.10091,24.91679,0.48306,0.45455,430,4,232.89275,2.9,53.62536,0.5,NA,NA,NA,NA,NA,NA,NA,NA
48,"2019-10-23","Blight","Fragment",239.94563,2,14,3,7,4,4,4.53339,18,6,8,32,12,1,1,2,1,2,0.16667,0.29215,0.5,0.22373,10,48.97785,16.56,10,18,100,174,348,8.89382,35,115,20,37,127.1212,15,64.79688,174,13.89894,32.64958,128.72527,25,0.5,0.45455,435,4,236.2355,2.5,54,0.5,NA,NA,NA,NA,NA,NA,NA,NA
49,"2019-10-24","Blight","Fragment",245.58824,2,13.60612,3,6.89037,4,4,4.5,18,5.52128,8,35,10,1,1,2,1,2,0.17716,0.30063,0.5,0.33333,10,48,17,10,18,100,177,354,9,35,119.48234,19,37.70138,130,15,63.08523,177,12,35,130,25,0.48686,0.45455,442.5,4,243.37203,2.5,55,0.5,NA,NA,NA,NA,NA,NA,NA,NA
50,"2019-10-25","Blight","Fragment",257.7912,2,13.41467,3,6.08266,4,4,4,18,5,7,35,10,1,1,2,1,2,0.16667,0.27273,0.5,0.33333,10,49,16.53955,10,16,100,175,350,9,35,120,16.75616,40,130,18.32805,67.40422,220.80016,12.07626,40,127.06733,25.66431,0.49856,0.45455,443.5572,3.52669,254.81342,2.5,55,0.5,NA,NA,NA,NA,NA,NA,NA,NA
51,"2019-10-26","Blight","Fragment",250.00125,2,13,3,6,4,4,4,18,5,8,37,10,1,1,2,1,2,0.16667,0.26301,0.5,0.33333,10,49,16,10,16,100,176.32347,352.85064,9,35,124.19929,15.37761,40,130,19.52718,75,220,13,42,125,27,0.5,0.46408,519.62691,4,255,2.99921,56.5525,0.5,NA,NA,NA,NA,NA,NA,NA,NA
52,"2019-10-27","Blight","Fragment",245.39565,2,13,3,6.29009,4,4,4,18,5,8,39,10,1,1,2,1.22856,2,0.16667,0.22413,0.5,0.27144,10,49,17,10,18,115,178,356,9,40,125,15.26483,40,130,20,73.51708,225.8079,12,42.40968,128,26,0.49464,0.47997,533.31109,4,265.5,2.98954,58,0.5,NA,NA,NA,NA,NA,NA,NA,NA
53,"2019-10-28","Blight","Fragment",238.84864,2,13.67394,3,6.92452,4,4,4,18,5,8,39.09294,10,1,1,1.86695,1,2,0.16667,0.25,0.5,0.33118,9,49.78468,17,10,18,115,178,356,8,40,125,15,40,130,20,79.13043,230,12.71747,45.76116,130,25.09007,0.5,0.4876,534,4,267,3,55,0.51687,NA,NA,NA,NA,NA,NA,NA,NA
54,"2019-10-29","Blight","Fragment",238.60062,2,14,3,6,4,4,4,18,5,7,39.75953,10,1,1,1.96016,1,2,0.16667,0.30768,0.5,0.31935,8.56516,50,17,9.20535,18,108.41053,181.97497,371.909,8,37.80202,129.87148,15,45,130.95532,25.37188,101.94937,213.703,13,45,128.53607,26,0.5,0.48718,545.76948,4.41784,266.64827,3,56.35172,0.53925,NA,NA,NA,NA,NA,NA,NA,NA
55,"2019-10-30","Blight","Fragment",240,2,13,3,6.08425,4,4,4,19,5,7,35.74088,10,1,1,2,1,2,0.16667,0.27281,0.5,0.33333,8.45055,54.61244,16,9,18,110.58763,181,362,8,35,130,15,43.08842,134.86979,25.56044,115,230,12,45.99189,130,25,0.5,0.5,543,4.03706,255,2.5,55,0.5,NA,NA,NA,NA,NA,NA,NA,NA
56,"2019-10-31","Blight","Fragment",248.3561,2,13,3,7,4,4,4,18.79401,5,7,35,10,1,1,2,1,2,0.16667,0.26334,0.5,0.33333,9,55,15,8,17,103.42424,178,358,8,35,123.9084,15,40,135,30,100,249.2729,12.97995,47.3233,130,25,0.5,0.5,534,4,250,2,54.68917,0.5,NA,NA,NA,NA,NA,NA,NA,NA
57,"2019-11-01","Blight","Fragment",246.43172,2,13,3,6.78508,4,4,4,18,5,7.47594,35,10,1,1,2,1,2.33384,0.16667,0.29454,0.5,0.33333,9,55,15,7.97222,17,107.48917,178,356,8,35,120,14.40428,40,135.71925,30,100,239.52854,13,45,129.6413,25,0.5,0.5,534,4,179,2.5,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA
58,"2019-11-02","Blight","Fragment",240,2,13,3,7,4,4,4,18,5.45532,7,38,10,1,1,2,1,2.12091,0.16185,0.29431,0.5,0.33333,9.2146,55,17,8,17,105.38763,180,449.7301,7.35,35,120,14,40,140,30,103.50515,230,12,45,130,25,0.49439,0.49084,450,4,180,2.5,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA
59,"2019-11-03","Blight","Fragment",244.261,2,14,3,7,4,4,4,18,6,8,38,10,1,1,2,1,2,0.14004,0.29781,0.5,0.33333,9.6043,55,16.77208,8,18,100,181,446.38972,7,37.39254,120,14,44.48,148,30.91837,100,233.32794,10.02196,45.49896,129.93,25,0.5,0.497,452.5,4,181,2.58079,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA
60,"2019-11-04","Blight","Fragment",248.05609,2,13,3,7,4,4,4,18,5,8,35.9775,10,1,1,2,1,2.44058,0.15339,0.30778,0.5,0.33333,10,55,17,8,18,100,181,450,7,35,120,15,45,148,32.55051,100,227.64508,10,45,129.75714,24,0.5,0.49127,451.76986,4,180.70794,2.5,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA
61,"2019-11-05","Blight","Fragment",250,2,14,3,6,3.5,4,3.96973,18,5,8,35.01271,10,1,1,2,1,2,0.13226,0.25322,0.5,0.32653,10,54.90042,17,8,17.38673,110.7381,179,447.5,7.13324,33.62712,120,16.36354,45,150,36.87629,100,230,10,50,125,24,0.5,0.45455,447.5,4,179,2.43661,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA
62,"2019-11-06","Blight","Fragment",250,1.98401,14,3,6,3.76047,4,4,18,5,8,36.49005,10,1,1,2,1,2.48811,0.15818,0.28726,0.5,0.29,10,55,17.3683,8,18,103.50746,173,432.50262,7,31.95455,120,17,45,150,38.88608,100,230,10,50,130.88085,23,0.48116,0.45065,432.50262,4,173.00105,2.5,50.39412,0.5,NA,NA,NA,NA,NA,NA,NA,NA
63,"2019-11-07","Blight","Fragment",250.21018,1.98793,14,3,6,3.89559,4,4,18,5,8,35,8.87981,1,1,2,1,2.27913,0.1577,0.2996,0.5,0.32925,10,57,18,8,18,116.64894,167,416.66668,7,31.25873,120,17,45,150,35,100,230,10,50,134.3166,22.30614,0.49824,0.45,417.5,3.86928,167,2.5,49,0.5,NA,NA,NA,NA,NA,NA,NA,NA
64,"2019-11-08","Blight","Fragment",247.5,1.61837,13.536,3,5.04336,3.63849,3.92284,4,18,5,6.26027,35,9,1,1,1.82635,1.19189,2.5,0.14965,0.25395,0.5,0.33296,10,58,18,8,18,106.47872,165,410,6.86851,30,120,18.18012,45,145,35,100,220,10,50,135.54852,22.30229,0.49616,0.48777,412.5,3.92155,180.04124,2.00005,48,0.5,NA,NA,NA,NA,NA,NA,NA,NA
65,"2019-11-09","Blight","Fragment",276.38298,1.66667,14,3,6,4,4,4,18.07033,5,7,35,9,1,1,1.8196,1,2.5,0.16667,0.24791,0.5,0.31837,10,59.20606,18,8,18,130,164,410,7,30,120,15,45.63899,145,35,86.1476,210.74179,10,48.78074,140,21,0.49539,0.4934,410,3,204.73755,2.16692,47.97948,0.5,NA,NA,NA,NA,NA,NA,NA,NA
66,"2019-11-10","Blight","Fragment",270,1.80655,14,3,6.34046,4,4,4,19.06392,5,7,35.20279,9,1,1,1.41422,1,2.5,0.16667,0.25872,0.5,0.33333,10,59.96574,17.94626,8,18,149.12842,158,395,7,32,120,13.34479,44.19553,140.94722,34.35269,70,215.23515,10,45.14725,130,20,0.49129,0.5,392.5,3,213.74165,2.5,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
67,"2019-11-11","Blight","Fragment",249.41736,1.59864,13.07849,3,6.32861,4,4,4,20,5,7,36,9,1,1,1.50967,1,2.46478,0.22385,0.2346,0.5,0.33333,11,60,18,8,18.63188,147.63781,157,392.5,7,30,120,15,44.4266,136.18089,30,70,210.0922,10,41.53297,130,20,0.5,0.5,386.35359,3,215.39017,2,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
68,"2019-11-12","Blight","Fragment",237,1.5,13,3,6,4,4,4,19.64641,5,7,34.94626,8,1,1,2,1,2.36846,0.17576,0.32462,0.5,0.33333,11,60,17,9,18,140,157,370,7,30,120,15,39,135,34.652,71.95165,200,10,45,128,20,0.4897,0.5,314,3,157.20224,2,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
69,"2019-11-13","Blight","Fragment",238.5,1.71737,13,3,5,3.86328,3.86601,4,19,5,7,33.94142,8,1,1,2,1,2.37988,0.16667,0.33007,0.5,0.33333,13,60,16,9,17,130.63889,159,360,7,30,119.53737,15,38.54756,130,30,74.80769,180,10,40,125,20,0.5,0.5,318,3,159,2,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
70,"2019-11-14","Blight","Fragment",238.5,1.94032,13,3,6,3.8531,4,4,20,5,7,35,8,1,1,1.89286,1,2.32215,0.16667,0.3307,0.5,0.33333,13,60,15.39543,8,17,140,159,360,7,30,119.52578,15,42.07252,135.28155,30,74.46429,173.1373,10,40,130,20,0.5,0.40332,318,3,159,2,45,0.5,NA,NA,NA,NA,NA,NA,NA,NA
71,"2019-11-15","Blight","Fragment",239.77568,1,13,3,5.0001,4,4,4,20,4,7,35,8,1,1,1.52329,1,2,0.18824,0.33333,0.5,0.33333,12,59.58155,15.55821,9,16.51046,142.57816,159.85392,359.78234,7,30,120,14,40,136.17674,29,80,175,10,40,125,19.39396,0.5,0.40366,319.70091,3,159.84315,2,42.85785,0.5,NA,NA,NA,NA,NA,NA,NA,NA
72,"2019-11-16","Blight","Fragment",238.73543,1,12.33636,3,5,4,4,4,20,4,7,35,8,1,1,1.5,1,2,0.1942,0.32925,0.5,0.33333,12,59.95578,15,8,17,140,159.1308,369.2293,7,31.72692,120,14,40,135,25,81.90986,180,10,40,129.69006,19,0.5,0.47741,318.21766,2.5,159.14934,2,43,0.5,NA,NA,NA,NA,NA,NA,NA,NA
73,"2019-11-17","Blight","Fragment",238.5,1.66667,12.46961,3,6,4,4,4,20,4.51275,7,35,8,1,1,1.5,1,2,0.18564,0.28567,0.5,0.31949,11,57.06839,15,7,17,121.96053,159,379.83339,7,35,120,14.97415,40,135,23.63117,78.87879,180,11.49531,40,130,20,0.5,0.5,318,2.84512,159,2.45641,39.90909,0.5,NA,NA,NA,NA,NA,NA,NA,NA
74,"2019-11-18","Blight","Fragment",240,1.5,13,3,7,4.312,4,4,20,4,7,35,8,1,1,1.5,1,2,0.16667,0.271,0.5,0.21626,10,55,15.93491,7.21517,18,120,160,375,7,30.05175,120,15,40,122.79785,22,80,180,11.37212,41.611,117.17208,19.6403,0.49524,0.49967,320,2.10476,160,2,39,0.5,NA,NA,NA,NA,NA,NA,NA,NA
75,"2019-11-19","Blight","Fragment",246.75799,1.71601,13.03426,3,7,5,5,5,19.68945,4.20894,7,35,8,1,1,1,1,2.06797,0.16667,0.24129,0.5,0.25,10,54.76596,16,7.70467,18,109.18085,164,375,6,30,120,15,40,128.72105,23.53324,79.885,180,11.90619,40,120.04202,20,0.49647,0.5,328,2,164,2,39,0.5,NA,NA,NA,NA,NA,NA,NA,NA
