"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
40,"2018-04-10","Bestiary HC","UniqueJewel",3,0.77911,0.29,0.29,1,0.29,0.29,0.29,0.91,0.96,0.29,1.01644,2,0.29,0.29,0.29,0.46044,0.29,0.29,0.29,1.62,2.71,3,0.58,9.14,178.5,25.59,21.18422,0.29,29.78556,1,5,1,1.44467,0.75044,0.56,0.29,0.29,1.31444,1,1,3,0.29,0.29,0.29,1,0.42044,0.29,0.86444,0.29,0.29,92.622,5,1,70,0.29,0.91444,0.29,0.86044,0.39044,0.97067,0.81089,0.29,1,0.87044,0.29,0.53422,1,5,72.53289,0.29,16.24467,1,0.29,35.75111,0.42044,0.29,0.86489,0.81044,0.76156,0.29,1,0.35,0.29,1,1,0.29,0.29,0.29,0.29,0.29,94.4,55,0.29,181.224,NA,7.12467,130.85,600,0.49044,19.98933,3,0.64622,1,1,0.42044,0.29,101.29,0.76089,0.7,0.99,0.29,0.29,152.62333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-04-11","Bestiary HC","UniqueJewel",2.86333,0.91022,0.29844,0.29844,0.96667,0.29867,0.63022,0.29844,0.95667,0.95133,0.29844,1.00333,1.86378,0.29844,0.29844,0.32333,0.34778,0.29867,0.29844,0.29867,1.78511,2.87289,3,0.47244,9.29467,192.55556,26.62378,24.49667,0.29844,30.63311,1,5.40578,0.96444,1.66222,0.92111,0.85622,0.29844,0.29844,1.80089,1,0.99978,2.964,0.29844,0.34978,0.29844,1,0.42578,0.29844,0.82867,0.29956,0.32533,83.90978,5.61267,1,70.67333,0.29844,0.904,0.29844,0.73444,0.35333,0.96889,0.48467,0.48178,0.97822,0.85244,0.29978,0.53378,1,4.22867,76.22356,0.29844,16.85889,0.58244,0.29844,32.26778,0.36356,0.29867,0.87667,0.89644,0.60178,0.29844,0.994,0.31844,0.29844,0.95178,0.99733,0.29844,0.29844,0.29844,0.29844,0.29844,93.23644,56.61933,0.29844,157.65978,NA,7.59556,171.92644,600,0.83044,22.66133,2.98089,0.46889,1,0.96022,0.60378,0.30267,72.966,0.72022,0.79133,0.98133,0.29844,0.29844,165.71711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2018-04-12","Bestiary HC","UniqueJewel",2.63614,0.90568,0.31523,0.31523,0.86455,0.31523,0.31818,0.31523,0.86432,0.93091,0.31523,1,1.86909,0.31523,0.31523,0.50795,0.31523,0.34205,0.31523,0.31523,1.92,3,3.05341,0.34886,9.73818,201.27955,26.485,26.19,0.31523,33.07886,1,5.65591,0.97523,1.87795,0.99364,0.9875,0.31523,0.31523,1.95477,1,0.93,2.79591,0.31523,0.45455,0.31545,1,0.51182,0.31523,0.89977,0.49818,0.31523,83.63818,5.87932,1,71.39273,0.31523,0.95864,0.31523,0.43455,0.31523,0.89545,0.37,0.52591,0.86136,0.86,0.33614,0.54045,1,3.52318,77.6875,0.31523,17.18932,0.33091,0.31523,37.06932,0.45659,0.31523,0.88,0.90295,0.39545,0.31523,0.96136,0.31523,0.31523,0.94955,0.98341,0.31545,0.31523,0.31273,0.31523,0.31523,90.32318,50.71477,0.31523,177.63068,NA,7.83818,210.55975,0,0.99864,22.85909,2.18705,0.41295,0.96114,0.96932,0.84205,0.31523,47.40341,0.56182,0.71614,0.99659,0.31523,0.31523,176.84523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2018-04-13","Bestiary HC","UniqueJewel",3.27227,0.65795,0.3175,0.3175,0.95114,0.3175,0.34773,0.31977,0.94773,0.94295,0.3175,1,1.77159,0.3175,0.3175,0.32227,0.3175,0.3175,0.3175,0.3175,1.92,3,3.37341,0.3175,10,201.22973,26.005,26.19,0.3175,32.89795,1,6.32364,0.94727,2,0.94295,0.83636,0.31977,0.3175,4.37409,1.03568,0.97455,3,0.3175,0.44136,0.3175,0.99841,0.60205,0.3175,0.96,0.90659,0.39432,85.04295,5.98159,1,84.7075,0.3175,0.97523,0.3175,0.45818,0.3175,0.87364,0.65068,0.3175,0.96341,0.86091,0.31932,0.56341,1,3.92795,76.64795,0.3175,17.00409,0.40273,0.3175,38.8325,0.73659,0.3175,0.86205,0.98045,0.35432,0.3175,0.89023,0.31705,0.3175,0.7375,0.98818,0.34886,0.3175,0.30727,0.3175,0.3175,83.02,55.05045,0.3175,315.74091,NA,8.47182,290.97333,0,0.955,24.06568,2,0.38341,0.82568,0.92864,0.99114,0.3175,63.83886,0.52364,0.71273,1,0.3175,0.36523,185.72023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2018-04-14","Bestiary HC","UniqueJewel",4.70349,0.68,0.32,0.32,0.98,0.32,0.50372,0.33814,0.96116,0.90163,0.32,1,1.99581,0.32,0.32,0.33674,0.32,0.3286,0.32,0.32,1.90605,3,4.17953,0.32,10,223.01846,22.98372,28.59605,0.32,30.5214,1,9.11628,0.92279,2,0.99767,0.71116,0.32,0.32,4.77233,1.07093,0.98442,3.33302,0.32,0.3507,0.32,0.9993,0.61651,0.32,0.92744,0.78395,0.58442,80.04535,6.9793,1,99.95767,0.32,0.99465,0.32,0.51953,0.32,0.69256,0.39651,0.32837,0.65744,0.86977,0.32,0.63558,1,4.05465,74.83628,0.32,16.98837,0.37837,0.30302,35.91884,0.68977,0.32,0.87302,0.99977,0.40395,0.32,0.96698,0.32,0.32,0.82302,1,0.32791,0.32,0.32,0.32,0.32,82.69465,78.29186,0.32,448.94884,NA,8.73953,291,0,0.68442,23.5514,2.00186,0.43163,0.65953,0.98837,0.9407,0.32,50.66884,0.60488,0.73093,0.98721,0.32,0.61581,184.45465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2018-04-15","Bestiary HC","UniqueJewel",3.94182,0.63932,0.31773,0.31773,0.95205,0.31773,0.70273,0.45045,0.96818,0.89886,0.31773,0.98432,1.46114,0.31773,0.31773,0.51682,0.45455,0.31773,0.31773,0.31773,2,2.97114,4.37705,0.31773,10,230,19.57295,30,0.31773,30.17341,0.99977,11.25273,0.87295,2,0.99477,0.95705,0.31773,0.31773,4,1.46114,0.98545,3.34136,0.31773,0.35909,0.31773,1,0.66705,0.31773,1.18568,0.545,0.78318,82.39,6.92727,1,108.89955,0.31773,0.98114,0.31773,0.48977,0.33682,0.31773,0.34659,0.44068,0.78045,0.87955,0.31773,0.65,1,4.01068,79.96159,0.31773,18.40295,0.71523,0.31773,30.04227,0.85977,0.31773,0.85955,0.9875,0.40432,0.31773,0.94977,0.31773,0.31773,0.71,1,0.71318,0.31773,0.31636,0.31773,0.31773,82.59545,93.52841,0.32432,422.87182,NA,8.04386,288.96455,0,0.52909,22.53205,2.53795,0.56841,0.65386,0.98455,1,0.31773,46.62364,0.75727,0.75682,0.99386,0.31773,0.99591,183.66273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2018-04-16","Bestiary HC","UniqueJewel",4,0.66045,0.31273,0.31273,0.85,0.31409,0.69773,0.48227,0.96523,0.89614,0.31273,0.99409,1.33159,0.31273,0.31886,0.41977,0.52977,0.31273,0.31273,0.31273,2,2.9575,4.99477,0.31273,10.40364,230,22.17,29.17795,0.31273,29.60136,1,10.74455,0.81841,1.59045,0.74114,1,0.31273,0.31273,4,1.34705,0.99841,2.84795,0.31273,0.31273,0.31977,1,0.82114,0.31273,1,0.35614,0.66932,81.36591,6.84386,1,93.03932,0.31273,0.99955,0.31273,0.40795,0.35273,0.31273,0.55159,0.69114,0.82409,0.88773,0.31273,0.69795,0.9975,3.78091,84.89909,0.31273,21.83,0.38477,0.31273,26.37523,0.49568,0.31273,0.98,0.96545,0.34727,0.31273,0.92386,0.31273,0.31273,0.96614,1,0.89318,0.31273,0.30636,0.31273,0.31273,85.27636,93.7025,0.42773,249.06841,NA,9.17136,267.635,727.91111,0.52795,22.46,1.99068,0.49273,0.65636,0.98864,0.90409,0.31273,47.23955,0.63727,0.35841,0.97341,0.31273,0.98909,188.79182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2018-04-17","Bestiary HC","UniqueJewel",4,0.84955,0.31091,0.31091,0.90159,0.34114,0.31091,0.34886,0.99659,0.74682,0.31091,0.99727,1.44841,0.31091,0.31091,0.31091,0.77977,0.31091,0.31091,0.31091,2,3,3.73023,0.31091,11.53341,230,23.13136,31.06,0.31091,29.68227,0.92568,14.14977,0.90886,1,0.97705,0.99682,0.31091,0.31091,4,1.59114,0.96364,2.69659,0.31091,0.31091,0.31091,1,0.93273,0.31091,1,0.33205,0.68,79.20432,6.91795,1,85.06386,0.31091,0.97545,0.31091,0.33955,0.3625,0.31091,0.45068,0.90159,0.76773,0.88568,0.31091,0.815,0.99977,3.74,86.17614,0.31091,29.51955,0.47523,0.31091,28.9225,0.37659,0.39886,0.99864,0.95886,0.32614,0.31091,0.99023,0.31091,0.31114,0.83727,1,0.91818,0.31091,0.30273,0.31091,0.31045,85.41682,96.29136,0.43091,253.44091,NA,9.24977,261.43955,747.29659,0.79091,20.7925,1.86886,0.54432,0.65545,0.92045,0.57432,0.31091,47.73045,0.68841,0.415,0.98364,0.31091,0.56841,198.90636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2018-04-18","Bestiary HC","UniqueJewel",3.98233,0.81163,0.31,0.31,0.95721,0.32395,0.47953,0.31744,1,0.93279,0.31,0.95884,1.21116,0.31,0.31,0.31,0.93,0.31,0.31,0.35,2.0193,2.98372,3.39419,0.31,9.56977,230,24.8886,31.06,0.31,28.13047,0.93442,13.52744,0.77953,1,0.99395,0.97442,0.31,0.31,4,1.0286,0.99651,2.42884,0.31,0.31,0.31,1.08163,0.99465,0.31,1,0.41674,0.33279,79.0686,7,1.00884,84.46116,0.31,0.99209,0.31,0.38349,0.43,0.31977,0.39256,0.80674,0.57953,0.9814,0.31,0.73,0.9807,3.2807,80.51651,0.31,29.42744,0.45419,0.31,34.61907,0.32907,0.31837,0.83977,0.90419,0.31,0.31,0.99907,0.31,0.31,0.91349,0.9986,0.87395,0.31,0.31,0.30814,0.30814,104.5386,96.62814,0.43093,258.67326,NA,7.69395,228.80395,654.56721,0.96442,22.44419,2.10209,0.89442,0.66698,0.97116,0.71837,0.31,90.25163,0.69698,0.46233,0.99721,0.31,0.74326,206.32465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-04-19","Bestiary HC","UniqueJewel",3.84114,0.5375,0.30977,0.30977,0.98341,0.37318,0.98773,0.30977,1,0.93727,0.30977,0.93136,1.56318,0.30977,0.33659,0.33432,0.93341,0.30977,0.30977,0.38841,2,2.92023,4.34023,0.30977,8,231.26932,26.14273,31.06,0.30977,27.41068,0.99227,15.925,0.60886,1,0.96705,0.84205,0.30977,0.30977,4,1.12977,0.99545,2.13841,0.30977,0.30977,0.34227,1.08136,0.99909,0.30977,1,0.35045,0.59114,77.47795,6.82273,1.05886,83.52909,0.30977,0.80114,0.30977,0.475,0.44545,0.33977,0.40659,0.43068,0.54909,0.72477,0.30977,0.80477,0.97341,4.17432,85.21114,0.30977,29.15909,0.5175,0.30864,31.4525,0.44364,0.31727,0.73295,0.89705,0.30977,0.30977,0.99955,0.30977,0.30977,0.69227,1,0.62159,0.30977,0.30977,0.30977,0.30977,116.76977,91.09205,0.68159,262.62909,NA,7.08682,171.74114,638.535,1,24.18318,2,0.92636,0.83841,0.89886,0.93091,0.30977,80.14864,0.80364,0.69977,0.95227,0.30977,0.89455,218.63682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-04-20","Bestiary HC","UniqueJewel",3.55333,0.514,0.30533,0.30533,1,0.40622,0.97422,0.30533,1,0.85978,0.30533,0.47867,1.63511,0.30533,0.40044,0.43222,0.89422,0.30533,0.30533,0.30533,2,2.99889,4.86911,0.32689,8,236.98422,21.98,30.58889,0.30533,29.19222,0.96133,15.04622,0.80533,1,0.93578,0.61489,0.30533,0.30533,4,1.84867,0.99844,1.98911,0.30533,0.43711,0.30978,1.23733,0.95333,0.30533,1,0.32267,0.61311,82.14378,6.404,1,87.59289,0.30533,0.89844,0.30533,0.42111,0.43444,0.31,0.45044,0.78133,0.69733,0.84889,0.30533,0.84911,0.94444,4.854,88.074,0.30533,30.87178,0.74133,0.30533,37.61267,0.61089,0.30533,0.73533,0.91822,0.30533,0.30533,0.97489,0.35578,0.30533,0.78311,1,0.70756,0.31267,0.30533,0.30533,0.27622,123.49289,88.93289,0.99,253.65289,NA,6.94333,176.69333,0,1,28.52622,2,0.90067,0.89444,0.92044,0.85467,0.30533,77.20444,0.83711,0.93578,0.99711,0.30533,0.91844,232.11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2018-04-21","Bestiary HC","UniqueJewel",3.08568,0.50932,0.3,0.3,1,0.44568,0.82295,0.3,0.96159,0.74477,0.3,0.61591,1.95432,0.3,0.3,0.67932,0.85159,0.3,0.3,0.3,2,3,5.25773,0.3,16,234.26636,22.01955,31.23455,0.3,28.79136,1,14.17409,0.69114,1,0.94091,0.43386,0.3,0.3,3.43545,1.84909,0.96386,2.0075,0.3,0.51705,0.3,1,0.96841,0.3,1,0.32091,0.54273,87.5025,6.96841,1,94.72205,0.3,0.94477,0.3,0.56932,0.43886,0.40227,0.505,0.45205,0.91773,1,0.3,0.87795,1.00364,5,84.90182,0.3,33.56659,0.77568,0.3,35.25341,0.45886,0.3,0.76545,0.8625,0.3,0.3,0.97318,0.38795,0.3,0.89455,0.99705,0.84523,0.30818,0.3,0.3,0.23409,119.15432,77.27341,0.84636,224.87136,NA,6.90864,197.53295,0,1,28.03795,2.10318,0.62068,0.92932,0.99864,0.87705,0.3,42.02523,0.82909,0.98932,0.99795,0.3,0.73159,243.73705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2018-04-22","Bestiary HC","UniqueJewel",3.00091,0.6225,0.29614,0.29864,1,0.84841,0.80545,0.29864,0.86477,0.46523,0.29864,0.57841,2,0.29864,0.29864,0.61318,0.94523,0.29864,0.29864,0.29864,2.04886,3.17955,5.7675,0.47864,16,230,22.14,30.94,0.29864,27.64477,1,10.70545,0.67023,1,0.94,0.37909,0.39932,0.29864,3.46545,1.99523,0.98136,2.18591,0.30455,0.72159,0.29864,1,1,0.29864,1,0.35705,0.82227,95.57409,6.49977,1.18045,90.4575,0.29864,0.93227,0.29864,0.79023,0.51727,0.73682,0.46455,0.67636,0.90273,0.97773,0.29864,0.87636,1,4.85114,91.78909,0.29864,38.42114,0.49636,0.29864,37.54432,0.40136,0.29864,0.68068,0.95614,0.29864,0.29864,0.99841,0.51727,0.29864,0.76523,0.99909,0.78114,0.35341,0.29795,0.29864,0.23182,128.58182,70.86864,0.56568,246.73136,NA,6.74364,201.20318,0,1,24.39477,2.50023,0.80659,0.90977,0.98977,0.69545,0.29864,33.00273,0.84727,0.89636,0.96477,0.29864,0.68227,248.69273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2018-04-23","Bestiary HC","UniqueJewel",3,0.775,0.29523,0.29545,1,0.94455,0.61068,0.29545,0.66318,0.57977,0.29545,0.44341,1.99341,0.29545,0.29545,0.37386,0.93864,0.29545,0.29545,0.29545,2.43,3.79955,5.61568,0.795,15.14091,229.07955,22.3875,30.94,0.29545,25.56773,0.99432,10,0.63886,0.98386,0.945,0.62432,0.35409,0.29545,3.99159,1.02273,0.99545,2.76659,0.29545,0.42364,0.29545,1,1,0.30932,0.81136,0.34,0.78159,99.45432,6,1.89932,88.03205,0.29545,0.88568,0.29545,0.885,0.62,0.92295,0.30545,0.67636,0.82068,0.93182,0.29545,0.85295,1,4.50773,94.53932,0.29545,36.38341,0.58818,0.29545,39.37,0.48432,0.29545,0.73477,0.9575,0.30318,0.29545,0.93682,0.87659,0.29545,0.66659,1,0.61,0.29545,0.29545,0.29545,0.23068,130.21159,72.42114,0.39977,263.92727,NA,7.63795,201.48795,0,1,21.79727,2.94591,1,0.91705,0.92205,0.61977,0.29568,32.71818,0.86455,0.8825,0.85773,0.29545,0.53068,245.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2018-04-24","Bestiary HC","UniqueJewel",2.9625,0.73864,0.28955,0.28955,1,0.61636,0.83773,0.28955,0.87,0.53318,0.32545,0.43068,1.77273,0.28955,0.28955,0.28955,0.99455,0.29182,0.28955,0.28955,1.87386,3.23295,6.47295,0.53432,10.21773,225.54295,23.18295,26.53,0.28955,28.13636,0.99341,9.99864,0.56455,0.95727,1,0.59091,0.33523,0.28955,4,1,0.99795,2.64773,0.28955,0.28977,0.28955,0.98977,0.97568,0.29045,0.80091,0.44705,0.31,100.68341,5.84523,1.98409,95.43409,0.28955,0.85295,0.28955,0.86591,0.80136,0.97614,0.30182,0.64295,0.84818,0.94114,0.28955,0.88364,1,4.99273,85.71886,0.28955,34.62273,0.48409,0.28955,47.31773,0.54614,0.28955,0.71159,0.96295,0.43182,0.28955,0.85409,0.90091,0.28955,0.55955,1,0.52091,0.28955,0.28955,0.28955,0.25523,138.91273,81.98,0.28955,265.965,NA,6.85568,199.24773,0,1,20.00636,2.01068,0.95136,0.97909,0.98841,0.55614,0.28955,44.65568,0.84636,0.81614,0.96795,0.28955,0.56432,225.29273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-04-25","Bestiary HC","UniqueJewel",2.78533,0.76267,0.29,0.29,0.97422,0.67867,0.882,0.29,0.96756,0.48178,0.29,0.47556,2,0.29,0.29,0.29,1,0.316,0.29,0.29,1.62333,3,6.96844,0.39244,10.29089,221.918,22.806,26.53,0.29,28.13933,0.994,11.35778,0.65756,0.978,0.94978,0.37867,0.39644,0.29,3.55644,1,1,2.84489,0.29,0.31422,0.29,0.95867,0.98622,0.29444,0.80067,0.80422,0.29,99.93689,5.36889,2,81.43556,0.29,0.99467,0.29,0.87489,0.90311,1,0.29844,0.46533,0.62889,0.95,0.29,0.79311,1,5.39511,102.08422,0.29,39.91933,0.49111,0.29,47.94467,0.53244,0.29,1.76044,0.93178,0.32644,0.29311,0.86333,0.83178,0.29,0.61133,1,0.57867,0.29,0.29,0.29,0.29,201.89644,80.52356,0.29,266.82844,NA,6.73311,198.29044,0,1,20.01111,2.41978,0.86578,0.99444,0.97444,0.46022,0.29,64.37822,0.81067,0.81556,0.84422,0.29,0.31911,237.18978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-04-26","Bestiary HC","UniqueJewel",2.274,1,0.282,0.282,0.93378,0.83111,0.87689,0.29778,0.98667,0.64667,0.282,1.136,2,0.282,0.282,0.282,1,0.41822,0.282,0.282,1.308,3.02222,7.05689,0.76578,11.19,221.28356,29.09311,25.11044,0.282,29.11867,0.99933,11.22978,0.87289,0.95044,0.808,0.74644,0.54,0.282,3.08644,1,0.95289,2.98889,0.282,0.44956,0.282,0.89422,0.97822,0.31844,0.68756,0.71089,0.608,100.33689,6.03111,2,82.618,0.282,0.80956,0.282,0.89489,0.908,1,0.282,0.58467,0.54044,0.94178,0.282,0.69067,1,4.97289,90.264,0.282,39.89044,0.47867,0.282,48.47822,0.57156,0.29044,1.07756,0.88844,0.282,0.326,0.86822,0.336,0.282,0.91956,1,0.482,0.282,0.282,0.282,0.282,140.91178,86.08844,0.282,263.17511,NA,6.25911,180.05622,0,1,19.30622,3,0.88178,0.97889,0.94711,0.72244,0.282,68.47711,0.85711,0.88711,0.97156,0.282,0.40711,224.94222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-04-27","Bestiary HC","UniqueJewel",2.34178,1,0.28,0.28,0.924,0.86311,0.89222,0.36911,0.966,0.84533,0.28,1.79267,1.97489,0.28,0.28,0.28,1,0.28911,0.28,0.38889,1.32222,3.09267,6.94133,0.81844,11.19,231.36316,40.59,20,0.28,28.93756,0.992,10.72333,0.73911,1.05378,0.69889,0.61244,0.46644,0.28,2.69289,1,0.91044,3,0.28,0.45044,0.28,0.92089,1,0.39733,0.68156,0.41044,0.83933,106.662,6.09867,2,88.27867,0.28,0.84,0.28,0.90444,0.92244,1,0.28,0.81733,0.77644,0.92711,0.28,0.72578,1,5.10089,88.12311,0.28,41.44644,0.56,0.28,49.29689,0.28533,0.44156,1.10733,0.86,0.28,0.46022,0.42,0.28,0.30222,0.94578,0.99533,0.48,0.28,0.28,0.28,0.28,136.68156,90.75644,0.28,252.436,NA,6.44044,182.06022,0,1,19.02667,2.54578,0.96244,0.97156,0.92644,0.85178,0.28,67.56267,0.90311,0.90578,0.90511,0.28,0.51689,199.94844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-04-28","Bestiary HC","UniqueJewel",2.84,1,0.28,0.28,0.91,0.88,0.97,0.36,1,0.83,0.28,2,2,0.28,0.28,0.28,1,0.28,0.28,0.34,1.34,3,7,0.56,11.19,237,40.59,13.99412,0.28,30,0.95,10,0.81,1.36,0.56,0.69,0.46,0.28,3,1,1,3,0.28,0.46,0.28,1,1,0.48,0.69,0.56365,0.84,104.5,5,2,83.795,0.28,0.92,0.28,0.96,1,1,0.46,0.56,0.92,0.92,0.28,0.72,1,5,97.46667,0.28,46.93,0.28,0.28,47.92781,0.29,0.28,1.9,0.84,0.28,0.49012,0.28,0.28,0.28,0.89,1,0.5,0.28,0.28,0.28,0.28,148,129.58,0.28,194.9325,NA,7,186.2,0,1,19.84,2,1,1,1,0.94,0.28,64.57327,0.93,0.92,0.93,0.28,0.28,193.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-04-29","Bestiary HC","UniqueJewel",2.585,1,0.27,0.27,0.75429,0.82603,0.97,0.6,0.94,0.8395,0.27,2.28,1.81,0.27,0.27,0.27,1,0.27,0.27,0.28,1.23,4,7,0.5,11.19,230,40.59,4.78,0.27,30,0.92,11.84042,0.6101,1.16,0.55,0.56,0.4,0.52372,3,1,1,3,0.27,0.48,0.28,1,1,0.5,0.57,0.46,0.67,129.98,5,2,91.73,0.27,1,0.27,0.9301,0.96,1,0.4201,0.5,0.92,0.92,0.27,0.47,1.17,6.88102,99.59222,0.27,43.89,0.27,0.27,49.3675,0.54,0.27,1.73,0.81,0.27,0.48,0.28,0.4,0.56,0.92,0.99,0.41,0.27,0.27,0.27,0.27,124.47,138.09,0.27,194.97,NA,8,206.36,0,1,20,2,1,1,0.98,0.96,0.27,64.75,0.91,0.93,0.93,0.27,0.44,193.65714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-04-30","Bestiary HC","UniqueJewel",3.68,1,0.2851,0.2851,0.78,0.81,0.92,0.44,0.92541,0.86,0.2851,2.28,1,0.28543,0.28328,0.2851,1,0.2851,0.28721,0.2851,1,4,7,0.84,11.19,237,40.59,6.87,0.2851,35,0.9,14.3,0.87,1.52,0.66,0.90607,0.4,0.49452,3,1,1,3,0.28426,0.38,0.4451,1,1,0.42,0.84,0.65154,0.51531,130.67813,5.08,2,91.402,0.28076,1,0.28879,1,0.95,1.51,0.36,0.29,0.9,1.19,0.2851,0.45,1,7,113.38,0.28,42.46,0.4,0.2851,46.61,0.4551,0.2851,1.54,0.87,0.284,0.28487,0.9,0.4,0.45,0.9551,0.99,0.44,0.28449,0.28667,0.28355,0.24,133.97,146.55833,0.28729,198,NA,8,208.29,0,1,20,2,1,1,1,1,0.28379,60.27041,0.95,0.85,0.9,0.2834,0.46,196.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
