"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
41,"2019-01-16","Betrayal HC","Essence",4,4.16,5,2,10.68,5.91,7,15,3,7.3,8.8,13,5.72,6,9.45,3,3,7.72,4,8,7,59.59082,5,12,0.4,0.27,0.27,0.27,0.27,0.27385,0.59,0.27,2,1,0.58,1,0.59,1,1,1,2,1,1,1,1,1,1,1,0.59,1,1,0.87,1,2.5,1,2.45,1,6.84778,3,2,5.04545,2,1.26,2,5,3,4,4,1.77,1.8398,3,1.65083,2.95952,1,0.59067,0.94,0.35,0.59,0.93434,0.59,0.50212,0.97,0.55,1,0.59,0.27,0.87,0.44,1,0.39,0.44,0.59,0.58,0.84,0.59,0.5,0.54,0.58,0.51,0.27,0.27,0.40205,0.545,0.27,0.27
42,"2019-01-17","Betrayal HC","Essence",3.59,3.64,5,2,20,6.61,7,15,2.56286,8,8.89,13,4.31,5,9.4925,3,3,7,4,7.91,7,58,5,12.29847,0.68,0.26,0.52,0.3,0.26,0.452,0.61,0.36,2,1,0.56959,1,0.61,1.5502,1,1.84,2,1,1,1,1,1,1,1,0.61,1,1,0.63551,1,2,1,3,1,6,2.37,2,5.9213,2,1.26,2,5,2.66804,3,4,1.8,1.8,3,1.5,2.72154,1,0.74,1,0.45,0.61,1,0.61,0.93,0.97,0.70697,1,0.78,0.28,1,0.74667,1,0.6,0.45,0.53,0.61,0.85,0.61,0.73,0.61,0.61,0.6,0.58,0.34,0.52,0.43,0.26,0.26
43,"2019-01-18","Betrayal HC","Essence",3.91,3,4,1.93,20.1,6.75556,6.31,14.88,2.59,8,8.09,13,4.4,5,10,2.43,3,6.62,4,8.14,7,55.80163,5,12.71775,0.7,0.25433,0.42941,0.31,0.31815,0.5,0.45179,0.37,2,1,0.55,1,0.66,1,1,1,1.26592,1,1,1,2,1,1,0.95,0.99,1,1,0.64,1,2,1,3,1,5.5575,2.84,2.03,5.77,2,1.81,2,5,2.76833,3,4,1.75,1.8,3,1.39,2.81,0.89,0.65,0.79,0.41,0.61,0.89,0.61,0.79,0.98,0.61,1,0.88,0.34,1,0.91,1,0.25104,0.6,0.54,0.61,0.48783,0.62786,0.49,0.61,0.45,0.61,0.83711,0.56,0.28,0.27,0.25,0.25
44,"2019-01-19","Betrayal HC","Essence",4,3,4,1.94,11.19,6,6.16,13.97,3,8,8,12,4.21,5,12,3,3,7,4,7.89,7,56.14204,5,13,0.48,0.24,0.46,0.25453,0.3,0.48,0.45793,0.53114,2,1,0.6,1,0.6,1,1,1,2,1,1,1,1.13643,1,1,1,0.96696,1,1,0.9,1,2,1,3,1,6,2.27,2.70586,6,2,1.84,2,7,3,3.85,4,1.4154,1.81,3,2,2.53,0.83904,0.65,0.6,0.45,0.6,0.93,0.91,1,1,0.6,1,0.68,0.54,1,0.56,0.89,0.24,0.6,0.26611,0.6,0.62019,0.6,0.37,0.5,0.48,0.6,0.945,0.26143,0.24,0.25,0.24,0.4
45,"2019-01-20","Betrayal HC","Essence",4,3.49,4,1.9,11.19,6.18889,6,13.17,3,8,8,12,4.4,5,11.66,2.62,3,7,4,7,7,51.94,5,12.51484,0.57,0.23,0.46,0.27,0.29155,0.46,0.5,0.31,2,1,0.6,1,0.6,1.61,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,2.02,1,2,1,6.14824,2.79,3,6,2,1.99643,2,7,3,3,3.98,1.2,1.16,2.96,2,3,0.84875,0.65,0.52103,0.45,0.62944,0.69,0.81969,1,1,0.6,1,0.78,0.42,1,0.51,0.6,0.31,0.49,0.27,0.46,0.78,0.6,0.36,0.5,0.48,0.55,1,0.47324,0.23,0.23,0.23,0.46
46,"2019-01-21","Betrayal HC","Essence",5.68,3.6,4,1.82412,10.35,6,6,13,3,7.37,8,11,4.4,5,11.33,2,3,7,4,7,7,55,5,14,0.56,0.59,0.31,0.43,0.46,0.59,0.48957,0.54,2,1,0.72,1,0.55591,1,1,1,1.19531,1,1,1,1.36,1,1,1,1,1,1,1,1,2.12,1,2,1,8,2.8,3.1272,5.43,1.95,2,1.99714,7,2.97,3,3,1.07,1,2.9,1.99,3,1,0.94,0.92,0.46,0.67,0.69,1,0.99,1,0.8,1,0.74,0.52,0.74952,0.98,0.68,0.27,0.6,0.25,0.46,0.59,0.59,0.46,0.51304,0.4,0.5456,0.62553,0.47,0.23,0.23,0.43,0.47
47,"2019-01-22","Betrayal HC","Essence",4.05,4,4,1.81,10.35,6,6,13,3,7.31,8,11,4,4.9,12,2,3,6.76,4,7,7.65,55,5.3,16.5166,0.62,0.59,0.46,0.5,0.41,0.71,0.56271,0.5,1,1,0.59,1,0.59,1,1,1,1.71041,1,1,1,2,1,1,1,0.72,1,1,1,1,2.52,1.1,2,1,8,3,3,3.63844,1.14,2,2,6.3925,2.45,3,3.03,1,1,3,2,3,0.96,1,0.94,0.69,1,0.69,0.9,1,1,0.93,1,0.69958,0.59,1,1,0.56,0.37,0.6,0.46,0.46,0.59,0.8,0.46,0.6,0.46,0.74,0.74,0.65,0.23,0.27,0.43,0.46
48,"2019-01-23","Betrayal HC","Essence",3,2.98,4.06,1.73,8.83,8.24,6,13,3,7.01227,7.11,10.68,4,4.26,12,2.14,3.87778,6.97,4,7,7,50.14051,6,17,0.65,0.69,0.52767,0.59,0.4,1,0.67,0.44,1.68031,1,0.57,1,0.59,1,1,1,2,1,1,1,2,1,1,1,0.69571,1,1,1,1,2.24,1.26,2,1,7,3,3,5,1.75286,1.92,2,6,2.38,3,3.25,1,1,3,2,3,1,1,1,0.72444,1,0.79,1,1,1,1,1,0.71,1,1,1,0.59,0.5,0.97,0.67,0.56,0.59,1,0.54,1,0.58,0.75,1,1,0.22,0.23,0.45,0.44
49,"2019-01-24","Betrayal HC","Essence",3.7,2.93,4.44,1.33,8.83,8.24,5,13,3,7,7.87,10.29,0,4.1,12,2.88,3.87,6.791,4,7.53,7.24,54.42721,6,13.94612,0.29,0.22,0.22,0.47,0.26,0.445,0.61,0.22,1,1,0.46,1,0.56,1,1,1,2,1,0.76,1,1.14,1,1,1,0.58962,1,1,1,1,2.32,1.37,2,0.99,6.66,3,3,5,1.02,1.78614,2,6,2.93,3,3.33,1,0.86,3,2,3,1,0.44,0.54,0.95,0.44,0.44,0.7,0.44,0.95,0.53,1,0.51,0.43,1,1,0.44,0.31,0.22,0.3,0.59,0.26,0.22,0.26022,0.48,0.42,0.58,0.91,0.65,0.22,0.22,0.22,0.41
50,"2019-01-25","Betrayal HC","Essence",3.52,3.57,4.48,1.34,8.83,6.7,5.3,13,3,7.61,7.87,11,10,4.36,12,2.89,4,6.68,4,7.48667,7,54.47,6.73,12,0.24462,0.46656,0.21,0.52,0.26,0.56053,0.572,0.21,1,1,0.42,1,0.29,1,1,1,2,1,0.51,1,1,1,0.70286,1,0.31694,1,1,1,1,2.54,1,2,0.96,6,3,3,5,1,1.9,2,6.61,2.92,3,3.14,1,0.99,3,2,3,0.92,0.33,0.55,0.93,0.4248,0.63,0.63,0.31,0.61,0.43545,0.87675,0.42,0.34385,0.38615,1,0.5,0.32,0.21,0.21,0.66,0.24,0.23,0.27,0.3,0.39263,0.42545,1,0.98731,0.21,0.21,0.21,0.36
51,"2019-01-26","Betrayal HC","Essence",4.84,3.49,5,1.54,6.99,8.24,5,13,3,7.33,7.58,10,25,3.94,12,3,4,6.34,4,7.57,7,48,6.75488,14.98,0.24,0.43,0.19,0.51,0.25,0.3535,0.25,0.19,1,1,0.21,1,0.23,1,1,1,2,1,0.57737,1,1,1,0.52,1,0.2,0.49,1,1,1,3,1,2.58692,0.58457,6,3,3,5,1,2.31,2,6.41088,3,3,3.46,0.92,0.99,3,2,3,0.93,0.32,0.46,0.7,0.32,0.63,0.3,0.29,0.53,0.38,0.49333,0.19278,0.19,0.29,0.92,0.57,0.31,0.19386,0.21,0.73,0.24,0.23,0.29,0.19,0.31,0.27,0.74,0.26,0.19,0.19,0.22,0.20818
52,"2019-01-27","Betrayal HC","Essence",5.71111,3.58,5,1.83,6.86,20.88,5,13,3,7,7,9.83,25,6.48,12.57,2.28077,3.91,9,4,8,7,44.8102,6,14.18,0.18,0.46571,0.18,0.49,0.24,0.32,0.18,0.18,1,1,0.25,0.96,0.18,1,1,1,2,1,0.92,1,1,1,0.63,1,0.23,0.99,1,0.72,1,3,1.03,3,0.74,6,3,3,5,1,3,2,5,3,3,4.05,1,1,3,1.45,3,0.66,0.29,0.42,0.40846,0.35596,0.97,0.27595,0.3,0.51,0.36,0.82,0.18,0.18,0.27,0.91,0.57,0.31,0.18,0.21083,0.6,0.25,0.21136,0.2,0.18,0.34,0.28,0.53,0.28,0.18,0.18,0.21,0.18071
53,"2019-01-28","Betrayal HC","Essence",4.99,3.49,5,2,6,20.88,4.89,10,3,7,6,9.89,25,5.53,14.97,3,3,9.7,4,8,7,42.1452,6,14,0.18,0.4,0.18,0.18,0.18,0.18,0.18,0.18,1.50041,1,0.23,0.76,0.18,1,1,1,2,0.51,0.365,1,1,1,0.73,1,0.26,0.99,1,0.6,0.92,3,1.38,3,0.6,5,3,3.1,5,1.2,3,2,5,3,3,4.79,1,1.05,2.07571,1.96,3,0.65,0.3,0.53,0.27,0.36,0.24,0.25361,0.36,0.45,0.36,0.32,0.18,0.18,0.18,0.48,0.45,0.31,0.18,0.18,0.80526,0.18,0.18,0.19,0.18,0.28,0.18,0.28,0.18,0.18,0.18,0.18,0.18
54,"2019-01-29","Betrayal HC","Essence",5.03,3.4,5,2,6,18.78,5.19,10.55,3,7.53,6,9.89,25,5,14.6,3,3.86,9,4,8,7,43,6,12.55,0.17,0.41,0.17,0.17,0.17,0.17,0.17,0.17,1,1,0.26,0.95,0.17,1,1,0.84,1.05,0.43,0.43,1,0.42,1,0.78,1,0.27,0.99,1,0.76,0.8,3,1.55,2.622,0.6,5,2.7975,3.65,5,1.3426,3,2,4.54,3,3,5,1,2,2.43417,1.97,3,0.8,0.27,0.17,0.24,0.34,0.31,0.27,0.34,0.42,0.32,0.22,0.17,0.17,0.18,0.44,0.56,0.23,0.17,0.17,0.74,0.18,0.17,0.17,0.17,0.25,0.17,0.17,0.17,0.17,0.17,0.17,0.17
55,"2019-01-30","Betrayal HC","Essence",5.03,3.4,7.84,2,6,17.4,5.31,10,3,7.44,6,9.72,25,5,15.19,2.95,3.91333,9.46,4,8,7,45,6,12.72813,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1,1,0.24,1,0.17,1,1,1,2,1,0.7,1,0.42,1,1,1,0.21,1,1,1,0.63987,3,1.48,2,0.66,5,2.5,3.28261,5,2,2.81,2,4.6,3,3,5,1,1.82,2,2,3,1,0.27,0.17,0.24,0.34,0.31,0.28,0.34,0.39,0.31,0.22,0.17,0.17,0.17,0.52,0.54,0.21,0.17,0.17,0.72,0.17,0.17,0.17,0.17,0.33739,0.17,0.17,0.17,0.17,0.17,0.17,0.17
56,"2019-01-31","Betrayal HC","Essence",5.99,3,10,2,6,13.38,5,10.56,3,7.56,5.72,9.76,25,5,16.23,2.97,3.73,9.46,4,8,6.88446,45,6,12.10609,0.17,0.61,0.17,0.17,0.18,0.17,0.17,0.17,1,1.18324,0.8,1,0.18,1,1,1,2,1,1,1,1,1,1,1.1775,0.317,1,1,1,0.78,3,1,2,0.88441,5,2.5,3,5,2,2.4,2,4.37,3,3,5,1,1.9,2,2,3,0.84,0.34,0.37,0.28,0.34,0.52,0.53,0.55,0.73,0.34,0.28,0.19,0.17,0.24,0.49833,0.51,0.3,0.33,0.2,0.49,0.31,0.18,0.33,0.17,0.46,0.17,0.23,0.17,0.17,0.17,0.18,0.17
57,"2019-02-01","Betrayal HC","Essence",5.99,3,8.62,2,6,13.38,5,10.56,4.16,7.55,5.72,9.76,25,5,16.88,2.95,3.15,9.46,4,8,6.00612,45,6,11.99,0.17,0.33,0.17,0.17,0.19,0.17,0.17,0.17,1.6902,1.31,0.76438,1,0.28,1.85,1,1,2,1,1,1,1,1,1,1,0.36,1,1,1,1,3,1.18231,2,0.8,7,2.5,2.64,5,2,3,2,4.47,3,2.64,5,1.391,2,2,2,3,0.74,0.34,0.34,0.32,0.34,0.46,0.57,0.5,0.42,0.34,0.29,0.21,0.17,0.31,0.64,0.37,0.43,0.27,0.36,0.34,0.22,0.17,0.34,0.17,0.25,0.17,0.17,0.17,0.17,0.17,0.17,0.17
58,"2019-02-02","Betrayal HC","Essence",6,3,8.76,2,6,13.38,5,10,4.46125,7.56,5.63,9,25,5,16.99591,2.87,3.03,10,3.74,8,7,39,6,12,0.16,0.2,0.16,0.16,0.16,0.16,0.39,0.16,1.51,1.45,1,1,0.32,1.33,1,1,2,1,1,1,1,1,1,1.02,0.49,1,1,1,1,3.11,1.29,2.05,1,6.26714,2.42406,2,4.94,2,3,2,4.48,3,2,4.85,2,2,2,2,3,0.42733,0.32,0.46,0.4,0.64,0.45,0.54,0.78,0.45,0.16,0.38,0.63167,0.64,0.16,0.64,0.32,0.53,0.18412,0.3825,0.19,0.21,0.16,0.27,0.47,0.25,0.16,0.16,0.24,0.16,0.16,0.16,0.16
59,"2019-02-03","Betrayal HC","Essence",5.97,3,8.77,2,0,12.725,5,8.64,3.86286,8,5.57,10,25,5,16.82,2.38,2.6,10,3.27375,8,6.575,38.85367,6,12,0.17,0.17,0.17,0.17,0.17,0.17,0.4,0.17,2,1.08269,0.67853,1,0.52,1,1,1,1.97,1,0.75615,1,1,1.43,1,1,0.53,1,1,1,1,3.31,1.89,2.86364,1,5.24,2.2,3,3.38,2,3,2,4.3775,3,2,3.91,2,2,2,2,3,0.29,0.4,0.27,0.67,0.34,0.47,0.57,0.21,0.43,0.17,0.4,0.57,0.66,0.17,0.66,0.31,0.53,0.17,0.342,0.18333,0.17,0.17,0.41,0.47,0.51,0.17,0.17,0.17,0.17,0.17,0.17,0.17
60,"2019-02-04","Betrayal HC","Essence",7.23,3,8,2,15,12.23,5,6.92,3.74,5.9,5.86,10,21.39,5.4,15.72,2,2.67,10,3,8,6.71,35,6.78,10.03,0.16,0.16,0.35,0.16,0.32,0.32,0.62,0.16,1.89224,1,0.67,1,0.97639,1.41,1,1,2,1,1,1,1,1.61,1,1,0.52,1,1,1,1,3,1.97,2,1,5.06,2.16,3.25,3.692,2,3,2,4,3,2,4.45,2,2,2,2,3,0.27857,0.68,0.24,0.68,0.3,1,0.49,0.24,0.4,0.16,0.85,0.61,0.67,0.16,0.66,0.84,0.53,0.16,0.5,0.16,0.16,0.18,0.38,0.37,0.5,0.23,0.16,0.16,0.22,0.16,0.16,0.16
61,"2019-02-05","Betrayal HC","Essence",6.79,3,8.78,2,15,13.12,5,10.28,3.66,5.98,5.7,10,21.39,6.24,15.89,2,2.76,7.2,3,8.12,7,38.09,7,10.5,0.16,0.16,0.32,0.16,0.32,0.48,0.64,0.16,1.68,1,0.29,1,0.85,2,1,1,1.64,1,1,1,1,1.82,1,1,0.61568,1,1,1,1,3,2,1.43,1,5.35,2.02,3.19,4.53,2,3,2,4,3.14,2,4.52,2,2,2,2.58,3.88,0.17,0.51,0.49,0.68667,0.17917,1,0.47,0.26,0.5,0.22,0.87,0.31,0.98,0.16,0.31,0.91,0.44,0.16,0.1655,0.16,0.16,0.26,0.16,0.35,0.54,0.21,0.3,0.39,0.21,0.16,0.33,0.17
62,"2019-02-06","Betrayal HC","Essence",6.97,3,8.16,2,15,11.55,5,10.5,6.61,5.67,6.19,10,17.33,6,15,2,2,6.05,3,9.12,7,39,7,12.74,0.17,0.17,0.3,0.17,0.34,0.6525,0.44,0.19,1.7051,1,0.3,1,0.79,2,1,1,1.95,0.99,0.91,0.89,1,2,0.69,1,0.69,1,0.64,1,0.97,2.86,1.99,1.4,1,6.45,2,2.45,5.05,2,3,2,4,3.87,2,2.7,2,2,2,2.62,3,0.17,0.54,0.48,0.89,0.17,1,0.48,0.2135,0.41,0.20708,0.8,0.29,0.95,0.17,0.6,1,0.28,0.17,0.2,0.17,0.17,0.26,0.17,0.17,0.38,0.1975,0.21,0.17,0.3,0.17,0.17,0.28
63,"2019-02-07","Betrayal HC","Essence",8,3,8.01,1.91,10.79,12.88,5,10.5,6.61,5.67,5.21,10,17.33,6,15,2,2,6.05,3,10,7,39.60303,7,14.18,0.1675,0.16,0.27,0.51,0.25,0.39,0.17,0.16,2,1,0.3,0.79,0.37,2,1,1,1.92,1,0.87,0.83,0.9525,1.54,0.68,0.87526,0.8,1,0.68,1,1,3,1.925,1.45,1.81,8,2,3.06,5.06,2,3,1.76,3.74,3.87,1.84,3.78,2,2,2.13,2.24,3.01,0.16,0.49,0.16,0.16,0.28,1,0.39,0.62,0.31222,0.33,0.78,0.26,1,0.16,0.63,0.97,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.61,0.16,0.37,0.16,0.42,0.16,0.16,0.25
64,"2019-02-08","Betrayal HC","Essence",8,3,8.66,1.83,10.79,11.47,5,10.5,4.98,5.47,5.21,10,17.33,6.62,15,2,2,5.45,3,10,7,39.73,7,12.23625,0.17,0.17,0.32,0.51,0.26,0.48,0.17,0.17,1.92,1,0.536,0.84,0.36,2,1,0.77,1.83,0.70364,0.9,0.8,0.96,1.29,0.68,0.86,0.63,1,0.68,1,0.77,3,1.83,2,1.93,10.62,2,3.24,5.1,2,3,1.74,4,3.07,2,2.75,2,2,3,2,3.28,0.23,0.47,0.17,0.17,0.31,0.83,0.19,0.52,1,0.36,0.91,0.3,1,0.17,0.28,0.96,0.21,0.67,0.17,0.17,0.17,0.17,0.17,0.17,0.62,0.17,0.33,0.17,0.44,0.17,0.17,0.29
65,"2019-02-09","Betrayal HC","Essence",8,3,8.24,2,8.78,10.8,5,9.21,4.53,5.47,5.21,10,16.76,6.62,15,2,2.07,5.57,3,10,7,44,6.85,13.55,0.17,0.15,0.15,0.31,0.17,0.39,0.17,0.16,1,1,0.56,0.4,0.34,2,1,1,1.96,0.55773,0.99,0.46,0.90139,1.29,0.78409,1,0.48,1,1,0.93,0.79,3,1.84,2,1,8,2,4,5.25,2,3,1.5,2.22,3.12,2,2.73,1.58,2,3,2,3.00455,0.72,0.79,0.17,0.17,0.31,0.17,0.23,0.23,1,0.34,0.93,0.17,1,0.17,0.36,0.99,0.29,0.69,0.17,0.3,0.17,0.17,0.17,0.49,0.63,0.17,0.17,0.17,0.14,0.17,0.16,0.29
66,"2019-02-10","Betrayal HC","Essence",8.84,3,8.28,2,8.78,10.8,5,14.72,3.48,5.47,5.3,10,16.31,6.62,15,2,2.07,5.57,3,10.47,7,43,6,12.43,0.65,0.15,0.16,0.58333,0.17,0.17,0.17,0.16,1.3,1,0.53,0.58,0.33,2,1,1,2,0.43,1,0.4,0.8,0.85,0.94,1,0.48,0.68,1,0.62,0.78,2.5,1.83,2,1,8.73,2,4.17,5.23611,2,3,1.51,2.22,1.66,2,4.72,1.66,2,3.4,2,4,0.66,0.7,0.17,0.43,0.54,0.17,0.25,0.19,0.89,0.34,0.79,0.17,1,0.17,0.4,0.96,0.17,0.67,0.17,0.56,0.17,0.17,0.17,0.54,0.58,0.17,0.17,0.17,0.15,0.17,0.15,0.26
67,"2019-02-11","Betrayal HC","Essence",8.84,3.55,8,2,10,10.62,5,14.72,3.48,9,4,10,15.94,6.04,15,2,2,5.36,3,10.47,7,44.88,6,14,0.8475,0.15,0.17,0.65,0.18,0.18,0.18,0.16,1.58,0.98,0.64,0.3,0.36,2,1,1,2,0.53,1,0.60444,0.84,0.9,0.88,0.96,0.42,0.64,1,0.59,0.9,2.63,1.58,2,1.7,8.73,2,2.97,5.35,2,2.85,1.55,2,1.68,2,3.43,1.6,2.4,3.85,2,4,0.74,0.58,0.18,0.19,0.27,0.81,0.27,0.18,0.89,0.19,0.72,0.18,1,0.18,0.65,0.94,0.18,0.64,0.18,0.56214,0.44,0.18,0.19,0.58,0.57,0.18,0.18,0.18,0.16,0.18,0.16,0.3
68,"2019-02-12","Betrayal HC","Essence",8.11,3,8,2,10,10,5,11.06,3.82,5.3,4,10,17.02,5.62,15,2,2,5,3,8.22,7,44.3,6.84,13,0.43,0.17,0.18,0.2,0.18,0.21,0.18,0.17,1.77,1,0.46,0.77,0.38,2,1,1,2,0.67,1,0.78,0.81,1.17,0.63,1,0.36,1,1,0.89,1,2.79,1.56,2,1,7.91,2,2.79,4.19,2,3,1.58,2,2.22,2,1.75,1.14,1.97,2.47,2,4,0.58,0.58,0.18,0.23,0.34,1,0.2,0.18,0.59,0.18,1,0.29,0.97,0.18,0.63,0.6,0.27,0.61,0.18,0.52,0.18,0.18,0.18,0.42,0.57,0.2,0.18,0.18,0.17,0.18,0.17,0.18
69,"2019-02-13","Betrayal HC","Essence",8.37,3,8,2,10.8,10,5,11.06,3.82,5.3,4,10,17.46,5.62,14.32,2,2,5,3,9.22,7,43.53,6.77,13,0.39,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.99,1,0.23,0.99,0.35,2,1,1,2,0.63,1,1,0.74,1.19,0.63,1,0.52,1,1,0.87,1,2.712,1.65,2,1,7.19,2,2.6,3.85,2,3,1.61,2,2.22,2,1.58,1.05,2,2.17,2,4,0.56,0.57,0.18,0.21,0.36,1,0.21,0.18,0.54,0.18,0.95,0.27,0.95,0.18,0.63,0.6,0.27,0.58,0.18,0.46167,0.18,0.18,0.18,0.34,0.31,0.18,0.18,0.18,0.18,0.18,0.18,0.18
70,"2019-02-14","Betrayal HC","Essence",8.82,3,6.94,2,10.8,10,5,11.06,4.03,5.3,4,10,17.46,5.62,14.09,2,2,5,3,11.64,7,40,7,13,0.62,0.18,0.18,0.46,0.18,0.18,0.18,0.18,1.56,1,0.22,0.89,0.3,1,1,1,1.83,0.62,1,0.95,0.76,1.13,0.62,1,0.48,0.6,1,0.72,1,2.7,2,2,1,7.19,2,3.59,3,2,3,1.5,2,2.27,2,1.58,1,2,2.17,2,4,0.62,0.55,0.18,0.18,0.36,1,0.19,0.18,0.46,0.18,1,0.26,1,0.18,0.65,0.57,0.22,0.52,0.18,0.39,0.18,0.18,0.18,0.25,0.28,0.18,0.18,0.18,0.22,0.18,0.18,0.18
71,"2019-02-15","Betrayal HC","Essence",8.87,3,6.94,2,10.8,10,5,11.06,4.14,5,4,10,17.46,5.62,14.09,2,2,5.62,3,11.64,7,40,7,13,0.3,0.19,0.19,0.52,0.19,0.19,0.19,0.19,1.19,1,0.38,0.86,0.33,1.02,1,1,1.95,0.63,1,0.92,0.82,1.18,0.63,1,0.47,0.63,1,0.76,1,2.8,2,2,1,7.09,2,3.6,3,1.97,3,1.5,2,2.47,2,1.59,1,2,2,2,3.4,0.63,0.56,0.19,0.19,0.38,1,0.19,0.29,1,0.19,1,0.27,1,0.19,0.66,0.84,0.23,0.63,0.19,0.44,0.19,0.19,0.19,0.26,0.48,0.19,0.19,0.19,0.19,0.19,0.19,0.19
72,"2019-02-16","Betrayal HC","Essence",10,3,6.89,2,10.5,12.04,5,11.06,4.05,5.54,4,10,17.53,5.62,12.94,2,2,5.62,3,11.64,7,39,6.17,13,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,1,0.98,0.42,0.62,0.32,2,1,0.92,2,0.52,0.78,0.92,0.51,1,0.61,1,0.38,0.62,1,0.64,1,2.74133,2,2,1,7.11,2,3.56,3,1.68,3,1.5,2,2.09,2,1.59,1.01,1.86,2,2,3.43,1,0.62,0.19,0.19,0.27,1,0.27,0.42,0.73,0.21,0.52,0.19,0.81,0.19,0.73,0.6,0.25,0.48,0.19,0.71,0.23,0.2,0.19,0.29,0.51,0.19,0.195,0.19,0.19,0.19,0.19,0.19
73,"2019-02-17","Betrayal HC","Essence",8.45,3,6.56,2,10.5,8.8,5.03,10.43,4.06,5.54,4,7.96,17.14,4.68,15,2,2,6,3,11.64,7,35.42,6.46,13,0.33321,0.21,0.21,0.81,0.21,0.21,0.21,0.21,1,1,0.55,0.77,0.37,2,1,0.79,2,0.49135,1,0.83,0.47,1,0.44,1.39,0.47,0.88,1,0.62,1,2.11615,2,2,1,7.88,2,3.57,3,2,3,1.62,4.2,2.09,2,1.59,1.01,2,2.58353,2,3.66,1,0.61,0.21,0.21,0.27,1,0.21,0.44,0.35,0.26,0.53,0.21,0.69083,0.21,1,0.55,0.27,0.53,0.21,0.45,0.25,0.21,0.21,0.21,0.48,0.21,0.21,0.21,0.21,0.21,0.21,0.21
