"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Corona.Solaris","Dreadbeak","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Stormwall","Cameria.s.Avarice","Disintegrator","Dreadsurge","The.Enmity.Divine","The.Rippling.Thoughts","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
37,"2018-07-07","Incursion HC","UniqueWeapon",0.39,0.39,1.16061,1.04,2,1.83,1,0.39,0.54,2,1,1.56,29,0.39,380,2,0.54,1,1,3,0.7001,0.39,0.39,1,2,12,4,28.89105,1,0.39,0.39,5.88122,1,0.55,0.77051,4,0.39,0.39,0.39,1,0.73,8,0.39,2.05,1,10.97,1,2,55,0.39,0.75,27.5,0.39,1,0.39,1,1,0.54,0.39,0.82,0.39,0.39,0.39,0.59061,0.39,0.39,0.39,4,2.65245,6.98,1,5,1,0.77,1.68,3.05925,0.39,0.61163,1.09,0.39,1,0.39,1,1,1,0.54,0,35,0.55,0.55,1,0.39,0.39,1,1,0.93,0.39,0.53,3.95,1,0.4701,10,0.39,0.81,0.39,0.78,2,2,0.39,0.39,0.4,0.39,74.74,0.99,1,0.39,5,1,0.7801,0.5,0.39,5.39,1,2,1,1.55,0.39,1,0.39,0.97,0.74,0.3901,0.42122,26.55,73,0.7701,0.39,1,6,3,149.46417,0.39,3,1,1,0.6,2,40,1,414.42,1,0.54,0.39,1,1,0.54,0.39,9,0.92,0.53,1,0.5802,5.12,8,2.02,86.22041,1,8,1,0.54,0.39,1,58,2.42612,0.54,0.54,23.17,1,0.39,4,1,3,0.39,0.39,NA,5,1.69,77.37,33.46,0.39,0.54,1.36,0.39,0.39,0.39,0.39,267.78474,0.39,4,1,5,3.3,12.69,1,8,2,1,19.07,1.89,4.77,140.01,6.59,59.5,211.8,357.6,NA,NA,0.8802,10,NA,0.39,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
38,"2018-07-08","Incursion HC","UniqueWeapon",0.39,0.51,1.83,1,1.7602,1.1,1,0.39,0.54,1,1,2,29,0.39,412.39,2,0.39,1,1,3,0.99,0.33,0.36,1,2,11.75112,4,28.89579,0.97,0.39,0.39,5.00918,1,0.66,1,4,0.39,0.4,0.39,1,0.67,8.50038,0.39,3,1,12,1,2,50,0.39,0.95,16.77,0.51,1,0.39,1,1,0.54,0.3901,0.54,0.39,0.39,0.39,1,0.39,0.39,0.39,3,2.34,7,1,3.25,1,0.76147,1.88,3,0.39,0.7801,1,0.5201,1,0.39,1,1,1,0.4,0,30.57778,0.69,0.78,0.95,0.39,0.39,1,0.65051,0.92031,0.39,0.44,3,0.88,0.39,10,0.47,0.9301,0.39,1,2,2,0.39,0.39,0.48,0.4101,79.80909,1,0.54,0.39,4,1,1,0.52,0.39,5,1,2,1,2.81,0.39,1,0.39,0.7202,0.68,0.39,0.4,16.64,76.69,0.74,0.39,0.78,5.54,3,149.17909,0.39,4,0.57031,1,0.8001,2.47,35.51551,1,416.5,1,0.8302,0.39,1,1,0.54,0.39,9.27333,0.54,0.53,1,0.5401,5,7,2,87.63051,1,8,0.99,0.49,0.39,1,59.21622,3,0.6901,0.53,24.28,1,0.39,3.9,1,3,0.39,0.39,NA,5,1.59,76.53,40,0.39,0.79,1.28,0.39,0.47,0.39,0.39,270,0.39,4,1,5,3.98,12.5912,1,8.97,1.87,0.99,17.98,1.76,6.36333,148.75,6.2,59.5,200,357,NA,NA,0.72,10,NA,0.54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
39,"2018-07-09","Incursion HC","UniqueWeapon",0.39,0.4,1.07,1,1,1,1,0.39,0.54,1.55,1,2,29,0.39,416.2,2,0.5451,0.95,1,3,0.98,0.22,0.39,1,2,11,4,30.76,0.5434,0.39,0.39,5,1,0.55,0.9351,4,0.39,0.39,0.39,1,0.78,8,0.39,3,1,13,1,2,50.21,0.39,1,16.77,0.53,1,0.54,1,1,0.54,0.4702,0.54,0.39,0.4,0.39,0.54,0.39,0.39,0.39,3.48531,2,7,0.97041,3,1,0.98,1.51,3,0.39,0.83,1,0.4,1,0.39,1,0.84,1,0.4951,0,35,1,1,1,0.39,0.39,1,0.4451,0.94,0.39,0.4,3.55,0.9651,0.4,10,0.43,0.54,0.39,0.88,2.01,2,0.39,0.39,0.4451,0.39,76.6,0.6202,0.55,0.39,4.9051,1,1,0.39,0.39,5,1,2,1,1.9,0.39,1,0.39,0.64,0.54,0.39,0.39,21.17,72.24,0.72,0.39,0.8351,5,3,150,0.39,4,0.7251,1,0.4,2,39.29786,1,490.4575,1,1,0.39,1,1,0.55,0.39,9,0.54,0.48,1.05,0.66,5,6,2.79,81.34102,0.8602,8,1,0.5,0.39,1,60,3.43102,0.74,0.4,20.63,1,0.39,3.29,1,3,0.39,0.39,NA,10,1.23,77.67265,35,0.39,0.65,1.21,0.39,0.3951,0.39,0.39,270.765,0.39,4,1,5,3.03,11,1.2,9,1.32,1.01,18.13,2,4.8,148.56167,8.24,59.02,123.86,354.12,NA,NA,0.54,11,NA,0.54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
40,"2018-07-10","Incursion HC","UniqueWeapon",0.39,0.44,1.01,1,1,1,1,0.39,0.55,1.8,1,2,29,0.39,432.83143,2,0.55,1,1,3,0.91,0.18,0.39,1,2,9.07,4,29.71188,0.55,0.39,0.39,5,1,1,0.9851,4,0.39,0.55,0.39,1,0.8202,7,0.39,2.66694,1,14.39825,1,2,50.94,0.39,0.99,16.77,0.39,1,0.44,1,1,0.55,0.39,0.55,0.39,0.44,0.39,0.46,0.39,0.39,0.39,3,2,6,0.94,3,1,0.98,1.42,3.89,0.39,0.61,1,0.44,1,0.39,1,1,1,0.39,0,35,0.75,1,0.55,0.39,0.39,1,0.9951,0.78,0.39,0.39,4,0.9951,0.43,10.25,0.55,0.55,0.39,0.95,2.9,1,0.39,0.39,0.46,0.39,73.85543,0.89,0.55,0.39,5,1,1,0.39,0.39,4.41,1,2,1,1,0.39,1,0.39,0.4302,0.89531,0.39,0.39,18.67625,71.64,0.73,0.39,0.8351,5,1.92,146.65957,0.39,4,0.67,1,0.39,2,38.185,1,526.905,1,1,0.39,1,1,0.4651,0.39,9,0.81531,0.49,1,0.99,5,6,2,80,1,7.515,0.9751,0.52,0.39,1,60,3,0.55,0.4551,20,1,0.39,3.00462,1,3,0.39,0.39,NA,3.81,1.22,82.36,32.41,0.39,0.55,1.59,0.39,0.39,0.39,0.39,285.67984,0.39,4,1,4,2,11.07,1,8.302,1.56,1.11,18.33,3.23,7.01,157.49,8.11,58.54,115.84,312.195,NA,NA,0.44551,10,NA,0.68,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-07-11","Incursion HC","UniqueWeapon",0.38,0.5002,1,1.91,1,1.98531,1,0.38,0.55,2,1,2,29,0.38,417.41667,2,0.55,1,1,3,0.76,0.38,0.38,1,2,9,4,29.89,0.54,0.38,0.38,4,1,0.8351,0.9802,4,0.38,0.4051,0.38,1,0.9151,8,0.38,2.84,0.87041,14.22419,1,2,60,0.38,0.77,21,0.38,1,0.55,1,1,0.55,0.38,0.55,0.38,0.55,0.47,0.54,0.38,0.38,0.38,3,2,4.63,1,3,1,0.63,1,4,0.37,0.7451,1.31122,0.41,1,0.38,2,1,1.33,0.38,0,35,0.87,1,0.76,0.38,0.38,1,0.8,1,0.38,0.96082,3,0.71,0.3851,10,0.55,0.55,0.38,0.82,2,1.95531,0.38,0.38,0.96,0.38,72.65545,1,0.55,0.38,4,1,1,0.38,0.38,4,1,2,1,1,0.38,1,0.38,0.76,0.72,0.38,0.39,16.47,76.69,0.75,0.38,1,5.11423,1.65,149.2798,0.38,3,0.42571,1,0.60102,2,34.89082,1,498.66389,1,0.38,0.38,0.95,1,0.39,0.38,9,0.58,0.4151,1,0.7302,5,6,2,78,1,8,1,0.55,0.38,1,55,3,0.68531,0.55,20,1,0.38,1.88,1,3,0.38,0.38,NA,3.67,1.52,78.85,29.48,0.38,0.55,1.55,0.38,0.38,0.38,0.38,283.61313,0.52,4,1,4,2,11.93,1,8.63,1.79438,1.45,17.2,3.86,15.06,150,8.11,59.06,91.98,308.10833,NA,NA,1,10,NA,0.95,NA,1.98531,NA,NA,NA,NA,NA,NA,NA,NA
42,"2018-07-12","Incursion HC","UniqueWeapon",0.36,0.55,1,1.52,1,1.04,1,0.36,0.55,2,1,2,29,0.36,425.39,2,0.55,1,1,3,0.36,0.3551,0.34,1,1.39,9,4,29.16,0.55,0.36,0.36,4,1,0.55,1,4,0.36,0.55,0.36,1,0.84,9,0.36,2.2851,1,13,1,3,60,0.36,1,21,0.36,1,0.48,1,1,0.6,0.36,0.72,0.36,0.55,0.36,0.36,0.37,0.36,0.36,3,2,6,1,3,1,0.66,1,3.49,0.35,0.6551,1.42286,0.36,1,0.36,2,1,1,0.4951,0,34.72,1,1,0.6651,0.36,0.36,1,0.72,1,0.36,1,3.48,0.71,0.55,10,0.55,0.41102,0.36,0.57,2.9734,1.8,0.36,0.36,0.55,0.36,77.79786,1,0.4002,0.36,4,1,1,0.36,0.36,4.25,1,2,1,2.19,0.36,1,0.36,0.55,0.66,0.4051,0.45,17.71,131.92,0.87,0.36,0.8051,5.1,1.76,148.05397,0.36,2.45,0.5,1,0.72,2,35,1,472,1,0.37,0.36,0.79,0.62,0.55,0.36,8,0.55,0.36,1.03773,0.74,3,7,2,75,1,8,1,0.62,0.36,1,47.52612,3,0.71,0.36,20,1,0.36,1.97,1,3,0.36,0.36,NA,18.99,1.64,70,29,0.36,0.7,1.66,0.36,0.36,0.36,0.36,277.96,0.55,3.69,1,3.8425,2.6,13.1,1,7.95,1.51,1.57,12.64,2.83,15.06,145.81,10.59,59.02,98.005,296.6,NA,NA,0.99,9.68,NA,0.85531,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
43,"2018-07-13","Incursion HC","UniqueWeapon",0.36,0.5,1,1.62,1,1,1,0.36,0.55,1.3,1,2,14.1,0.36,412.612,2,0.56071,1,1,3,0.39,0.36,0.36,1,1.57,9,3.9501,30.84,0.48,0.36,0.36,4.5302,1,0.47,1,4,0.36,0.36,0.36,1,0.9602,9.14086,0.36,3,0.95051,13.91,0.9,3,59.09471,0.36,1,15.19,0.36,1,0.42,1,0.6901,0.92,0.44,0.82,0.36,0.55,0.36,0.36,0.55,0.37,0.36,3.58031,2,6,0.85,3,1,0.42,1.03,3.17,0.36,0.46,1,0.36,1,0.36,2,1,1.51,0.4702,0,34.51,0.53,1,0.75,0.36,0.36,1,0.5601,1,0.36,0.56,3.65,0.72,0.61,10,0.56,0.55,0.36,0.5302,2,2,0.36,0.36,0.72,0.36,78.6513,1,0.5202,0.36,4,1,1,0.36,0.36,4.3,1,2,1.39,2,0.36,1,0.36,0.55,0.83,0.65,0.36,22.14,133.04,0.9,0.36,0.81,5,1.31,140,0.36,3.27,0.55,1,0.36,2,30,1,466.17,1,0.56,0.36,0.84,1,0.5201,0.36,8.18,0.55,0.36,1.28344,0.92,3,7,2,75,1,8,1,0.72,0.36,1.28,47.16,2.72082,0.36,0.36,20,1,0.36,2.96,1,3,0.36,0.36,NA,59.245,2,67.55375,29,0.36,0.72,2,0.36,0.36,0.36,0.36,276.10243,0.55,2.94,0.93893,3,2.53,12.95333,1,9.1,1.53,1.7,13.39,2.05,14.56,134.90889,10.59,59.5,92.02,269.67643,NA,NA,1,10,NA,0.55,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
44,"2018-07-14","Incursion HC","UniqueWeapon",0.36,0.5001,1,1.06,1,1,1,0.36,0.63,1,1,3.44,11.2,0.36,402.35429,2,0.56,1,1,3,0.5,0.36,0.36,1,1,9,3,29.32,0.54405,0.36,0.37031,4,1,0.79,0.71,4,0.36,0.36,0.36,1,0.99,10,0.48,3,0.8601,14.97255,0.88581,3,60.57,0.36,1,14.21,0.46,1,0.43,1,0.5601,1,0.39173,0.74163,0.36,0.56,0.45,0.36,0.36,0.36,0.36,4,2,6,1,2.62,1,0.68,1,3,0.36,0.46,1,0.36,1,0.36,2,0.98,1,0.9901,0,30.97,0.56,1,1,0.36,0.36,1,0.46,0.9101,0.36,0.56,4,0.82,0.56,10.33633,0.56,0.56,0.36,0.52,2,1,0.36,0.36,0.72,0.36,72.04,1,0.7,0.36,4,1,1,0.36,0.36,4.69,1,2,1.32357,2,0.36,1,0.36,0.56,0.71,0.56,0.36,21.74,132.82,0.69,0.37,0.7902,5.45,1,140,0.36,3.62,0.56,1,0.54,2,30,1,465.45,1,1,0.36,0.77061,1,0.52,0.36,8,0.56,0.36,1.71,0.9901,3,7.9,1.66,75.07031,1,8,0.92031,0.73,0.36,1.34,40.9102,3,0.36,0.36,20,1,0.36,3.36,1,2.48,0.36,0.36,NA,32.94,2,65.6725,25,0.36,0.56,2,0.36,0.45,0.36,0.36,266.05278,0.37,1.89,0.94,2.38,2.57,13.32321,1,10,1.05,2.15,13.44,2.05,11.9,118.8,10.59,585,92.02,268.54786,NA,NA,0.83,10.88,NA,0.56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
45,"2018-07-15","Incursion HC","UniqueWeapon",0.36,0.55,1,1.17,1,1,1,0.36,0.55,2,1,3.44,10.92,0.36,386.09429,2,0.55,1,1,3,0.55,0.36,0.36,1,1,9.82513,4,29.19,0.55,0.36,0.44,3,1,0.9602,0.67,3,0.36,0.36,0.36,1,1,8.89,0.37,3,1,12,0.96483,3,65.54911,0.36,1,14.21,0.49,1,0.38,1,0.55,0.9919,0.36,0.71,0.36,0.36,0.55,0.36,0.36,0.36,0.36,4,2,6,0.92,2.3,1,0.85,1,3,0.36,0.55,1,0.36,1,0.36,2,0.73,1,0.8402,0,30.97,0.56,1,1,0.36,0.36,1,0.55,1,0.36,0.4002,4,0.95,0.53,11.6,0.36,1,0.36,0.5601,2,1.39051,0.43,0.36,0.36,0.36,74.26,1,0.5601,0.36,5,1,1,0.36,0.36,4.58,1,2,1.01,2,0.36,1,0.36,0.9901,1,0.4501,0.36,22.39,129.12,0.67,0.36,1,5.27,1.31,145.30667,0.36,3.18,0.6501,1,0.76,2,30,1,526.5,0.6801,0.58041,0.36,0.83,1,0.71,0.36,8,0.55,0.36,2,0.775,5,8,1.58,79.58102,1,8,1,0.67,0.36,1.51,44.59,2,0.45,0.7,18.64,1,0.36,3.75,1,2.48,0.36,0.36,NA,23.85,2,61.27,25,0.36,0.55,2,0.36,0.36,0.36,0.36,261.047,0.36,2,1,2.78,3.36,12,1.09,10.46,1,2,11.74,2.99,11.98,117,6.9,164.36,86.47,273.26,NA,NA,0.6301,12,NA,0.55,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
46,"2018-07-16","Incursion HC","UniqueWeapon",0.35,0.56,1,1.84041,1,1,1.0201,0.35,1,2,1,3.64,10.92,0.35,362.34,2,0.56,1,1,3,0.56,0.35,0.35,1,1.05,9.15789,3.20092,29.87,0.57,0.35,0.35,3,1,0.56,1,3.16,0.35,0.35,0.35,1,0.99,8,0.37,3,1,13.35,0.72,3,65,0.35,1,10.79,0.4402,1,0.3602,1,0.99,1,0.35,0.95,0.35,0.35,0.59,0.35,0.55,0.35,0.35,4,2,5.2,0.98,2.18,1,0.56,1.52,1.83,0.35,0.68,1.4,0.35,1,0.35,2,0.7,1,0.7,0,28.94,0.56,1,1,0.35,0.35,1,0.6001,1,0.35,0.35,4,0.81,0.56,12.15,0.38,0.93,0.35,0.62,2,2,0.56,0.35,0.56,0.35,71.63,0.92,0.66,0.35,4.82,1,1,0.35,0.35,4.72,1,2,0.97,2,0.35,1,0.35,1,0.7,0.35,0.55,27.25,234,0.7,0.35,1,5.37,1.33,159.16,0.35,3.62,1,1,0.95,2,30,1,526.5,1,0.55,0.35,1,0.84,0.8001,0.35,8,0.57,0.35,2,0.68,0,8,1.4,80,1,8,1,0.56,0.35,1.15,45,3,0.36,0.7,17.87,1,0.35,4.47,1,2.86,0.35,0.35,NA,13.21,2,60,24.66,0.35,0.84,2,0.35,0.35,0.35,0.35,254.32,0.44031,2,1,3.03,3.49,12,1.72,13.73,0.99,2,15.76,3.54,10.53,117,8.01,130.81,79.41,287.82,NA,NA,0.6801,10.69,NA,0.66,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
47,"2018-07-17","Incursion HC","UniqueWeapon",0.36,0.74041,1,1.92,1,1,1.0301,0.36,1,2,1,4.51,13.45,0.36,393.32,2,0.74,1,1,3,0.56,0.36,0.36,1,1,9.67,3.61031,30,0.56,0.36,0.36,3,1,0.63,0.8901,3.78459,0.36,0.36,0.36,1,1,9.48,0.53,3.00122,1,13,0.72,3,65,0.36,1,10,0.56,1,0.36,1,1,0.93,0.37,1,0.36,0.56,0.92,0.42,0.56,0.36,0.36,3.96,2,4.58,1,2.69,1,0.56,2,1.83,0.36,0.53,1.23129,0.38,1,0.36,0,0.84,1,0.42,0,29.88,0.7502,1,0.7201,0.36,0.50051,1,0.56,1,0.36,0.3901,4.03,0.84,0.56,14.41,0.69,1,0.36,0.91,2,2,0.56,0.36,0.7101,0.36,68.31,0.99,0.72,0.36,4.88031,1,1,0.36,0.36,7.224,1,2,1.73,2,0.36,1,0.36,0.85,1,0.53,0.3901,44.33,234,0.715,0.36,0.99,5,2,147.70833,0.36,3.67,1,1,0.8,2,29.79466,1,526.5,1,0.36,0.36,1,1,0.71,0.36,8.59714,0.73044,0.36,2,0.72,6,7.49579,1,85.04143,1,8,1,0.56,0.36,1.2,45,2.34,0.48,0.42082,18.5,1,0.36,4,1,2.86,0.36,0.36,NA,10,2.93,64.74,25,0.36,1,2,0.36,0.36,0.36,0.36,250,0.36,2,1,3.07,3.75,12,1.65,13.50059,1,2,15.53,3.45,11.16464,117,8.01,130.81,77.97,287.82,NA,NA,0.79,13.24,NA,0.56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
48,"2018-07-18","Incursion HC","UniqueWeapon",0.36,0.56,1,1.99,2,1,1,0.36,1,2,1,5.28,13.35,0.36,389.84,2,0.36,1,1,3,0.71,0.36,0.36,1,1.07,10,3.27,30,0.627,0.36,0.36,3,1,0.66,0.7901,4,0.36,0.36,0.36,1,1,10,0.36,2.7802,0.71,13.61658,0.69,2.96878,65.26,0.36,0.95621,10,0.45,1,0.6702,1,0.87,1,0.55,1,0.36,0.56,0.89,0.56,0.5601,0.36,0.36,3.3102,2,3.57679,1,2.49,0.85,0.56,2,2.57,0.36,0.5601,1.02,0.36,1,0.35,1.71,1,1.03286,0.49041,0,30,1,1,1,0.36,0.45,1,0.60031,1,0.36,0.36,3.51,0.98,0.45,16.4,0.6502,1,0.36,0.99,2,2,0.56,0.36,1,0.36,68.06,1,0.8701,0.36,5,1,1,0.36,0.36,9.83,1,2,2.46,1.74,0.36,1,0.36,0.57,1,0.47,0.36,26.13,234,0.71,0.36,1,5,1.88,148.81,0.36,2.94,0.79122,1,0.8001,2,27.84,1,526.5,1,0.36,0.36,1,1,0.56,0.36,8.90447,0.9,0.36,1.77,0.78,0,6.64,1.58,86.33,1,8,1,0.5601,0.36,1,45,2.56,0.48,0.36,14.27036,1,0.36,4.82,1,2.77,0.36,0.36,NA,7.02,2.3,60.16,26.73,0.36,1,1.83,0.36,0.36,0.36,0.36,225.08919,0.36,2,1,4.11,3.75,11.44,1.65,11.73,0.95,2.45,15.53,3.36,11,110.58,9.14,117,98.5,290.06,NA,NA,1,15,NA,0.57,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-07-19","Incursion HC","UniqueWeapon",0.36,0.98,1,1.24204,1.08,1,1,0.36,1,2.65,1,4.77,13.35,0.36,393.9,2.63,0.4,1,1,3,0.8,0.36,0.36,1,1.29,10,3.98,30,0.7,0.36,0.36,4,1,0.8702,0.8,5,0.36,0.40031,0.36,1,1,10,0.36,2,0.9,13,0.7,2.36,65.94,0.36,0.71,10,0.36,1,0.76,1,1,1,0.4601,1,0.36,0.48,0.92,0.57,0.56,0.36,0.36,4,2,6,0.93071,2.46,0.9,0.56,2,1.73,0.36,0.57,1.06,0.36,1,0.36,1.71,1,1,0.72,0,30,1,1,1,0.36,0.36,1,0.57,1,0.36,0.36,3.38,0.73,0.46,19.27,0.59051,1,0.36,1,2,1,0.56,0.36,0.57,0.36,76.81,0.9,0.91,0.36,4.60194,1,1,0.36,0.36,8.77,1,2,1.34781,1.92,0.36,0.83041,0.36,0.87,1,0.3601,0.36,26.55,175.5,0.71634,0.36,0.9201,5,1.96,149.96286,0.36,2.94,0.57,1,1,2,29.99,0.9,526.5,1,0.36,0.36,1,1,0.56,0.36,9.2,0.78,0.36,1.18,0.72,10,7.03675,2.19,86.79,1,7,1,0.56,0.36,1,45,3,0.56,0.36,13.18,1,0.36,4.96,1,2.77,0.39,0.36,NA,11.07,2.34,55.78,28.30958,0.36,1,2,0.36,0.37,0.36,0.36,231.99,0.36,1.98,1,3.51,3.75,12,2,10.39,2.7,2.44,11.14,4.21,11,89.23,9.28,117,90,291.26,NA,NA,1,9.22,NA,0.57,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-07-20","Incursion HC","UniqueWeapon",0.36,0.78,1,1.46,1.1,1.75,1.0601,0.36,0.83,4,1,5.05,13.24,0.36,387.04,2.12,0.5501,1,1,3,0.71,0.36,0.36,1,2,10,3,30,0.76038,0.36,0.36,4,1,0.75,0.82,5,0.36,0.56,0.36,1,0.99,9.69,0.52179,1.73969,1,12.6,0.72,2.71,67.96,0.36,0.87,9.2,0.36,1,0.72,1,0.95031,0.71,0.51041,1,0.36,0.36,0.61,0.56,0.5501,0.36,0.36,4,2.96,6,1,2.42,0.93,0.56,2,1.95,0.36,0.81,2,0.36,1,0.36,1,1,1,0.99,0,30,0.5801,1,0.83071,0.36,0.36,1,0.8502,1,0.36,0.36,6,0.94,0.56,19.6,0.99,1,0.36,1,2,1,0.56,0.36,0.57,0.36,72.77,0.91,0.77,0.36,5,0.86,1,0.36,0.36,8.91,1,2,1.29,2.03,0.36,0.85,0.36,0.57,1,0.36,0.42,24.04,173.07,0.57,0.36,1,5.18,1.72,151.25,0.36,3,0.56,1,1,2,30,1,519.12,1,0.49031,0.36,1,1,0.56,0.36,8.29,1,0.51,1.31,0.72,0,6,3.49,85,1,7,1,0.56,0.36,1.2375,43.7,2.02,0.37,0.36,14.74,1,0.36,6.4,1,2.61,0.36,0.36,NA,11,2,50,28.79,0.36,1,2,0.36,0.3802,0.36,0.36,227.34,0.36,1.24,1,10,4.57,12,2,12.37594,2.64063,3.19,14.72,2,11,72.55,9.28,115.38,0,386.24625,NA,NA,0.9901,10.99769,NA,0.5601,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
