"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","The.Alchemist","The.Ambitious.Bandit.I","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.V","Undead.Uprising","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Beyond.Sight.II","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Storm.Spire","Trapped.in.the.Tower","Anarchy.s.End.III","Anarchy.s.End.IV","Beyond.Sight.III","Fallow.At.Last","Path.of.Betrayal","Thaumaturgical.History.IV","The.Ambitious.Bandit.II","The.Child.of.Lunaris","The.Feral.Lord.IV","The.Queen.s.Sacrifice","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Warmongers.IV","Unbearable.Whispers.IV","Unnatural.Energy","Vaal.Invasion","Battle.Hardened","Faith.Exhumed","The.Ambitious.Bandit.III","The.Bishop.s.Legacy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Mentor","The.Plaguemaw.III","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
26,"2017-08-29","Harbinger HC","Prophecy",0.9218,0.9222,1,5.0764,1.0018,0.875,1,0.627,0.4178,0.9398,0.9784,1,1.23,3,35.2156,0.7146,0.99,0,4.8658,0.9136,2,9.6788,0.6462,0.9488,0.429,1,4,3.24,1.0024,0,0.942,0,6,0.7234,1.05536,8.3406,1,0,0.8575,1.9932,561,0.85,3.1718,1.4422,0.5284,0.3404,71.6774,0.6606,1,1,1,1,4.7382,0.4114,0.511,1,2.3236,0,0.5496,0.57,0,1,0.5046,0.9136,0,0,17,0.1904,0.4662,4.0104,0.841,0.7302,2,1,0.9716,0.767,NA,0.9164,0.8502,2,0,3,0.1904,0.49,9.877,0.2874,0.9544,0.6078,0.4164,0.6426,0.4408,NA,NA,0.167,0.86,6.763,1.2748,0.9316,0.8,5,0.9384,1.4028,0.5372,0.9388,1.931,0.9986,1,0.931,1,4,6,0.8768,0.932,2.83,0.9974,0.7914,0.9084,0.768,1,0.3868,29.9196,0.9986,3,8.1232,0.7218,0.6612,0.2828,1,1.0448,1.5384,0.9656,0.4876,0.4836,0,0,12,0.3862,1,2.0148,0.9302,3.7362,0.9862,1,0.86217,0.8282,0.86,0.9378,1,0.9236,0.272,0.9276,0.598,0.9238,11.621,0.6846,1,0.8974,0.8678,0.4124,1,0,1.29,0.6736,0.99,0.4976,0,3.4042,0.1982,0.7288,5,5.0338,0,5,0.4768,1,1,0.8928,0,1.9028,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,0,1,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2017-08-30","Harbinger HC","Prophecy",1.06898,0.96184,1.07653,5.1702,1,0.89163,1,0.4902,0.7902,1,1,1,1.23,0,34.98306,0.6849,0.99,0,4.82449,0.84878,2,9.73571,0.53143,1,0.42,1,4,3.24,1,0,0.92424,0,4.07143,0.87306,1.01551,7.89388,1,0,0,1.82245,563.26531,0.86,3.67449,1.01694,0.70102,0.34082,72.05327,0.7,1,1,1,1,5.23408,0.44449,0.43,1,2.11694,0,0.44796,0.53653,0,1,0.57551,0.9051,0,50,16.5198,0.19082,0.44388,4.15735,0.85041,0.8151,1.85612,1,1,0.6298,NA,0.89204,0.95939,2,3,3,0.19082,0.59449,11.24755,0.23571,0.95,0.73347,0.44408,0.62959,0.40694,NA,NA,0.13694,0.71735,6.0849,1.91469,0.97408,0.56429,5.11735,0.95,1,0.59102,0.92347,1.04571,0.99469,1,0.9951,1,4,6,0.86,0.69694,2.68306,1,0.52714,0.94714,0.78551,1,0.27,30.56367,1,2.89612,8.83347,0.56469,1.01857,0.30204,1,1.62102,1.92388,0.95755,0.38041,0.45735,1,0,0,0.39796,1,1.94857,0.64245,2.6249,0.6802,1,2,0.9051,0.79265,0.95918,1,0.93082,0.21265,1,0.98571,0.91102,9.98347,0.36347,1,0.9998,1,0.32469,1,0,1.29,0.86551,1,0.49,0,3.9649,0.2949,0.72714,5,6,0,5.54571,0.46061,1,1,0.96735,0,1.99061,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,0,1,NA,3.10612,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2017-08-31","Harbinger HC","Prophecy",1.06,0.9902,1,5.0414,1,0.9758,1,0.4748,0.9286,1,1,1,1.8614,0,33.6482,0.6324,1.1718,0,5.233,0.8842,2,9.513,0.3902,1,0.6454,1,0,3.24,1,0,0,0,1.5,0.8782,1.0112,7.0054,1,0,0.18056,1.9844,554.58333,0.973,3.6982,1,0.6882,0.3272,72.1178,0.7526,1,0.9832,1,1,4.8838,0.8802,0.3534,1,2.6138,0,0.437,1.1084,0,1,0.5662,0.9248,0,50,16.889,0.1698,0.368,3.6248,0.7082,0.8676,1.12,1,1,0.6154,NA,0.8978,0.7656,2,1.704,3,2.146,0.5314,11.7984,0.2208,0.9568,0.897,0.4402,0.6702,0.3966,NA,NA,0.1358,0.6534,6.158,1.9868,0.9808,0.4402,5.0464,0.9454,1,0.522,0.9146,1.4036,0.9794,1,0.9714,1,4,6.1136,0.86,0.6916,2.2908,1,0.5468,0.96,0.959,1,0.3326,29.972,1,2.902,8.6114,0.602,2.0346,0.324,1,1.9656,1.8632,0.9652,0.384,0.447,1,4,0,0.3898,1,1.4854,0.5314,2.5608,0.8398,1,2.7896,0.9302,0.579,0.9778,1,0.9588,0.2254,0.9988,0.9406,0.9296,11.1756,0.3678,1,1,1,0.2024,1,0,1.2906,0.898,0.9864,0.4902,0,4,0.6044,0.6858,5,6.2592,0,5.7996,0.3634,1,1,0.9696,15,1.7166,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,0,1,NA,3.2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2017-09-01","Harbinger HC","Prophecy",1.04959,0.84061,1,5.44776,1.01735,1,1,0.46816,0.96571,0.97959,1,0.96245,2,0,30.95469,0.67816,2,0,4.73327,0.97143,2,9.25306,0.39429,1,0.64918,1,3,4.85633,1,0,0,0,1.5,0.95265,1.01,6.81204,1,0.57957,0.17898,1.67388,0,0.9898,3.46367,1.46041,0.66612,0.69122,75.93408,0.92286,1,0.98245,0.96796,0.93857,4.96816,0.92939,0.40449,0.99735,2.6349,0,0.38286,2.46694,0,1,0.53551,1,0,50,17,0.16918,0.32592,3.1502,0.63143,0.85796,1,1,1,0.51449,NA,0.94592,0.6649,1.77306,1.17143,3,1.13082,0.69837,13.23592,0.19571,1,0.90122,0.51612,0.7202,0.37429,NA,NA,0.13898,0.64878,7.62265,1.51143,0.97347,0.52082,5.00571,1,1,0.51286,1.18122,1.97102,0.97,1,0.93551,1,3.804,6.71,0,0.86224,2.82776,1,0.34857,0.94327,1,1,0.32367,29.97449,1,3,7.47327,0.67918,1.7149,0.34184,0.94163,2,1.90714,0.97163,0.42184,0.43143,1,4,0,0.38571,1,1.0451,0.54408,2.9698,0.83082,1,2.31592,0.98531,0.43082,1,1,0.99796,0.23163,0.93592,0.72571,0.9649,17.83265,0.35551,1,0.99082,1,0.18796,1,0,1.29429,0.81918,0.97857,0.4902,0,3.97735,0.64388,0.67878,5,6.00306,0,5.83694,0.29143,1,1,0.97755,15.01265,1.07204,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,1,NA,3.17469,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2017-09-02","Harbinger HC","Prophecy",1,0.875,1,5.5174,0.9956,1,1,0.6436,1,0.931,1,0.9474,2,0,31.3754,0.7388,2,0,2.6534,1,2,9.863,0.405,0.9858,0.764,1,3,5,1,0,0,3,1.5,0.9824,1.0156,6.3876,1,0.7434,0.1344,1.5752,0,0.9498,3.92,1.888,0.635,1.1166,75.3568,0.8936,1,0.9664,0.9524,0.7494,4.5518,0.7972,0.4318,0.9962,2.1368,0,0.3566,1.2148,0,1,0.6726,1,0,50,16.7248,0.1612,0.3062,3.0212,0.6886,0.8768,1,1,1,0.6086,NA,0.9668,0.5456,2,1.1712,3,0.6082,0.716,14.574,0.1788,1,0.9568,0.9044,1.0144,0.4822,NA,NA,0.2126,0.6166,7.5062,1.0004,0.9834,0.9762,5.0838,1,1,0.6414,1.2048,1.943,0.9674,1,0.9578,1,0.08,6.71,1,0.8996,2.48,1.238,0.2266,0.625,0.9904,1,0.3396,30.4602,1,3,7.0262,0.7638,1.9584,0.3984,0.7074,1.9962,1.9992,0.974,0.517,0.4618,1,4,0,0.3978,1,1.9558,0.4468,3.024,0.9382,1,1,1,0.3874,1,1,0.9086,0.178,0.936,0.7824,0.9444,16.115,0.3516,1.0768,0.9828,1,0.192,1,0,1.3404,0.7924,0.95,0.4468,0,4.036,0.2698,0.8216,5,6.0216,0,6.466,0.2714,0,1,0.9774,16.51429,1.3538,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,1,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2017-09-03","Harbinger HC","Prophecy",1,0.9736,1,5.8354,1,0.9248,0.931,0.4672,0.9726,0.7624,0.9428,0.944,2,0,31.2046,0.838,1.48,0,4.0144,0.8622,1.9984,8.273,0.4242,0.9794,0.9754,1,3,0,1,0,0,3,1.5,0.9598,1.0156,4.9952,0.9762,1,0.12,1.363,0,0.88,3.803,1.9432,0.5834,1,74.994,1,1,0.9918,0.9558,0.9192,6.384,0.6852,0.3726,1,2.8826,0,0.4552,1.1498,0,1,1,1,0,44.0588,16.9848,0.183,0.3178,3.6638,0.9878,0.7172,1,0.989,1,0.5742,NA,0.8506,0.573,1.9676,1.1504,3,0.8416,0.5784,14.7436,0.19,0.9632,0.8542,0.7018,1.0264,0.49,NA,NA,0.7358,0.9044,8.8146,1.0082,0.9878,0.9456,5.2278,1,1,0.5736,1.004,2,0.9564,1,0.995,0,0.08,3.5056,1,0.9228,2.9212,1,0.2006,0.4362,0.9956,1,0.392,32.0014,0.988,3.335,6.5952,0.8242,1.6382,0.3634,0.6122,1.9736,2,0.9848,0.6392,0.5084,1,4,0,0.548,1,1.942,0.4558,3.0456,0.968,0.9186,1,1,0.3612,1,1,0.715,0.2166,0.9602,0.5498,0.9502,14.7998,0.3588,1.12,1,0.8024,0.4902,1,0,1.3674,0.8766,0.989,0.4558,0,4.0962,0.579,1,5,5.495,0,6.922,0.364,0,1.2802,1,5.22042,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,0,1,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2017-09-04","Harbinger HC","Prophecy",0.54,1,1.0024,5.8408,0.9998,0.8212,0.7662,0.4636,0.9276,0.6378,0.9092,0.947,2.266,2,30.0866,0.8818,1,0,4.4824,0.8624,2,4.327,0.4214,0.9774,0.995,1,3,0,1,0,0,3,1.02,0.964,1.01,4.9052,0.9282,1,0.12,1.4942,400,0.8412,3.1788,1.9794,0.56,1,79.7944,1,1,0.9858,0.9676,0.9876,7.1954,0.7296,0.173,1,2.9666,25,0.4628,1.1218,0,1,0.9986,1,0,43.88,16.8496,0.3378,0.5536,3.7512,0.9216,0.6118,0.9784,0.9026,1,0.4698,NA,0.4654,0.7444,1.5214,1.4704,3,1,0.6128,13.9744,0.3172,0.9678,0.7318,0.5398,1.0164,0.4848,NA,NA,0.7808,0.9908,8.5512,1.0088,0.9528,0.956,6.7678,1,1,0.4852,1,1.9724,0.9564,1,1,0,0.08,3.21,0.9538,0.8932,2.864,1.0688,0.9876,0.4844,1,1,0.474,33.9192,0.998,3.6166,6.1736,0.9218,1.0564,0.3216,0.537,1.9382,2,0.979,0.7022,0.8664,1.0384,4,0,0.4542,0.9242,2,0.4608,3,0.9868,0.8474,1.042,1,0.4566,0.9908,1,0.621,0.2338,0.95,0.5706,0.9714,11.1892,0.3896,1.1536,0.9414,0.4654,0.6274,1,0,1.39571,0.9116,1,0.4654,0,3.8646,0.7272,1,5,5.0438,0,7.1448,0.2526,0,1.7074,1,23.047,1.7668,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,0,1,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2017-09-05","Harbinger HC","Prophecy",0.55265,1,1.29633,5.8349,0.99816,0.7949,0.8198,0.47122,0.9302,0.40388,0.94143,0.94061,1.88061,2,30.03469,0.88469,1,0,4.36143,0.69143,2.09633,5.90959,0.44184,0.9851,1,1,3,0,1,0,0,3,1,0.94102,1.43224,4.13633,0.71388,1,0.12,2,0,0.88,3,2,0.50571,1,89.6049,1,1,0.99122,0.98245,0.5651,5,0.73286,0.16653,1,2.85204,25,0.47388,0.92102,0,1,1,0.97061,0,50,16.12918,0.33367,1,3.01388,0.80837,0.71347,0.99918,0.76122,0.99367,0.48061,NA,0.47531,0.5351,1.26449,2,3,1,0.64367,13.21286,0.38816,0.95041,0.50327,0.52959,1.02245,0.77163,NA,NA,0.88163,1,8.72469,1.76408,0.93327,0.91612,6.07184,1,1,0.49143,1,1.99449,0.95959,1,0.99796,0,0.08,3.26633,0.95918,0.83837,2.78694,1.06327,1,0.88245,1,1,0.46367,34.7502,1,3.85837,7.53327,1,1.19265,0.41531,0.9998,2,2,0.95061,0.82163,0.9898,1.12,0,0,0.23571,0.78714,1.47653,0.46143,3.44959,0.98245,0.91837,1.1,0.56184,0.47531,0.7698,1.00939,0.65551,0.32,0.93408,0.47531,0.94653,8.22878,0.40204,1.11347,0.83755,0.47531,0.73592,1,0,0,0.93,1,0,0,3.99551,0.54694,1,0,4.89918,0,7,0.22327,1,1,1,23.08163,1.66776,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,0,1,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2017-09-06","Harbinger HC","Prophecy",0.6014,0.9996,1.7328,5.9742,0.9908,0.7306,0.815,0.4768,0.8168,0.4502,0.7434,0.99,1.1548,2,30.5334,0.78,1,0,4.4516,0.6926,2.0972,8.518,0.661,0.954,1,1,3,5,1,0,0,3,1,0.9628,1.96,4.8744,0.6868,1,0.1202,2,694,0.7764,3,2,0.4836,1,90.2762,1,1,0.9852,0.9938,0.49,5.2464,0.6078,0.162,1,2.6958,25,0.477,0.9388,0,1,1,0.8488,0,42.5,17.1184,0.4354,0.9762,3.5278,0.9886,0.7018,1,0.6042,0.9852,0.4928,NA,0.4972,0.6766,1.922,2,3,1,0.6496,12.7472,0.3872,0.9642,0.531,0.6072,0.9358,0.948,NA,NA,0.9856,1,7.7378,2,0.6844,0.9262,5.3414,1,1,0.588,1,1.9752,0.9808,1,1,0,0.08,3.4662,0.9206,0.6436,2.836,1,0.9896,0.821,1,1,0.4696,34.3978,0.9952,4,7.5136,0.9946,1.18,0.5406,1,1.9976,1.9474,0.98,0.8848,0.996,1.6608,0,0,0.2842,0.49,1.4252,0.4756,3.9888,0.9988,0.8936,1.09,0.7688,0.4732,0.7452,1,0.7494,0.1422,0.889,0.49,0.9516,7.5696,0.6478,1.092,0.812,0.49,0.8458,1,0,0,0.8896,1,0,0,3.9564,0.6766,1,0,4.9124,0,7.0202,0.3018,1,1,1,21.804,1.1956,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,3,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2017-09-07","Harbinger HC","Prophecy",0.518,0.954,1.0336,5.9338,0.9892,0.6068,0.8516,0.4756,0.8024,0.413,0.587,0.9936,1.151,2,31.406,0.735,1,0,4.7314,0.64,2.8048,8.588,0.9672,0.8688,1,1,2.37,5,1,0,0,3,0,0.9626,1.96,4.98,0.656,1,0.1618,2,650,0.49,2.8348,2,0.48,1,87.5574,0.9936,1,0.9904,1,0.5694,6.831,0.49,0.3636,0.8896,2.0756,25,0.4788,0.9342,0,1,0.9894,0.9754,0,40,17.8356,0.694,0.9616,3.9524,0.9982,0.5752,1,0.57,0.6096,0.4656,NA,0.49,0.9704,2,1.7586,2.26,1,0.6592,13.1436,0.38,0.9634,0.4642,0.6902,0.81,0.94,NA,NA,1,1,6.7364,1.998,0.6876,0.7228,5.5536,1,1,0.7264,0.8726,1.9946,0.97,0.9984,1,0,0.08,3.45,0.64,0.983,2.9678,1,1,0.8646,1,1,0.5542,33.4238,1,3.888,7.8782,0.9546,1.8848,0.5242,0.9824,1.9906,1.9922,0.98,0.818,0.9488,1.076,0,0,0.305,0.49,1.9978,0.49,4,0.9992,0.9048,1,0.825,0.3874,0.901,1,0.6524,0.1536,0.8924,0.49,0.9494,6.3946,1,1,0.7608,0.49,1,1,0,0,0.7638,1,1.52933,0,3.979,0.9162,1,0,4,0,7,0.331,1,1,1,14.874,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,2.6712,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2017-09-08","Harbinger HC","Prophecy",0.30143,0.96184,1.00102,5.57714,0.97694,0.57061,0.90959,0.4898,0.61347,0.3949,0.55918,0.86265,1.15694,2,32.09878,0.74143,1,0,4.81184,0.57327,2.14306,8.57939,0.97673,0.56735,1,1,2.06327,5,1.09408,0,0,3,0,0.96143,1.98776,4.97878,0.6898,1,0.42796,2,0,0.49,2.99918,2.00735,0.47571,1,90.69796,0.99776,0.9949,0.99694,1,0.97776,6.48122,0.49408,0.44837,0.81265,2,25,0.3798,0.94959,0,1,0.78857,0.54694,0,0,19.72286,0.80551,0.96306,3.95163,1,0.5049,1,0.51735,0.78653,0.47837,NA,0.49694,0.98796,1.95061,1.29,2,1,0.50388,13.62857,0.37163,0.9698,0.47286,0.65306,0.49694,0.94286,NA,NA,0.99918,1,6.99204,1.9902,0.68469,0.4349,7.61673,0.97429,1,0.41408,0.84878,1.61449,0.72122,0.96184,1,0,0.08,3.45102,0.6102,0.99837,3.1298,1,1,0.93,1,1,0.71653,33.93306,1,3.99408,8.54551,0.76796,1.54612,0.71184,0.65653,2.02939,2,0.90061,0.53327,0.5851,1,0,0,0.25204,0.49694,1.85429,0.52551,3.91796,1,0.88796,1,0.79408,0.39204,0.83429,0.83571,0.49694,0.45163,1,0.51429,0.9498,7.57367,0.95918,1,0.77347,0.49694,0.90224,5.54531,0,0,0.77755,1,1.56,0,3.76102,1,1,0,3.78408,0,7,0.16102,1,1,1,13.2,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,2.30367,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2017-09-09","Harbinger HC","Prophecy",0.2844,0.9194,1.229,5.151,0.9484,0.559,0.9124,0.4976,0.4868,0.3216,0.5388,0.7388,1.2074,0,31.3682,0.3952,1,0,4.9916,0.3016,2,9,0.965,0.4842,1,1,2,5,1.23,2,0,3,0,0.9768,1.9904,4.6892,0.5018,1,0.8656,2,884.66188,0.4746,2.979,2.3124,0.45,1.33667,89.7262,0.971,0.9778,1,1,0.9688,5.2566,0.3974,0.3482,0.8466,2,25,0.1994,0.9262,0,1,0.3068,0.2726,0,0,19.9468,0.521,0.743,3.8104,1,0.466,1,0.4172,0.5366,0.4254,NA,0.4976,0.946,1.4782,1.29,2,1,0.4976,14,0.6326,0.9662,0.493,0.6104,0.4852,0.9298,NA,NA,0.9572,1,6.865,1.8622,0.6144,0.4288,7.9164,0.9046,0.9984,0.469,0.9304,1.8098,0.6708,0.6496,1,0,0,3.3724,0.4894,0.9938,3.9132,1.0866,1,0.97,0.9974,1,0.3038,34.873,1,3.7174,9,0.7202,1.971,0.7856,0.964,2.0768,1.5296,0.7502,0.484,0.4976,1,0,0,0.1536,0.4908,1.6394,0.6976,3.9626,0.9976,0.9818,1,0.7744,0.356,0.559,0.6772,0.4852,0.7274,1,0.5826,0.9278,5.7244,0.5638,1,0.5854,0.4976,0.515,4.8976,0,0,0.6416,1,1.56,0,3.9404,1,1,0,3.7148,0,7.0012,0.1536,1,1,1,14.8758,1.1086,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,5,NA,2.22,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
