"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
95,"2019-12-09","Blight HC","UniqueFlask",5,20.72,3,0.92,2,0.45,35,1,1,1.07,20,0.83,32.18,24.36,100,0.8,20,5.52,2.68,8,5,0,30.8,0.53,3186.4,0
1,"2016-12-02","Breach HC","UniqueFlask",0,0,NA,0,0,1,0,0,0,0,10,0.38,0,0,0,4,0,NA,0,0,0,0,NA,NA,NA,NA
2,"2016-12-03","Breach HC","UniqueFlask",13.266,0,NA,0,9.57635,0.69175,0,0.41039,63.33833,0,20.13222,0.44474,0,50.58182,130.64786,0.65,0.32339,NA,2.32909,0,27.24755,0,NA,NA,NA,NA
3,"2016-12-04","Breach HC","UniqueFlask",8.1625,0,NA,0,2.72482,0.26,0,0.19857,21.38554,0,19.61554,0.23875,34.97426,34.47286,92.67304,0.20107,0.19839,NA,1.47304,77.7615,20.14732,0,NA,NA,NA,NA
4,"2016-12-05","Breach HC","UniqueFlask",6.21316,23,NA,7,1.33333,0.20158,0,0.19719,15.90211,0,20.65035,0.19719,27.24246,25.98456,96.98614,0.19877,0.21456,NA,0.98561,69.7174,25.16298,0,NA,NA,NA,NA
5,"2016-12-06","Breach HC","UniqueFlask",5.02907,20.77778,NA,5.98148,1,0.1987,0,0.18352,21.36407,42.47938,23.48463,0.18352,29.68111,24.2513,111.32352,0.19611,0.22593,NA,0.99741,81.345,24.76111,0,NA,NA,NA,NA
6,"2016-12-07","Breach HC","UniqueFlask",4.76375,11.88786,NA,4.71286,1.00339,0.30857,0,0.18214,23.02357,29.21625,27.56946,0.19,30.63286,76.63357,113.20696,0.19696,0.2375,NA,1,59.37446,26.47554,0,NA,NA,NA,NA
7,"2016-12-08","Breach HC","UniqueFlask",4.33345,12,NA,4.15073,0.99618,0.79945,0,0.19109,17.42018,26.63491,31.66927,0.22455,28.99691,72.97018,106.33145,0.21273,0.30364,NA,1,64.17364,29.55036,47.45952,NA,NA,NA,NA
8,"2016-12-09","Breach HC","UniqueFlask",4.14857,12,NA,3.65875,1,0.67071,0,0.19446,20.51196,18.60125,36.89071,0.19875,20.20179,66.76714,124.84839,0.21911,0.28607,NA,0.9375,58.0075,31.94161,47.20929,NA,NA,NA,NA
9,"2016-12-10","Breach HC","UniqueFlask",4.01679,10.86554,NA,3.17536,1,0.68339,0,0.19625,27.25482,12.28804,39.46429,0.205,19.35536,46.01714,129.83982,0.20304,0.24143,NA,1,50.70214,37.265,23.26732,NA,NA,NA,NA
10,"2016-12-11","Breach HC","UniqueFlask",4.00164,8.69582,NA,1.11945,1,0.78818,0,0.19982,32.22927,8.634,39.90527,0.19982,20.22545,67.64145,127.16491,0.24309,0.25109,NA,0.99982,53.06655,41.26691,22.22345,NA,NA,NA,NA
11,"2016-12-12","Breach HC","UniqueFlask",3.88673,8.33727,NA,1.12182,1,0.92327,0,0.20927,46.69164,6.72509,38.86982,0.20927,22.59745,71.36127,128.26036,0.28036,0.26582,NA,1,54.63582,33.75291,19.01818,NA,NA,NA,NA
12,"2016-12-13","Breach HC","UniqueFlask",3.77429,8.32018,NA,1,1,0.94857,880.76923,0.20518,44.43821,6.6325,38.36232,0.20518,24.10304,62.09464,127.06571,0.24321,0.31125,NA,1,52.29196,34.73482,19.38286,NA,NA,NA,NA
13,"2016-12-14","Breach HC","UniqueFlask",3.1125,7.84911,NA,1,1,0.81982,845.45455,0.19571,47.19643,6.59982,34.64036,0.19661,23.81268,48.32518,124.67804,0.29018,0.25821,NA,0.98089,50.24786,36.56179,27.23071,NA,NA,NA,NA
14,"2016-12-15","Breach HC","UniqueFlask",2.976,5.09345,NA,1,0.998,0.99545,850,0.19582,54.98782,6.34218,36.72473,0.19582,22.82818,56.678,121.82909,0.282,0.27891,NA,0.97309,64.73127,42.04636,25.82836,NA,NA,NA,NA
15,"2016-12-16","Breach HC","UniqueFlask",2.98473,5.85182,NA,1,1,0.98291,846.36364,0.19782,58.49927,7.18873,37.86855,0.20182,28.19564,61.91545,122.76291,0.288,0.26309,NA,0.93073,64.55255,37.32491,19.304,NA,NA,NA,NA
16,"2016-12-17","Breach HC","UniqueFlask",2.99589,6,NA,1,1,0.86107,850,0.20054,70.27304,11.18732,39.50696,0.20232,24.27589,59.39875,132.62036,0.30286,0.23857,NA,0.99857,54.16554,35.05464,20.67786,NA,NA,NA,NA
17,"2016-12-18","Breach HC","UniqueFlask",2.92732,5.65339,NA,1,1,0.93857,829.1875,0.20732,59.75929,15.00929,39.20536,0.21214,23.47375,58.81321,142.22161,0.28482,0.26036,NA,1,55.23732,34.0025,27.42857,NA,NA,NA,NA
18,"2016-12-19","Breach HC","UniqueFlask",2.91852,4.26593,NA,0.99333,1,0.98444,847.77944,0.20037,60.51074,12.39796,39.68741,0.20056,24.03333,62.44296,140.7713,0.33167,0.25093,NA,1,59.22889,31.48,30,NA,NA,NA,NA
19,"2016-12-20","Breach HC","UniqueFlask",2.98418,4.22673,NA,1,1,1,796.79,0.20345,62.42127,12.83,40.06673,0.20455,24.22,84.88,138.82309,0.33673,0.27636,NA,1,59.73855,30.108,30,NA,NA,NA,NA
20,"2016-12-21","Breach HC","UniqueFlask",2.79393,4.27714,NA,1,0.99339,1,750.59875,0.20446,67.36429,9.57393,39.40625,0.23446,23.08839,116.57519,139.49161,0.25375,0.24893,NA,1,59.54857,31.71625,29.73071,NA,NA,NA,NA
21,"2016-12-22","Breach HC","UniqueFlask",2.41764,4.024,NA,1,1,0.97818,743.09345,0.2,64.11727,10.20327,37.70255,0.21691,20.14782,116.38909,139.79364,0.27836,0.24273,NA,1,66.07395,31.46473,26.51382,NA,NA,NA,NA
22,"2016-12-23","Breach HC","UniqueFlask",2.03818,3.99945,NA,0.99982,1,0.77018,744.11418,0.2,61.82764,6.90182,38.95709,0.226,19.81709,108.32091,139.89873,0.22182,0.264,NA,1,77.78058,32.61218,22.25745,NA,NA,NA,NA
23,"2016-12-24","Breach HC","UniqueFlask",2.02519,4,NA,0.97833,1,0.79426,743.99704,0.19907,62.18907,7.56185,40.58556,0.20907,20.18074,103.11852,136.63648,0.2763,0.2113,NA,1,85.16,34.09722,19.46648,NA,NA,NA,NA
24,"2016-12-25","Breach HC","UniqueFlask",2.012,4,NA,0.92509,1,0.67382,741.20582,0.18945,64.13,6.884,39.932,0.194,19.97527,100.62673,137.79618,0.294,0.21618,NA,1,86.02808,34.42618,27.37727,NA,NA,NA,NA
25,"2016-12-26","Breach HC","UniqueFlask",2.00291,3.55818,NA,0.99927,0.99964,0.80455,740,0.19527,64.03182,7.34909,38.99982,0.19855,20.944,95.43564,142.08709,0.22564,0.25036,NA,1,85.87855,31.89473,23.55618,NA,NA,NA,NA
26,"2016-12-27","Breach HC","UniqueFlask",2.10236,3.54491,NA,0.99982,0.99982,0.86673,740,0.2,65.34418,7.34745,37.46,0.20018,21.498,88.01909,143.83273,0.21618,0.23964,NA,1,89.10727,31.69145,22.08982,NA,NA,NA,NA
27,"2016-12-28","Breach HC","UniqueFlask",2.50636,3.07018,NA,1,1,0.72055,740,0.196,64.38091,7.43636,34.97673,0.19982,19.26036,89.40491,143.66655,0.27745,0.26127,NA,0.97545,89.82036,32.43473,19.79164,NA,NA,NA,NA
28,"2016-12-29","Breach HC","UniqueFlask",2.37836,3,NA,1,1,0.57255,736.86109,0.19164,66.27455,6.54927,33.63382,0.20327,15.79491,93.14455,152.67709,0.23509,0.33327,NA,1,85.95509,30.85727,21.75418,NA,NA,NA,NA
29,"2016-12-30","Breach HC","UniqueFlask",2.68564,2.44836,NA,1,1,0.48473,723.21691,0.18927,66.14964,5,31.99455,0.20291,19.85873,93.29873,146.35164,0.23509,0.29473,NA,1,84.62382,34.88927,20.51309,NA,NA,NA,NA
30,"2016-12-31","Breach HC","UniqueFlask",2.62528,2.00245,NA,1,1,0.58566,718.24849,0.18887,62.36075,6.56415,31.62453,0.18925,19.82453,87.14585,141.20038,0.2634,0.26925,NA,1,84.96075,33.51547,19.81698,NA,NA,NA,NA
31,"2017-01-01","Breach HC","UniqueFlask",2.85709,1.92309,NA,1,1,0.45345,702.81891,0.19055,61.70473,6.46473,31.16036,0.19055,19.52964,89.56182,149.75255,0.26436,0.262,NA,1,85.72655,30.83182,19.51782,NA,NA,NA,NA
32,"2017-01-02","Breach HC","UniqueFlask",2.69714,1.66214,NA,1,1,0.40768,696.12107,0.19,63.98179,6.47411,30.74321,0.19,19.30429,90.60393,146.405,0.22964,0.32661,NA,0.99964,86.12875,33.08,18.00929,NA,NA,NA,NA
33,"2017-01-03","Breach HC","UniqueFlask",2.78643,1.33571,NA,1,1,0.47857,679.51393,0.19,69.27696,5.00321,30.4925,0.19,20.73321,93.23196,134.10393,0.23161,0.33018,NA,1,93.63,32.87018,14.43714,NA,NA,NA,NA
34,"2017-01-04","Breach HC","UniqueFlask",2.606,1.84782,NA,0.99945,1,0.92673,650.68964,0.19,69.35309,5.01491,28.74236,0.19,20.11764,96.95327,135.45673,0.31764,0.382,NA,1,97.12,33.29164,11.15,NA,NA,NA,NA
35,"2017-01-05","Breach HC","UniqueFlask",2.94036,2.18661,NA,1,1,0.75446,659.77964,0.19,67.69446,4.98446,27.51821,0.19,19.89214,99.55821,139.68268,0.26429,0.36304,NA,1,100.195,30.96625,10,NA,NA,NA,NA
36,"2017-01-06","Breach HC","UniqueFlask",2.94236,1.95527,NA,0.97327,1,0.57691,678.01855,0.19,62.64982,4.28255,27.81418,0.19,18.23727,102.00509,141.52036,0.26636,0.29909,NA,0.99836,108.39327,28.06545,10,NA,NA,NA,NA
37,"2017-01-07","Breach HC","UniqueFlask",2.91218,1.77255,NA,0.83855,1,0.89636,689.23418,0.19,57.47327,4.42818,26.45636,0.19,17.57418,119.98764,140.418,0.26909,0.40073,NA,0.99891,132.27804,28.67982,12.05964,NA,NA,NA,NA
38,"2017-01-08","Breach HC","UniqueFlask",2.802,1.63582,NA,0.69018,1,0.81364,737.392,0.18927,55.73164,4.76164,27.77927,0.2,17.21782,153.69345,140.696,0.32818,0.34673,NA,0.99455,118.66327,28.64327,18.64691,NA,NA,NA,NA
39,"2017-01-09","Breach HC","UniqueFlask",2.85182,1.42473,NA,0.96745,1,0.936,797.86636,0.19073,56.31891,4.08818,27.81836,0.19309,16.76073,160.35745,139.96436,0.34382,0.322,NA,1,126.71145,28.68673,17.06564,NA,NA,NA,NA
40,"2017-01-10","Breach HC","UniqueFlask",2.92509,1.59073,NA,0.86255,0.99727,0.72655,806.26691,0.19,57.84309,3.87582,29.01855,0.198,16.41855,161.62527,139.73691,0.288,0.27891,NA,1,128.14055,27.43491,19.17164,NA,NA,NA,NA
41,"2017-01-11","Breach HC","UniqueFlask",2.90455,2.34527,NA,0.94891,0.99455,0.79345,805.93564,0.18655,58.31818,3.74891,29.90291,0.18745,16.42545,160.69891,140,0.30527,0.30327,NA,0.99964,129.24018,27.50164,16.39436,NA,NA,NA,NA
42,"2017-01-12","Breach HC","UniqueFlask",2.45927,2.08764,NA,0.92055,1,0.87327,804.63582,0.188,53.81927,3.976,30.602,0.18818,16.41655,164.25,139.89782,0.37182,0.29782,NA,1,121.28164,28.55782,12.54436,NA,NA,NA,NA
43,"2017-01-13","Breach HC","UniqueFlask",2.41745,2.66564,NA,0.986,1,0.89164,757.69782,0.18273,56.07982,4.34327,32.044,0.18291,16.97727,166.17927,135.08145,0.33455,0.30891,NA,1,112.83364,28.83745,11.62891,NA,NA,NA,NA
44,"2017-01-14","Breach HC","UniqueFlask",2.71473,2.08309,NA,0.95891,1,0.86164,737.41564,0.18364,57.24055,4.448,33.14855,0.18382,17.20945,162.98927,136.10218,0.33636,0.344,NA,1,110.31818,26.54527,13.55309,NA,NA,NA,NA
45,"2017-01-15","Breach HC","UniqueFlask",2.68545,2.03236,NA,0.974,0.99927,0.94545,719.71782,0.17982,52.76236,4.25055,33.99218,0.18145,14.73273,167.504,139.37073,0.32709,0.296,NA,1,105.69218,25.14,13.55945,NA,NA,NA,NA
46,"2017-01-16","Breach HC","UniqueFlask",2.734,2,NA,0.85945,0.99309,0.73745,674.65618,0.18418,47.55364,4.39727,34.94618,0.18436,15.41273,170,139.06309,0.31564,0.27455,NA,1,100.50345,23.70927,14.30873,NA,NA,NA,NA
47,"2017-01-17","Breach HC","UniqueFlask",2.49236,2,NA,0.688,0.98309,0.69891,655.46909,0.18,48.95382,4.83818,35.95273,0.18073,15.18564,177.89527,139.86727,0.33309,0.29073,NA,1,106.78673,23.23545,13.50382,NA,NA,NA,NA
48,"2017-01-18","Breach HC","UniqueFlask",2.62836,2.00145,NA,0.50745,0.94855,0.83436,626.87309,0.18109,48.14455,5,37.85564,0.18018,14.45509,209.28873,138.26764,0.33127,0.272,NA,0.99873,105.47873,26.75836,11.53418,NA,NA,NA,NA
49,"2017-01-19","Breach HC","UniqueFlask",2.51782,1.952,NA,0.41509,0.89018,0.88927,585.32327,0.18,46.86473,5,34.33964,0.18,14.39055,229.12727,136.29691,0.35709,0.24891,NA,1,105.84945,28.75927,9.99273,NA,NA,NA,NA
50,"2017-01-20","Breach HC","UniqueFlask",2.55321,2.16929,NA,0.66946,0.98464,0.69607,510.18482,0.18018,49.45893,4.50946,32.00911,0.18,15.17875,244.99411,136.09821,0.28911,0.28161,NA,1,109.08089,29.56768,9.47464,NA,NA,NA,NA
51,"2017-01-21","Breach HC","UniqueFlask",2.33278,2.56315,NA,0.61796,0.93074,0.83815,476.19259,0.18037,50.06926,4.02944,29.80074,0.18,14.92463,280.62,135.68537,0.34259,0.2863,NA,1,109.02556,27.83463,9.4163,NA,NA,NA,NA
52,"2017-01-22","Breach HC","UniqueFlask",2.23481,2.56115,NA,0.59327,0.89788,0.73731,470.7225,0.18,49.51712,3.88269,29.86058,0.18115,14.67769,259.49519,134.21058,0.32077,0.40077,NA,0.99942,99.40231,28.11885,9,NA,NA,NA,NA
53,"2017-01-23","Breach HC","UniqueFlask",2.47574,2.59926,NA,0.67537,1,0.94667,462.46167,0.17796,51.2063,3.5063,28.42574,0.17796,14.9463,246.8137,134.61944,0.24481,0.2737,NA,0.99352,99.35222,28.23815,9.40907,NA,NA,NA,NA
54,"2017-01-24","Breach HC","UniqueFlask",2.66109,2.65455,NA,0.47782,1,0.88873,476.07691,0.17345,52.15273,3.49055,27.59582,0.17436,14.65964,265.33818,130.76691,0.30036,0.29964,NA,0.97527,98.90073,29.37073,9.04545,NA,NA,NA,NA
55,"2017-01-25","Breach HC","UniqueFlask",2.13836,2.20236,NA,0.46982,1,0.70527,449.04764,0.17,52.86436,3.22782,27.13418,0.17182,14.06582,257.15873,129.30855,0.32618,0.28873,NA,0.97145,98.66309,29.98909,9,NA,NA,NA,NA
56,"2017-01-26","Breach HC","UniqueFlask",2.00321,2.05642,NA,0.66736,1,0.46302,434.26925,0.16868,55.98396,3.20453,28.09358,0.17,13.58245,266.92623,132.09792,0.4183,0.33472,NA,0.8766,93.79849,29.98283,8.87321,NA,NA,NA,NA
57,"2017-01-27","Breach HC","UniqueFlask",2.45649,2.05193,NA,0.77737,1,0.58035,436.5686,0.17018,59.65386,3.2,27.07316,0.17035,11.99772,256.93544,133.89649,0.32632,0.30316,NA,0.75912,98.94842,29.80421,9.13281,NA,NA,NA,NA
58,"2017-01-28","Breach HC","UniqueFlask",2.70446,2.00804,NA,0.81036,0.99661,0.72589,432.94643,0.17625,61.25054,3.23143,26.44357,0.17804,10.96125,249.72054,130.02982,0.33661,0.34464,NA,0.88571,101.21821,29.28018,8.94125,NA,NA,NA,NA
59,"2017-01-29","Breach HC","UniqueFlask",2.49375,2.29232,NA,1,0.99821,0.88929,439.96857,0.17839,60.12536,3.355,26.40196,0.17839,10.77964,246.13214,129.96143,0.39929,0.34589,NA,0.79821,102.53875,26.58125,9.13589,NA,NA,NA,NA
60,"2017-01-30","Breach HC","UniqueFlask",2.51464,2.39589,NA,1,0.99875,0.71607,445.40946,0.17,63.715,3.90464,27.5125,0.17,11.89768,249.70571,126.79321,0.45429,0.34518,NA,0.98321,100.07125,25.15107,8.96607,NA,NA,NA,NA
61,"2017-01-31","Breach HC","UniqueFlask",2.47357,2.35732,NA,1,1,0.76607,424.06125,0.17,66.115,4.26643,27.35321,0.17143,12.96089,261.19,129.86661,0.4225,0.22946,NA,1,100,28.68286,8.87625,NA,NA,NA,NA
62,"2017-02-01","Breach HC","UniqueFlask",2.43946,2.48536,NA,1,0.99875,0.70089,428.51911,0.17554,71.88446,5,26.30554,0.17,11.97161,271.13857,121.87304,0.34018,0.27054,NA,0.95893,100,30.51875,7.87696,NA,NA,NA,NA
63,"2017-02-02","Breach HC","UniqueFlask",2.82545,2.46164,NA,0.95891,0.99927,0.73891,478.30036,0.16655,76.02745,5,25.43709,0.16655,10.21618,266.10509,122.02491,0.36709,0.35636,NA,0.92055,100,34.93836,8.00509,NA,NA,NA,NA
64,"2017-02-03","Breach HC","UniqueFlask",2.87018,2.4725,NA,0.95321,0.99839,0.68696,513.65875,0.16804,77.25536,5,26.80214,0.16804,11.87536,255.01518,116.56054,0.30536,0.36625,NA,0.93411,99.97196,33.99232,7.92464,NA,NA,NA,NA
65,"2017-02-04","Breach HC","UniqueFlask",2.89661,2.51982,NA,0.91661,0.99357,0.95036,559.6359,0.16679,77.78393,9.36804,27.56357,0.16714,12.00411,280.31804,116.10714,0.32679,0.36179,NA,0.70232,99.29821,34.14786,7.42893,NA,NA,NA,NA
66,"2017-02-05","Breach HC","UniqueFlask",2.96618,2.576,NA,0.99618,0.976,0.69655,739.86526,0.16218,76.21964,22.85127,28.89018,0.16218,12.23855,300.28855,118.15345,0.37927,0.50909,NA,0.81618,100,34.04091,8,NA,NA,NA,NA
67,"2017-02-06","Breach HC","UniqueFlask",2.93643,2.57429,NA,0.995,0.99536,0.5975,816.72679,0.15143,73.88214,26.38929,30.35268,0.15143,14.57696,308.41375,118.81268,0.40625,0.56268,NA,0.82679,100.44536,34.38446,8.18571,NA,NA,NA,NA
68,"2017-02-07","Breach HC","UniqueFlask",2.95298,2.57509,NA,0.99737,1,0.70754,786.45193,0.14982,68.41649,22.99719,28.77,0.13947,15.55491,314.10439,120.19965,0.34702,0.77807,NA,0.99491,105.89175,34.60982,6.75649,NA,NA,NA,NA
69,"2017-02-08","Breach HC","UniqueFlask",2.26333,2.98632,NA,0.99895,0.99947,0.88982,822.88737,0.13386,70.68298,19.19825,27.80105,0.13,13.90632,317.3986,119.34789,0.39561,0.53421,NA,0.92,103.91193,33.95404,6.56561,NA,NA,NA,NA
70,"2017-02-09","Breach HC","UniqueFlask",2.38207,3.58207,NA,1,0.99948,0.83,833.78621,0.14086,69.70259,18.20655,29.63569,0.13914,12.51552,321.92897,123.62345,0.35534,0.38517,NA,0.71879,107.00741,34.01155,6.32017,NA,NA,NA,NA
71,"2017-02-10","Breach HC","UniqueFlask",2.64596,3.40579,NA,1,1,0.66825,829.58474,0.14439,69.14509,19.49018,30.07018,0.14439,12.9314,330.53439,128.9014,0.34649,0.42193,NA,0.94912,108.68719,32.11491,4.29456,NA,NA,NA,NA
72,"2017-02-11","Breach HC","UniqueFlask",2.73017,3.20828,NA,1,1,0.49017,894.17293,0.1481,65.19397,22.83138,30.84655,0.14828,12.01207,351.93276,137.38431,0.33448,0.39914,NA,0.98862,110.96638,30.59552,4.01621,NA,NA,NA,NA
73,"2017-02-12","Breach HC","UniqueFlask",2.60088,3.22105,NA,1,1,0.65123,943.67561,0.14509,60.04667,23.59965,31.78035,0.14509,12.28491,351.39456,140.56368,0.36123,0.37035,NA,0.99825,109.27702,31.93175,6.01789,NA,NA,NA,NA
74,"2017-02-13","Breach HC","UniqueFlask",2.06552,3.22828,NA,1,1,0.89793,934.75259,0.13552,57.58862,22.68172,32.02362,0.13552,11.77466,356.22862,141.78897,0.2481,0.42034,NA,0.99793,109.05,33.38569,5.65983,NA,NA,NA,NA
75,"2017-02-14","Breach HC","UniqueFlask",2.01877,3.24,NA,1,1,0.97649,931.01719,0.15421,52.57719,22.78,29.88211,0.13702,12.12912,359.57509,138.39667,0.32491,0.31421,NA,1,104.78579,34.59246,7.68789,NA,NA,NA,NA
76,"2017-02-15","Breach HC","UniqueFlask",2.18912,3.24,NA,1,1,0.74667,1015.87667,0.1307,51.27404,23.45684,29.82719,0.1307,12.02316,300.13035,146.61842,0.30719,0.25895,NA,1,104.63351,35.93439,9.26719,NA,NA,NA,NA
77,"2017-02-16","Breach HC","UniqueFlask",3.14158,3.23439,NA,1,1,0.83614,999.37193,0.13579,54.87649,28,30.00737,0.13088,12.89719,400.51579,139.87105,0.33719,0.58491,NA,1,116.37632,35.26,9.87614,NA,NA,NA,NA
78,"2017-02-17","Breach HC","UniqueFlask",2.56877,3.23298,NA,1,1,0.85895,1001.35228,0.14053,59.75649,28,30.90509,0.13,13.80105,397.85526,151.92895,0.30228,0.4807,NA,0.98509,130.87316,35.61684,9.85842,NA,NA,NA,NA
79,"2017-02-18","Breach HC","UniqueFlask",3.14103,3.20414,NA,1,1,0.95534,1028.97931,0.13517,60,28,35.42845,0.14655,14.18103,393.79034,155.16379,0.27603,0.53086,NA,1,124.8469,35.61552,9.78879,NA,NA,NA,NA
80,"2017-02-19","Breach HC","UniqueFlask",2.98912,3.23158,NA,1,1,0.99351,1038.81228,0.14754,62.8186,28,38.85842,0.14754,14.77053,375.78263,159.92035,0.28754,0.40684,NA,1,123.40053,36.65825,8.50175,NA,NA,NA,NA
81,"2017-02-20","Breach HC","UniqueFlask",2.93754,3.24,NA,1,1,0.97105,1082.58351,0.14982,67.41246,28,39.7693,0.14982,16.51035,411.6807,155.04737,0.43386,0.6007,NA,1,129.36965,38.38491,8.30579,NA,NA,NA,NA
82,"2017-02-21","Breach HC","UniqueFlask",3.05772,3.24,NA,1,1,1,1061.21649,0.13807,82.63561,28,45.42947,0.13807,17.13421,408.61895,144.26491,0.43596,0.37614,NA,1,118.73123,39.17491,8.83737,NA,NA,NA,NA
83,"2017-02-22","Breach HC","UniqueFlask",3,2.80966,NA,1,1,1,1123.06776,0.14224,71.7231,23.56414,48.34086,0.14224,16.98586,417.17241,146.26362,0.44448,0.42241,NA,0.99534,133.93621,38.92603,7.615,NA,NA,NA,NA
84,"2017-02-23","Breach HC","UniqueFlask",3,2.2,NA,1,1,1,1246.76155,0.13966,80.73138,17.28,48.10034,0.13966,16.58862,428.16724,146.79034,0.64086,0.39724,NA,0.99966,106.49172,39.44414,6.39,NA,NA,NA,NA
85,"2017-02-24","Breach HC","UniqueFlask",2.97912,2.2,NA,1,1,1,1430.82456,0.14754,79.09842,17.03158,49.10825,0.14754,15.83596,461.55636,151.97333,0.67175,0.3886,NA,0.90386,133.46632,39.70439,6.58579,NA,NA,NA,NA
86,"2017-02-25","Breach HC","UniqueFlask",3,2.2,NA,1,1,1,1402.4539,0.14915,66.15119,13.29051,50.20271,0.14915,15.14102,295.72535,149.91271,0.68458,0.46,NA,0.98525,152.61017,38.84814,6.76,NA,NA,NA,NA
87,"2017-02-26","Breach HC","UniqueFlask",3,2.25517,NA,1,1,1,1311.92086,0.13052,63.69138,12.57,48.11707,0.13052,13.41897,583.84167,193.93897,0.55534,0.44983,NA,1,159.48138,36.355,6.76,NA,NA,NA,NA
88,"2017-02-27","Breach HC","UniqueFlask",3,2.22881,NA,1,0.98424,1,1382.25407,0.14169,74.36661,12.57,36.72322,0.14169,12.93237,588.25,228.26508,0.61017,0.34915,NA,1,335.60136,34.20288,10.20746,NA,NA,NA,NA
89,"2017-02-28","Breach HC","UniqueFlask",3.21,0,NA,13,1,0,0,0.32,0,0,59.845,1,0,0,0,0.64,0.635,NA,0,209.46,0,0,NA,NA,NA,NA
1,"2018-08-31","Delve HC","UniqueFlask",0,0,0,0,10,1,0,0,0,0,20,0,0,0,0,0,1,3,0,0,0,0,NA,0,0,NA
2,"2018-09-01","Delve HC","UniqueFlask",10,0,1,0,3.91833,0.2921,0,1,2.06375,0,12.20458,0.89667,15.3225,50.21,100,1,1,2.02727,10,0,24.495,0,NA,0,0,NA
3,"2018-09-02","Delve HC","UniqueFlask",4,30,1,9,5.65,0.24,0,1,2.67688,70,14.7,0.73866,12.23417,47.21,95,1,0.2549,2.15,9,20,22.72,450,NA,0,0,NA
4,"2018-09-03","Delve HC","UniqueFlask",4,23.2,1,9,5,0.3001,0,0.6101,3.09,141.54,15.786,0.5202,7.064,48.2,90,1,0.3,3,6.154,16,25,480,NA,0,787.5,NA
5,"2018-09-04","Delve HC","UniqueFlask",3,16.16,1,12.2,5.12574,0.38,0,0.79,2.55824,125,18,0.79,5.97,46.59,95.23833,0.73,0.55,10,5,12.3,25,400.675,NA,0,2481.6,NA
6,"2018-09-05","Delve HC","UniqueFlask",3,15.88,1,10,4,0.42,0,0.86,2,85.33,23.44632,0.42,5.291,56.14,102.54,0.7201,0.42,6.97031,5,12,28,464.38,NA,0,1196.925,NA
7,"2018-09-06","Delve HC","UniqueFlask",3,17.2,1,8,4,0.42,526.81,0.84,2,77.54,24.26,0.65031,5,71.85,115.65,0.45,0.43,7,5,10.85,30,424.36,NA,0,778.17,NA
8,"2018-09-07","Delve HC","UniqueFlask",3,16.26,1,4.7,4,0.39,805.95,0.78051,2,106.47,22.42314,0.7,5,82.91,108.75,0.36,0.36,7.00194,5,8.62,29.99032,547.35,NA,0,364.0025,NA
9,"2018-09-08","Delve HC","UniqueFlask",3,15.80286,0.7701,5,3.86143,0.37,602.91667,0.47,1.53043,106.69,21,0.4201,5,84.36,104.16688,0.35,0.39,9,5,7.75,31.9237,560.39,NA,0,257.35,NA
10,"2018-09-09","Delve HC","UniqueFlask",3,19,1,5,3.81112,0.38,362.628,0.87,1.57,106.69,19.74071,0.39,7,83.68,150.33692,0.38,0.7301,9.68255,5,6.93,36.12,432.6,NA,0,150,NA
11,"2018-09-10","Delve HC","UniqueFlask",3,18.16,0.9002,4,3,0.39,370.64125,0.4201,1.45,98.82,20,0.72,7,83.77,191.45667,0.4,0.4,10,5,7,35,441,NA,0,143.07,NA
12,"2018-09-11","Delve HC","UniqueFlask",3,25.13,1,3,3.87755,0.4,440.90714,0.88,1.26,102.36,18,0.4,8,135.255,282.47033,0.41,0.69041,10,3.02,6.85,35,464.65,NA,0,142.02,NA
13,"2018-09-12","Delve HC","UniqueFlask",3,28.91167,1,3,5,0.44,383.63538,1,1,108.04,17.81694,0.44,10,125.32083,290,0.44,0.44,10,3.4551,6.85,35.61429,463.3875,NA,0,111.76,NA
14,"2018-09-13","Delve HC","UniqueFlask",3,17.979,1,2.39,5,0.42,380.68,0.9102,1.6,116.73,15,0.84,14.87908,141.16,324.59,0.4201,0.42,11,3,6,36.70744,495.08,NA,0,150.88,NA
15,"2018-09-14","Delve HC","UniqueFlask",2.84031,25,0.95,2,5,0.42,395.37714,0.9601,2,120.09,15,0.42,12.90755,153.16,371.03,0.47,0.42,12.71071,3,5,32,495.08,NA,92.575,136.11,NA
16,"2018-09-15","Delve HC","UniqueFlask",2.29031,25,1,3,4.55459,0.42,393.485,0.97,1.885,133.75692,15,0.42,11,164.57,382.03556,0.48,0.42,10,2,5,31.88643,495.08,NA,92.82,665,NA
