"Day","Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Atziri.s.Arsenal","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Call.to.the.First.Ones","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Left.to.Fate","Light.and.Truth","Lingering.Remnants","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Might.is.Right","Mitts","No.Traces","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Rebirth","Scholar.of.the.Seas","Shard.of.Fate","Struck.by.Lightning","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Blazing.Fire","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Coming.Storm","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Eye.of.the.Dragon","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Forsaken","The.Fox","The.Gambler","The.Garish.Power","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Opulent","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Polymath","The.Porcupine","The.Queen","The.Rabid.Rhoa","The.Realm","The.Risk","The.Road.to.Power","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spark.and.the.Flame","The.Spoiled.Prince","The.Standoff","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Valley.of.Steel.Boxes","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wolven.King.s.Bite","The.Wolverine","The.Wrath","The.Wretched","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Blessing.of.God","Forbidden.Power","The.Breach","The.Deceiver","The.Dreamer","The.Insatiable","The.Iron.Bard","The.Obscured","The.Puzzle","The.World.Eater","A.Dab.of.Ink","Beauty.Through.Death","Boon.of.the.First.Ones","Harmony.of.Souls","Immortal.Resolve","Perfection","The.Admirer","The.Army.of.Blood","The.Beast","The.Cacophony","The.Celestial.Stone","The.Darkest.Dream","The.Dreamland","The.Endless.Darkness","The.Fathomless.Depths","The.Hale.Heart","The.Innocent","The.Jeweller.s.Boon","The.Master","The.Master.Artisan","The.Mayor","The.Nurse","The.Price.of.Protection","The.Professor","The.Rite.of.Elements","The.Sacrifice","The.Samurai.s.Eye","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Wilted.Rose","The.Witch","Three.Voices","Akil.s.Prophecy","Alluring.Bounty","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Azyran.s.Reward","Boon.of.Justice","Buried.Treasure","Burning.Blood","Dark.Dreams","Dark.Temptation","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Monochrome","More.is.Never.Enough","Nook.s.Crown","Pride.of.the.First.Ones","Remembrance","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Archmage.s.Right.Hand","The.Bargain","The.Damned","The.Deal","The.Deep.Ones","The.Demon","The.Eye.of.Terror","The.Fool","The.Golden.Era","The.Heroic.Shot","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Primordial","The.Seeker","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Thirst.for.Knowledge","Vanity","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest"
11,"2018-08-13","Incursion Flashback HC","DivinationCard",0.76,19.54091,1,1,1.09,1,NA,1,2,16.56,0.65,1,NA,1,1,1,2,1,1,1.93667,1,3,1,0.72,20,0,1,10,1,384.25,0.86,1.5,1,50,0.9,0.2,2,3,1,2.46,3.1,1,1,5,2,60,5.59,4,1,2,20.67,0.78,1,5,1,1,0.97,0.96,1.22,2,1,7,6.1,1,1,1,1,7.93,0.9101,1,2.43,1,0.96565,15,2.8,2,0.63,4,8,2,1,310.59,0.75,4,9.5,0,1,1,14,11.65,0.66,1,1,85.2,1,1,1.5,NA,0.81,1,1,0.35,1,1,NA,1,3,8,NA,1,1,1,1,1,22,16,0.71,1,1,0.62,0.89,1,1,2,8.81,1,1,2,1,2,2,7.02,14,5.32,1,0.86,2,NA,1.46,5.29,1,1,1,4.68,0.34,1,5,19.67,15.04,0.63,1.24,1,0.63,1,1.47,2.06,36,4.72,1,2,2,5,4.57,1.29,3,2,0,2,4.72,1,3,0.7,1,7.35,10,0.83,43.88,0.97,1,2,0.63,0.9,5,1,1,1,0.95765,1,0,1,1,3,0.81,0,NA,20.22,1.79,0.32,19.59848,NA,NA,NA,4.29,52.02,11.76,2.86,1,2.17,NA,33.88,2.72,1,NA,2,0,NA,5,18,NA,7.62,NA,NA,5,2,NA,38,1,NA,8.52,0,NA,0.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback HC","DivinationCard",0.63,19,1,1,1,1,NA,1,2,15,0.65,1.2,NA,1,1,1,2,1,1,1.75,1,3,1,1,20,1,1,10,1,382.2375,0.86269,1.5,1,50,1,0.16,2,3,1,2.35,3.1,1,1,5,2.44,60,5.59,3.33,1,2,20.82258,1,1,5,1,1,0.945,1.68,1.2,2,1,7,6.1,1,1,1,0.98447,8,0.86,1,2.43,1,1,13.73367,2,2,0.63,3.82,7.24,2,1,288.32,0.616,3.44,9.5,0,1,1,17,11.33,2,1,1,84.29,1.13,1,1.86,NA,0.81,1,1,0.75855,1,1,NA,1,3,8,NA,1,1,1,1,1,22,15.32,0.75,1.5,1,0.65,0.98571,1,1,2.12,10,1,1,2,0,2,2,7.02,13,5.15,1.23,0.46,3.38,NA,1.46,6,1,1,0.86,4,0.26,1,5.06,19.93,15.04,0.72,1.24,1,1,1,1.43,2.8,36.215,4.66,1,2,2,5,15.5,1.29,3,2,0,2.62,4,1,3,1,1,8,10,1,49.22,1,1,1.54,0.92,0.79,5.59,1,1,1,1,1,0,1,1.64,3,0.81,0,NA,20.15,1.81,0.44,20,NA,NA,NA,4.2,52.02,11.76,2.85,1,2,NA,33.88,2,1,NA,2,0,NA,5,18,NA,7,NA,NA,5,2,NA,37.09684,1,NA,8.24,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback HC","DivinationCard",0.66,18.93,1,1,1,1,NA,1,1.29,15,0.67,1,NA,1,1,1,2,1,1,1,1,3,1,2,20,1,1,10,1,592,0.9,1.6,1,50,1,0.2525,2,3,1,2.35,3,1,1,5,3,60,5.59,3.33,1,2,22,1,1,1.4,1,1.29,0.83,1.31,1.2,1.77,1,7,6,1,1,1,1,8,0.86,1,2.4,1,1,15.07,2,2,0.6,3.06,7.54696,2,1,296.12,0.56,2,9.5,2,0.91,1,16.20714,10,0.47,1,1,83.35,1.05,1,1.47,NA,0.61857,1,1,0.77464,1,1,NA,1,3,7.61,NA,1,1,1,1,1,22.07,15.29,0.75,1.5,0.67,1,1,1,1,2.12,10,1,1,2.23,0,2,2,7.92,13,5.07,1,0.43,3.46,NA,1.73,6,1,1,1,4,1,1,4.97818,19.8,15.04,2.35,1.24,1,1.66063,1,1.43,2.64,38,4,1,2,2.46,5,15.5,1,2.91,2,0,2.44,4,1,3,1,1,6.94122,9.8,1,42.52462,1,1,1,1,1,10,1,1,1,1,1,0,1,1.64,3.66,1,30,NA,14.22,1,0.45,20,NA,NA,NA,4.2,53.28,11.93,2.93861,1,2,NA,33.88,2,1,NA,2,0,NA,4.07,17.21,NA,7,NA,NA,5,2,NA,38.02,1,NA,9.07,30,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback HC","DivinationCard",0.6,19,1,1,1,1,NA,1,1.2,15,0.64,1,NA,1,1,1,2,1,1,1,1,3,1,1.1,20,1,1,10,1,0,1,2,1,15.8,1,0.63,2,3,1,3.1,3,1,1,5,3,60,5.59,3,1,2,18,1,1,1.4,3.29,2,1,1.31,1,1,1,7,6,1,1,1,1,8,0.84,1,2.35,1,1,12,2,2.24,0.55,2.91,8,2,1,311.01,0.61,2,8.83,2,0.86,1,15.02,8.95,2,1,1,158,1.71,1,1.47,NA,0.735,1,1,0.84367,1,1,NA,1,3,7,NA,1,1.2,1,0,0.99,21.85,10.04,0.69,2.15,2.92,1,1,1,1,3,9,1,1,3,0,2,2,7.58,12.95227,5.01,1,0.42,3,NA,2.105,6,1,1,1,4,1,1,4.89,19.61,120,1.2,1.24,1,1.64,1,1.66,1.32,39.5,4,1.23,2,2,3.2,15.5,1.55,2,2,0,2,4,1,3,5.6,1,6.5,9.33,1,38,1,1,1,1,1.4,4.6,1.35,1,1,1,1,0,1,2,3.49,0.57154,30,NA,13.63,1,0.57,20,NA,NA,NA,3.1,54.57,12.33,2.86,1,2,NA,33.88,2,0.99,NA,2,25,NA,4.76,15.77,NA,7,NA,NA,5.07,2,NA,38,1,NA,9.34,30,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback HC","DivinationCard",0.4,19,1,0.71,1,1,NA,1,2.3,15,1.31,1,NA,1,1,1,2,1,1,1,1,3,1,1.1,20,1.47,1,9.33,1,0,1,1.99,1,15.8,1,0.57667,2,3,1.22,3,0,1,1,5,3,46.5,5.59,3,1,1.88,18,1,1,1.4,3.2,2,1,1.4,1,1,1,7,6,1,1,1,1,9.71,0.88,0.97,2.38,1,1,10.36,2,2.24,0.42,2.68,7,2,0,281.86667,0.62,2,8.83,2,0.73,1,13,7.03,2,1,1,160.14,2,1,1.47,NA,0.64,1,1,0.89,1,1,NA,1,2.01316,8,NA,1,1,1.14125,0,0.94,22.9556,13.09,0.56,2,5.23,1,1,1,1,3,8,1,1,3,0,2.94,2.21,7.34,12.712,5,1,0.45,3.51559,NA,2.33,6,1,1,0.99,4.30962,1,1,5.79,19.5,0,1.4,1.24,1,1.64,1,1.88,1.32,40.03,3.58,3.8,2,2,2.2,10.99,1.64,2,2,0,2,4,1,3,1,1,5,8,1,38,1,1,1,0.91,1.4,3.7,1.35,1,1,1,1,0,1,2.1,3,0.95,30,NA,10.11,1,1,19.99,NA,NA,NA,3,54.92,12.45,3,1,2,NA,43.02,2.55,1,NA,2,25,NA,4.19,17.46235,NA,7,NA,NA,5,2,NA,38,1,NA,9.28692,30,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback HC","DivinationCard",0.41,18.59,0.99,0.56,1,1,NA,1,2.3,15,1.31,1,NA,1,1,1,2,1,1,1,1,2.04,1,1.1,20,1,1,8.40571,1.62,0,0.95,2,1,12,1,0.77,2,2.76,1.22,3,0,1,1,0,1.662,36.98,5.59,2.82,1,1,18.24,1,1,1.4,1.4,1,1,1,1,1.96,1,0,6,1,1,1,1,11.22,0.62,0.47385,2.38,1,1,9.17,2,5,0,2.605,6.74,2,0,304.51,0.21,2,8.83,2,1.04,1,14.99,6.88,0,1,1,162.04,2,1,5,NA,1.2,1,1.24,0.75,1,1,NA,1,2.57684,8.002,NA,1,1,0.62,0,0.45,23.574,13.69,0.65,1.99,2.23,1,1,1,0.51,3,7.93,1,1,2.1,1,2.94,2.21,8.22571,11.145,5,1.4,0.53,3.39,NA,2.21,6.13583,1,1,0.9425,4.18,1,1,5.62,19.5,0,5,2.1,1,2.24,1,1.66,3.8,40.5,3.74,2,1.3,2,2.2,5.88,1,2,2,0,2,4,0.88,3,1.12,2,5,7.32,1,38,1,1,1.07,0.8,1,3.7,1.35,1,1,1,1,0,1,3,3,0.45,30,NA,10,1,1,20,NA,NA,NA,3,53.48,12.8,3,1.83,2,NA,43.35,3,1,NA,2,20.5,NA,4.37,17.61,NA,7,NA,NA,5,2,NA,38,2,NA,10,30,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback HC","DivinationCard",1,19,1,0.48,1,1,NA,1,1.2,15,1.33,1,NA,1,1,1,2,1,1,1,0.98,2.648,1,1.1,20,1,1,8.22,1,498,0.92,2,1,12,1,0.8,2,2.31,3.83,3,0,1,1,3,1.48,27.02,10,1,1,1,20,1,1,1.4,1.2,1,1,1,1,2.16,1,0,6,1,1,0.92,1,10,0.55,0.43,0,1.12,1,10.31,2,1.21,0,2.16,5,2.59,0,359.338,0.45,2,15,2,1.39,1,13.45,7.3225,0,1,1,164.932,1.17,1,5,NA,1,1,2.12,0.79,1,1,NA,1,2.97692,7.84,NA,1,1,0.67,0,0.45,23.6419,15,1,1.87,1.99,1,1,1,0.49,3,7.86,1,1,2.1,1,2.94,1.4,9,11.41,5,1,0.78,3.457,NA,2.12,7.20556,1,2.06,1,3.02,1,0,5.34,24.84,0,0,2,1,2.36,1,1.47,2,41.23,3.43,2,1,2,2.1,5.3,1,2,2,0,2,4,0.83,3.92,1.24,2,5,6.78,1,37.59,1,1,1,0.86,1,3,4,1,1,1,1,0,1,3,1.6,0.45,30,NA,10,1,1,20,NA,NA,NA,3,53.48,12.98,3,1.82,2,NA,43.795,3,1,NA,1.66,20.5,NA,4.86,17.62,NA,488.0025,NA,NA,5,1.3,NA,35.3,1,NA,10,30,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback HC","DivinationCard",0.96,21.09,1,0.43,1,1,NA,1,2,15,1.33,1,NA,1,1,1,2,1,1,1,0.78,2.96,1,1.1,3.8,2.06,1,8.06,1.2,514.5,1,1.74,1,12,1,0.76,2,1.83,3.83,3,0,1,1,3,1.58,27.02,10,3.39,1,1,19.11,1,1,1,1.2,1,1,1,1,1.8,0,0,6,0.72,1,0.87,1,10.4,0.51786,0.4,1,2,1,17.14,2,1.21,0,3.03,5.3,3,0,405.05,0.51,2,0,2,2,1,12.32,7.52,0,1,1,171.1,1.04,1,5,NA,1.2,1,3,1,1,1,NA,1,2.30143,8.565,NA,1,1,0.64,0,0.48,24.09,15,1,2,1.99,1,0.97,1,0.48,3,7,1.47,1,2.1,1,2.94,1,9,11.54,5.2,1,0.85,3.44,NA,2.12,8,2.12,10,0.99,3.26,1,0,8,30,0,0,2,1,2.36,1,1.47,2,41.88,3.46,2,1,2,2.1,5.3,1,2,1.95711,0,2,4,0.85,5,1,2,5,6.21,1,37.41,1,1,1,0.81,1,3,4,1,1,1,1,0,1,0,2.2,0.48,30,NA,10,1,0.85,24.58,NA,NA,NA,3,60.99,12.4,2.88,1.82,2,NA,42.875,3,1,NA,1.51,20.5,NA,3,14.97,NA,4146.12,NA,NA,5,1,NA,34.45,1,NA,8.29,30,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback HC","DivinationCard",0.96,25.62,1,0.34,1,0,NA,0.93,0,15,1.17,1,NA,1,1.33,0.94,1.6,0.99364,0.97,1.23,0.96,3.03,1,1,1.03,1,0.96,9.01,1.45,544.32,0.89,1.73,1,12,0.97,0.64,1,1.83,1.83,3,0,0.92,0.98722,3,1.44,27.02,0,1.53,0.97,1,18.89,1,0.965,0.96,1,1,0.98,1,0.98,1.33,0,0,8.24,0.72,0.92909,0.79,1,10,0.58,0.52,0,0,0.92889,16.78,2,1.32,0,1.99,5.59,3,0,433.3,0.525,2,0,2,2,1,12.41,7.22,0,0.965,0.94,181.344,0.59375,0.95,0,NA,1,0.98,1.13,0.95,0.94,1,NA,1,2.21,7,NA,0.98,1,0.48,0,0.69,23.56,12.92,0.98,2,1.31,1,0.96,0,0.46125,3,5.14,1.47,0.95,2.1,1,0,1,9,11.81719,5.23,1.4,0.92,3.89,NA,3,9,0.96,0,0.97,5,0.92,0,8,30.5,0,0,2,0.962,4,0.96,3.24,1.14,30,3.46,0,1,2,1.13,5.3,0.98,2,2,0,2,4,0.83125,4.2,0.96,1.53,5,6.3,0.92,30.28,1.12,1,1,1.14,0.95333,3,0,1,0.97857,1,1,0,0,0,1.61,0.46,30,NA,10,1,0.85,24.82,NA,NA,NA,1,52.24625,11.96,3.58,1,1.89,NA,45.36,3,0.92,NA,1.42,20.5,NA,3,15.01,NA,20,NA,NA,5,1,NA,37.11,1,NA,7.84,30,NA,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback HC","DivinationCard",0.96,25.62,0.91,0.26,1.03,0,NA,0.93,0,11.94,0.94,1,NA,1,0.92,0.94,1,0.98,0.94,2,0.96,3,1,1,1.03,1.9,0.94,8.06,1.32,542.28,0.89,1.75667,1,12,0.77,0.62,1,1.83,0.94,3,0,0.64,0.98,3,1.45,27.02,0,1.24,0.94,1,18.26,1,0.95,0.92,1,1,0.74,1,0.94,1.23,0,0,25,0.82,0.46,0.85,1,9.28,0.54,0.52,0,0,0.76,18.32,2,1.32,0,1.83,5.53,3,0,630.98,0.92,1.92,0,2,1.24,1,11.67,6.99,1,0.96,0.94,179.848,0.51,0.94,0,NA,0.92,0.99,0.92,0.94,0.57,1,NA,1,3.24,7,NA,0.95,1,2.18,0,0.58,23.43,13.02,0.94,1.48,1.21,1.13,0.95,0,0.46,0,5.48,3.24,0.95,2,1,0,1,10.59,11.62,5,1,0.88,3.81,NA,3,9,0.92,0,0.95,5,0.92,0,5.25,30.5,0,0,2,0.94,4,0.93,3.24,1.03,25,4.74,0,1,1.4,1.13,5.64,0.94,2,2,0,1.39,4,0.64,4.2,0.96,1.53,5,6.6,0.6,30.86,1.12,1,1.03,0.92,0.55,3.24,0,0.95,0.96,0.95,1,0,0,0,1.61,0.46,30,NA,10,1,0.85,23.56,NA,NA,NA,1,46.29125,11.71,3.28,1,1.84,NA,45.07,3,0.92,NA,1.42,20.5,NA,4.03714,14.96,NA,20,NA,NA,5,1.3,NA,37.11,1,NA,7.21,30,NA,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback HC","DivinationCard",0.93,25.0775,0.89,0.25,1.14,0,NA,0.93,0,11.47,0.94,1,NA,1,0.92,0.94,1,0.97,0.93,2,0.93,3,1,1,1.03,1.9,0.94,8,2.59,1137.5,0.32,1.87,1,0,0.77,0.534,1,1.83,0.94,3,0,0.65,0.97833,3,1.36167,27.77,0,1.03,0.92,1,20,1,0.94,0.92,1,1,0.93,1.2,0.94,2.1,0,0,25,0.67,0.46,0.85,1,8.38857,0.44,0.51,0,0,0.72,18.45,2,1.32,0,1.74,5.77,3,0,637,0.92,1.92,0,2.35,1.13,1,11.28,6.99,1,0.95,0.94,181.96,0.52,0.94,0,NA,0.92,0.98,1.0025,0.93,0.57,1,NA,1,4,7,NA,0.95,1,2.18,0,0.58,23.27,14.14,0.94,1.39,1.12,1.13,0.93,5,0.43,0,5.48,3,0.95,2,1,0,1,10,11.35,5,1,0.84324,3.33,NA,3,9,0.93,0,0.94,5,0.92,0,5.25,30.5,0,0,2,0.94,3,0.93,3.24,1.03,25,10,0,1,1.385,1.09,5.64,0.94,2,2,0,1,0,0.5,4.2,0.96,1.53,4.76,7.1,0.60375,29.26,1.12,1,1.47,0.92,0.59,3.24,0,0.95,0.96,0.94,1,0,0,0,13.55,0.46,30,NA,6.47,1,0.79,29.74,NA,NA,NA,1,46.39,11.71,3.3,1,1.66921,NA,45.5,3,0.96,NA,1.42,20,NA,4.58,13.56,NA,20,NA,NA,5,1.3,NA,38.723,1,NA,6.57,0,NA,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback HC","DivinationCard",0.92,25,0.87,0.92,1.15,0,NA,0.92,0,11.47,0.94,1.1,NA,0,0.93,1.13,1,0.96,0.93,0,0.92,3,0,1,1.03,1.9,0.94714,6.99,2.59,1164.75,0.46,1.62125,1,0,0.69,0.64,1,1.83,0.94,3,0,0.65,0.97,3,0.96833,34.2,0,1.16,0.26,1.24,20,0,0.945,0.92,1,1,1.08,1.24,0.94,2.22,0,0,25,0.63,0.465,0.956,1,8.04,0.49,0.38,0,0,0.68,18.45,2,1.32,0,2.96,5.98,3.62,0,652.26,0.92,1.55,0,2.35,1.13,1,14.12,9.4,1,0.95,0.95,150.34,0.53,1.83,0,NA,0.92,0.9645,1.05,0.94,0.58,1,NA,1,4.54333,7,NA,0.94,0,2.18,0,0.58,27.57,14.07,0.95,1.29,1.12,1.13,0.92,5,0.465,0,5.1794,3,0.95,2,1,0,1,10,2.52,5,1,0.86773,4.3,NA,0,8.85545,0.94,0,0.94,5,0.92,0,5.25,30,0,0,2,0.94333,3,0.93,5,1.03,25,10,0,1,1.2,1.05,5.64,0.93,2,2,0,1,0,0.65,4.2,0.956,1.54,4,6.64,0.61,29.67,1.12,1,1.6,0.92,0.61,5,0,0.93,0.95,0.94,1,0,0,0,13.66,0.465,30,NA,6.6,0.97,0.85773,37,NA,NA,NA,1,47.25667,11.34,2.51,1,2,NA,0,3,0.97,NA,2,20,NA,4.49,13.15,NA,20,NA,NA,4.87,1.2,NA,36.515,1,NA,6.57,0,NA,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
