"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
20,"2016-12-21","Breach","UniqueMap",3.41964,9.47196,10.03714,4.95607,6.58143,3,9.14768,13.3,3.00982,NA,17.00589,3.30589,53.04125,NA,66.30625,6.79304,2.975,NA,NA,NA,285.60554,NA,NA,NA,NA,NA,NA,NA
21,"2016-12-22","Breach","UniqueMap",3.01818,9.64909,9.51655,4.97818,6.45818,2.98855,9.898,12.22818,3,NA,17.48764,3.17255,53.36727,NA,64.95855,7,2.91982,NA,NA,NA,300.23873,NA,NA,NA,NA,NA,NA,NA
22,"2016-12-23","Breach","UniqueMap",3.03927,9.50709,9.77,4.99836,6.49073,2.98327,9.85582,12.80691,2.97745,NA,18.14036,2.98364,51.25873,NA,65.644,7.00364,2.76891,NA,NA,NA,260.69527,NA,NA,NA,NA,NA,NA,NA
23,"2016-12-24","Breach","UniqueMap",2.98722,8.98722,9.28667,4.95074,7.55296,2.90019,9.63444,12.44296,2.99574,NA,18.13815,2.98722,54.29537,NA,66.55241,6.75519,2.65833,NA,NA,NA,271.55111,NA,NA,NA,NA,NA,NA,NA
24,"2016-12-25","Breach","UniqueMap",2.98073,8.94818,8.46964,5.06073,7.29236,2.40018,9.52455,11.74618,2.976,NA,18.44909,2.98055,55.49018,NA,66.07782,6.81545,2.44818,NA,NA,NA,244.36745,NA,NA,NA,NA,NA,NA,NA
25,"2016-12-26","Breach","UniqueMap",2.95364,8.81436,8.05182,5.61836,6.93945,2.38582,9.35327,11.156,2.90618,NA,17.75327,2.99473,59.374,NA,65.19491,6.81127,2.10709,NA,NA,NA,230.33145,NA,NA,NA,NA,NA,NA,NA
26,"2016-12-27","Breach","UniqueMap",2.87473,8.41655,7.76236,5.90927,6.756,2.01564,8.97382,11.03945,2.72564,NA,16.92218,2.89473,61.77636,NA,66.91782,6.65945,2,NA,NA,NA,233.50818,NA,NA,NA,NA,NA,NA,NA
27,"2016-12-28","Breach","UniqueMap",2.68182,8.30545,7.44291,5.35127,6.83309,2.018,8.32091,10.44655,2.21218,NA,17.09582,2.46909,58.71673,NA,67.63873,6.58473,1.99655,NA,NA,NA,253.68545,NA,NA,NA,NA,NA,NA,NA
28,"2016-12-29","Breach","UniqueMap",2.31291,7.84509,6.68982,5.20582,6.09436,1.99655,8.40273,10.17982,2.04655,NA,16.86982,2.15073,53.84964,NA,67.76473,6.38036,1.99964,NA,NA,NA,248.31382,NA,NA,NA,NA,NA,NA,NA
29,"2016-12-30","Breach","UniqueMap",2.03691,7.536,5.96945,4.90036,5.67309,2.00127,7.91236,9.82309,2.03255,NA,15.92164,2.05945,54.11455,NA,67.68764,6.60345,1.99982,NA,NA,NA,246.70145,NA,NA,NA,NA,NA,NA,NA
30,"2016-12-31","Breach","UniqueMap",2.022,7.86,5.94636,5.15436,5.77964,2,8.18145,9.92655,2.12327,NA,15.29782,2.25927,57.98127,NA,67.968,6.44291,2,NA,NA,NA,226.55018,NA,NA,NA,NA,NA,NA,NA
31,"2017-01-01","Breach","UniqueMap",2.02036,7.67321,5.955,5.26089,5.85179,1.99911,7.85339,9.99357,2.25643,NA,15.30018,2.27661,57.02232,NA,73.67089,6.34571,1.99911,NA,NA,NA,213.39393,NA,NA,NA,NA,NA,NA,NA
32,"2017-01-02","Breach","UniqueMap",2.00125,7.05071,6.23839,5.39643,5.8925,1.98857,7.99875,9.82857,2.15821,NA,16.33929,2.05768,55.89321,NA,76.64679,6.16161,1.99946,NA,NA,NA,242.33786,NA,NA,NA,NA,NA,NA,NA
33,"2017-01-03","Breach","UniqueMap",1.99839,6.51875,5.95893,5.43107,5.81768,1.935,7.95036,9.49607,2.01714,NA,16.34857,2.05714,54.93946,NA,85.71125,6.23893,1.99589,NA,NA,NA,235.19464,NA,NA,NA,NA,NA,NA,NA
34,"2017-01-04","Breach","UniqueMap",1.99945,6.40382,5.82036,5.17127,5.63364,1.94527,8.39109,9.27909,1.99909,NA,15.26909,2.04545,54.17727,NA,84.09018,5.85255,1.99855,NA,NA,NA,231.81509,NA,NA,NA,NA,NA,NA,NA
35,"2017-01-05","Breach","UniqueMap",2,6.23018,5.63,5.10518,5.37536,1.89536,7.94179,8.14179,1.98196,NA,16.505,2.22482,54.56857,NA,82.38286,6.11446,1.96411,NA,NA,NA,228.72143,NA,NA,NA,NA,NA,NA,NA
36,"2017-01-06","Breach","UniqueMap",2.00327,6.184,5.24782,4.64891,5.47018,1.89327,7.90818,8.39164,1.95673,NA,16.454,2.26255,51.20109,NA,87.09691,5.84836,1.86236,NA,NA,NA,219.06,NA,NA,NA,NA,NA,NA,NA
37,"2017-01-07","Breach","UniqueMap",1.99655,6.05855,5.104,4.75836,5.10509,1.85655,7.61,8.49636,1.97618,NA,15.63655,2.21473,49.86418,NA,85.62218,5.55255,1.886,NA,NA,NA,217.96727,NA,NA,NA,NA,NA,NA,NA
38,"2017-01-08","Breach","UniqueMap",1.99455,5.83636,4.97182,4.66491,5.10818,1.75018,7.64927,8.53982,1.96164,NA,15.81564,2.048,46.43345,NA,89.18222,5.62291,1.90091,NA,NA,NA,222.53127,NA,NA,NA,NA,NA,NA,NA
39,"2017-01-09","Breach","UniqueMap",1.92709,5.552,4.77345,4.71345,4.96945,1.74091,7.54455,8.43109,1.98127,NA,14.87836,2.17109,44.08782,NA,82.78345,5.41836,1.82527,NA,NA,NA,209.53964,NA,NA,NA,NA,NA,NA,NA
40,"2017-01-10","Breach","UniqueMap",1.85236,5.75291,4.97491,4.82509,4.86309,1.65,7.82927,7.884,1.93109,NA,15.09982,2.23891,42.13764,NA,84.38745,5.16455,1.69236,NA,NA,NA,211.24273,NA,NA,NA,NA,NA,NA,NA
41,"2017-01-11","Breach","UniqueMap",1.78691,5.55582,4.99564,4.98382,4.91636,1.71673,7.87018,7.19509,1.85745,NA,15.25527,2.02236,43.84582,NA,80.97036,5.01909,1.63691,NA,NA,NA,215.61582,NA,NA,NA,NA,NA,NA,NA
42,"2017-01-12","Breach","UniqueMap",1.718,5.67582,4.98236,4.94982,4.87727,1.71673,7.88527,7.32145,1.76,NA,15.33655,2,42.90182,NA,79.82073,5.14145,1.78,NA,NA,NA,207.05673,NA,NA,NA,NA,NA,NA,NA
43,"2017-01-13","Breach","UniqueMap",1.71618,5.77073,4.86818,4.94,4.85036,1.65109,7.55182,7.122,1.71545,NA,15.29455,1.98891,42.74673,NA,80.27036,5.002,1.85582,NA,NA,NA,214.78745,NA,NA,NA,NA,NA,NA,NA
44,"2017-01-14","Breach","UniqueMap",1.66182,5.95091,4.19782,4.63982,4.92709,1.56855,7.22291,7.29036,1.63055,NA,14.93582,1.91418,41.92945,NA,82.182,4.98345,1.87764,NA,NA,NA,227.17545,NA,NA,NA,NA,NA,NA,NA
45,"2017-01-15","Breach","UniqueMap",1.66255,5.90982,4.08236,4.50073,4.47618,1.51709,7.56582,7.86036,1.75345,NA,15.02018,1.98636,44.16127,NA,83.30473,4.94491,1.69309,NA,NA,NA,234.11673,NA,NA,NA,NA,NA,NA,NA
46,"2017-01-16","Breach","UniqueMap",1.68764,5.56909,3.99855,4.52709,4.34455,1.594,7.63418,7.78582,1.79636,NA,14.36273,1.87709,46.04909,NA,83.194,4.94109,1.66618,NA,NA,NA,229.98036,NA,NA,NA,NA,NA,NA,NA
47,"2017-01-17","Breach","UniqueMap",1.65455,5.59945,3.93909,4.71236,4.05927,1.63036,7.60018,7.05236,1.62436,NA,14.00218,1.78945,47.57982,NA,82.14509,4.91964,1.48655,NA,NA,NA,238.19945,NA,NA,NA,NA,NA,NA,NA
48,"2017-01-18","Breach","UniqueMap",1.65073,5.32436,3.86527,4.33109,4.04091,1.45018,7.27764,6.81291,1.63145,NA,13.87582,1.85145,47.37218,NA,80.45327,4.98018,1.40927,NA,NA,NA,235.94945,NA,NA,NA,NA,NA,NA,NA
49,"2017-01-19","Breach","UniqueMap",1.51214,5.70696,3.85625,4.16536,3.92964,1.34893,7.18786,6.59286,1.4775,NA,13.28643,1.74857,47.18018,NA,77.19268,4.93304,1.33571,NA,NA,NA,229.73125,NA,NA,NA,NA,NA,NA,NA
50,"2017-01-20","Breach","UniqueMap",1.28982,5.71745,3.65418,4.09,3.99673,1.24418,6.57455,6.07855,1.60945,NA,12.86109,1.652,45.65527,NA,74.48327,4.90673,1.33582,NA,NA,NA,213.97709,NA,NA,NA,NA,NA,NA,NA
51,"2017-01-21","Breach","UniqueMap",1.34519,5.39315,3.38019,3.88019,3.98426,1.17593,6.72741,6.10389,1.54204,NA,13.32574,1.92389,44.12056,NA,76.05648,4.58074,1.18333,NA,NA,NA,214.57389,NA,NA,NA,NA,NA,NA,NA
52,"2017-01-22","Breach","UniqueMap",1.24434,5.23698,3.33566,3.56226,3.94755,1.14698,6.97057,6.05,1.41113,NA,13.64245,1.77321,45.80925,NA,72.19113,4.42849,1.14019,NA,NA,NA,209.90434,NA,NA,NA,NA,NA,NA,NA
53,"2017-01-23","Breach","UniqueMap",1.28259,4.9937,3.1487,3.99222,3.99611,1.00944,7.31944,6.12556,1.42667,NA,14.34333,1.89722,44.67444,NA,69.42778,4.78741,1.07407,NA,NA,NA,207.15185,NA,NA,NA,NA,NA,NA,NA
54,"2017-01-24","Breach","UniqueMap",1.18929,5.08446,3.03643,3.89018,3.86411,1.05375,7.21643,6.08661,1.40071,NA,14.25893,1.94446,44.13625,NA,67.94179,4.91107,1.05768,NA,NA,NA,207.74786,NA,NA,NA,NA,NA,NA,NA
55,"2017-01-25","Breach","UniqueMap",1.12241,5.11148,3.025,3.96,3.71889,1.10593,7.19185,5.90963,1.51222,NA,13.76444,1.96278,43.85519,NA,67.50352,4.45704,1.04296,NA,NA,NA,223.15111,NA,NA,NA,NA,NA,NA,NA
56,"2017-01-26","Breach","UniqueMap",1.02218,4.934,3.08982,3.84236,3.50982,1.06855,7.18091,5.976,1.64745,NA,13.83618,1.96236,43.63564,NA,63.73455,4.11673,1.05618,NA,NA,NA,220.30145,NA,NA,NA,NA,NA,NA,NA
57,"2017-01-27","Breach","UniqueMap",1.00911,4.80357,3.04321,3.95857,2.99393,1.00679,7.49321,5.975,1.36411,NA,13.74,1.97,42.38107,NA,61.93393,4.01679,1.01214,NA,NA,NA,219.62625,NA,NA,NA,NA,NA,NA,NA
58,"2017-01-28","Breach","UniqueMap",1.04737,4.77421,3.00281,3.97544,3,1.15632,7.45632,5.98842,1.3093,NA,14.15088,1.98105,43.34456,NA,65.80105,4.03175,0.99982,NA,NA,NA,219.96842,NA,NA,NA,NA,NA,NA,NA
59,"2017-01-29","Breach","UniqueMap",1.02411,4.83054,2.9975,3.90982,3,1.01821,7.24946,5.99536,1.22321,NA,14.1225,1.92018,42.05911,NA,62.80179,4.16357,1.00071,NA,NA,NA,220.01054,NA,NA,NA,NA,NA,NA,NA
60,"2017-01-30","Breach","UniqueMap",1.00857,4.80536,3,3.96071,3.02,1,7.54339,5.96518,1.08929,NA,14.12321,1.92482,42.36732,NA,60.16786,4.00054,0.99929,NA,NA,NA,219.04875,NA,NA,NA,NA,NA,NA,NA
61,"2017-01-31","Breach","UniqueMap",1.00214,4.80607,3,3.89714,3.015,1.00839,7.8225,6.0425,1.30107,NA,14.04482,1.97357,42.29786,NA,58.52482,4.14107,0.99911,NA,NA,NA,222.16893,NA,NA,NA,NA,NA,NA,NA
62,"2017-02-01","Breach","UniqueMap",1.00857,5.46482,2.99946,3.93464,3.01107,1.01643,7.71321,5.65821,1.23393,NA,14.00875,1.98304,42.19857,NA,58.84446,4.62071,1.00518,NA,NA,NA,234.74446,NA,NA,NA,NA,NA,NA,NA
63,"2017-02-02","Breach","UniqueMap",0.99768,5.77946,2.99929,3.80857,3.00946,1.18946,6.97036,5.57143,1.05893,NA,13.26036,2.02429,42.77107,NA,57.53321,4.46268,0.99982,NA,NA,NA,241.84161,NA,NA,NA,NA,NA,NA,NA
64,"2017-02-03","Breach","UniqueMap",1.00364,5.66927,2.99855,3.91455,2.99836,1.07945,7.03982,5.62709,1.15455,NA,13.55855,2.06,42.53727,NA,57.98127,4.08382,1,NA,NA,NA,269.54236,NA,NA,NA,NA,NA,NA,NA
65,"2017-02-04","Breach","UniqueMap",1,5.43357,2.99875,3.95964,3,1.01768,6.92286,5.64036,1.05268,NA,13.39929,2.28518,41.65411,NA,59.53214,4.26036,0.99964,NA,NA,NA,285.66107,NA,NA,NA,NA,NA,NA,NA
66,"2017-02-05","Breach","UniqueMap",0.99982,5.55607,2.99857,3.75232,3,1,6.95304,5.36875,1.03018,NA,13.77286,2.10321,42.9025,NA,58.03804,4.38357,1,NA,NA,NA,292.94536,NA,NA,NA,NA,NA,NA,NA
67,"2017-02-06","Breach","UniqueMap",1.00351,5.43842,2.97333,3.95316,2.99719,1,7.02474,5.43316,1.15772,NA,14.27614,2.08737,43.46719,NA,57.56825,4.53614,1,NA,NA,NA,297.0393,NA,NA,NA,NA,NA,NA,NA
68,"2017-02-07","Breach","UniqueMap",0.99964,5.57857,2.87589,3.92929,2.93393,1.00268,6.99,5.04,1.18393,NA,14.28875,2.09911,44.87429,NA,58.20196,4.19071,1,NA,NA,NA,299.97821,NA,NA,NA,NA,NA,NA,NA
69,"2017-02-08","Breach","UniqueMap",1.00088,5.97474,2.94719,3.94263,2.99316,1.01193,7.03298,4.98298,1.24088,NA,13.82807,1.99018,44.99228,NA,59.75333,4.26561,1,NA,NA,NA,300.25596,NA,NA,NA,NA,NA,NA,NA
70,"2017-02-09","Breach","UniqueMap",1,5.87862,2.98241,3.90672,2.98793,1.00741,7.0119,5.06052,1.27828,NA,14.14259,2.0231,45.84397,NA,57.44017,4.2869,1,NA,NA,NA,308.61879,NA,NA,NA,NA,NA,NA,NA
71,"2017-02-10","Breach","UniqueMap",1,5.86397,2.97914,3.99362,2.99569,1.07414,7.54517,5.38793,1.9981,NA,14.1019,2.0381,45.19017,NA,57.11259,4.89241,1,NA,NA,NA,334.71793,NA,NA,NA,NA,NA,NA,NA
72,"2017-02-11","Breach","UniqueMap",1.00228,5.75596,2.98737,3.9993,2.98561,1.04404,7.77175,5.95754,2.06351,NA,14.10246,2.18982,48.29561,NA,57.24561,4.71228,1,NA,NA,NA,347.69825,NA,NA,NA,NA,NA,NA,NA
73,"2017-02-12","Breach","UniqueMap",1.00155,5.87017,2.99052,3.97328,2.99362,1.14293,7.68966,5.96672,2.14672,NA,13.91155,2.25138,49.1119,NA,58.32534,4.83931,1,NA,NA,NA,358.48776,NA,NA,NA,NA,NA,NA,NA
74,"2017-02-13","Breach","UniqueMap",1,5.92333,2.98947,3.99526,2.95316,1.0007,7.09018,5.85263,2.00246,NA,14.07561,1.98684,50.35105,NA,59.63684,4.66544,1,NA,NA,NA,370.53632,NA,NA,NA,NA,NA,NA,NA
75,"2017-02-14","Breach","UniqueMap",1,5.85439,3,3.99456,2.99632,1.00772,7.58737,6.23509,1.9414,NA,14.52737,2.00088,52.74649,NA,64.34526,4.99632,1,NA,NA,NA,406.94544,NA,NA,NA,NA,NA,NA,NA
76,"2017-02-15","Breach","UniqueMap",1,5.72724,2.99897,3.92362,2.97603,1.08328,7.0269,6.05569,1.99069,NA,13.91379,1.89224,53.11431,NA,61.60448,4.95,1.00276,NA,NA,NA,410.36741,NA,NA,NA,NA,NA,NA,NA
77,"2017-02-16","Breach","UniqueMap",1.00053,5.74526,2.99404,3.97702,2.99316,1.12667,7.26404,5.97316,1.8993,NA,14.02193,2.15807,56.30702,NA,62.96281,4.97263,0.99649,NA,NA,NA,403.01632,NA,NA,NA,NA,NA,NA,NA
78,"2017-02-17","Breach","UniqueMap",1.00491,5.8693,2.99947,4,2.99789,1.17561,7.66386,5.92772,1.88596,NA,14.4307,2.04263,59.12579,NA,66.42509,4.97632,1.01035,NA,NA,NA,395.90684,NA,NA,NA,NA,NA,NA,NA
79,"2017-02-18","Breach","UniqueMap",1.01877,5.96667,2.99158,3.99596,3,1.32,7.60912,5.94123,1.79947,NA,14.72316,2.10123,59.47474,NA,63.09509,4.97561,1.00246,NA,NA,NA,391.62404,NA,NA,NA,NA,NA,NA,NA
80,"2017-02-19","Breach","UniqueMap",1.01842,5.92316,2.98368,3.9914,3,1.03702,7.30912,5.97211,1.95596,NA,15.14228,2.02456,63.51842,NA,67.43754,5,1,NA,NA,NA,401.55684,NA,NA,NA,NA,NA,NA,NA
81,"2017-02-20","Breach","UniqueMap",1.06737,5.56088,2.99614,3.98351,3,1.08596,7.38491,5.84737,1.97684,NA,15.33123,1.99211,64.52579,NA,65.99772,5,1.01544,NA,NA,NA,401.80123,NA,NA,NA,NA,NA,NA,NA
82,"2017-02-21","Breach","UniqueMap",0.99172,5.91103,2.99603,4.01845,3,1.03638,7.93879,5.68966,1.99293,NA,15.00121,1.98586,56.11879,NA,56.85086,4.99052,0.99224,NA,NA,NA,401.08638,NA,NA,NA,NA,NA,NA,NA
83,"2017-02-22","Breach","UniqueMap",0.99627,5.82746,2.52729,3.82051,2.98966,1,8.68949,5.21932,1.69186,NA,15.03068,1.04983,59.92983,NA,64.4861,4.92051,0.99678,NA,NA,NA,413.9822,NA,NA,NA,NA,NA,NA,NA
84,"2017-02-23","Breach","UniqueMap",0.98915,5.72746,2.70102,3.96458,2.9822,1,9.27898,6,1.59898,NA,15.15034,1.53627,68.19017,NA,60.48695,4.85475,1,NA,NA,NA,430.88983,NA,NA,NA,NA,NA,NA,NA
85,"2017-02-24","Breach","UniqueMap",1,5.32121,2.97293,3.99069,2.95862,0.99966,9.86224,5.75276,1.09172,NA,15.01879,1.98379,66.88534,NA,61.98259,4.93655,1,NA,NA,NA,446.58603,NA,NA,NA,NA,NA,NA,NA
86,"2017-02-25","Breach","UniqueMap",0.98103,4.99862,2.91069,3.96603,3,1,8.94086,5.00552,1.25724,NA,15.24914,1.99431,67.07052,NA,67.55241,5,0.9981,NA,NA,NA,461.07414,NA,NA,NA,NA,NA,NA,NA
87,"2017-02-26","Breach","UniqueMap",1,5,2.99483,3.99586,2.99483,0.99776,9.69741,5.07052,1.57586,NA,14.44862,1.98517,66.48448,NA,65.42845,4.97638,1,NA,NA,NA,497.79121,NA,NA,NA,NA,NA,NA,NA
88,"2017-02-27","Breach","UniqueMap",0.97559,5,2.95186,4,2.93542,0.99254,8.49542,5.63271,1.57322,NA,14.12017,1.81475,70.52492,NA,74.87339,4.99441,1,NA,NA,NA,554.33051,NA,NA,NA,NA,NA,NA,NA
89,"2017-02-28","Breach","UniqueMap",1.66667,5.235,3,4.005,3,1.33333,8.415,6,1.6,NA,14.985,2.22333,76.87667,NA,84.025,5,1,NA,NA,NA,697.94333,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-31","Delve","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2,"2018-09-01","Delve","UniqueMap",6,6.79,4.44625,8.57063,4.535,3.6825,9,8,4.77778,2.55,10,7,29.24273,15.218,21.12667,7.28,3,30,0,0,40,98.29333,NA,NA,NA,NA,NA,NA
3,"2018-09-02","Delve","UniqueMap",6.05,7,4,9,4.68,3,9.99893,13,4,3,9.21125,5,25,13,13.68,8.661,2.46714,30,58.00214,25,48.6,46,NA,NA,NA,NA,NA,NA
4,"2018-09-03","Delve","UniqueMap",8,7.73619,7,10.70359,9,3,12,14.51222,4,3,15,6,30,13,12,8,2.97061,37.16,65.88158,0,65.28971,35,NA,NA,NA,NA,NA,NA
5,"2018-09-04","Delve","UniqueMap",7.53429,7,8,13,7.33286,3,17.32953,16.79581,4,3,15.93163,7,34.93727,15.96364,12,9,3,31.96,51.08286,0,79.17839,42.1,NA,NA,NA,NA,NA,NA
6,"2018-09-05","Delve","UniqueMap",8,6,8,12,8,3,18,15,4,3,18.1402,6.4702,35.54871,18,12,8.82,2.46041,60.8,66.34,0,84.74061,54.25408,NA,NA,NA,NA,NA,NA
7,"2018-09-06","Delve","UniqueMap",8.86837,5.88061,6,10,7.43133,3,17.00337,14.53776,3.08061,3,19.21031,7,40,19,12,8.67,2,65.1,79.94767,65,89.54224,44,NA,NA,NA,NA,NA,NA
8,"2018-09-07","Delve","UniqueMap",8,6,6.91092,10,7.65031,3,18.78082,14,3.2202,3,20,6.14061,42,18.15837,12,9,2,61.85,70,65,85,44.54061,NA,NA,NA,NA,NA,NA
9,"2018-09-08","Delve","UniqueMap",8,5,7,9.00031,7.79061,3,18.86,13.12255,4,3,14.91031,7,45.83031,19.92643,14,9,2,58.6,76.63633,40,85,55,NA,NA,NA,NA,NA,NA
10,"2018-09-09","Delve","UniqueMap",8,5,7,9,7.84071,3,19.00194,12.00092,3,3,13.23102,7,44.00286,20.88643,13.29,9,2,67.1825,70,0,92.9748,52,NA,NA,NA,NA,NA,NA
11,"2018-09-10","Delve","UniqueMap",7,4.9051,6,8,7.86531,2.73041,18,11,3,2,18.37837,7,47,22,14,8,2,67.57,70,0,125.11224,55,NA,NA,NA,NA,NA,NA
12,"2018-09-11","Delve","UniqueMap",7,4.97031,6,6.30061,7,2.48,18,10.10051,3,2,15.5,5.03316,49,23,17,8,2,70,71.1102,0,140.37112,70,NA,NA,NA,NA,NA,NA
13,"2018-09-12","Delve","UniqueMap",7,5,5.94061,7,7.01571,2.48,18,10,2.88,2,15.83173,4.83122,55.00276,25,17.214,8,2,60.71,74.00163,0,148.07367,70.74173,NA,NA,NA,NA,NA,NA
14,"2018-09-13","Delve","UniqueMap",7,4,5.49071,7.16031,7,2.03031,15.73041,10,2.64,2,13.54173,4.48,53.2702,25,19.48,8.25,2,60.66,76,0,139,70.03439,NA,NA,NA,NA,NA,NA
15,"2018-09-14","Delve","UniqueMap",6.5,4,5,8.1702,7,2,15.77633,9.47571,2.64,2,14.50531,4.08,57.24571,25,20,7.14,2,68.9,85,0,129.22449,72.28735,NA,NA,NA,NA,NA,NA
16,"2018-09-15","Delve","UniqueMap",6,3.5,5,7.74082,7,2,15.64827,8.9901,2.45031,2,14.96,4.42,59.39153,24,20,7.48,2,80,80.82153,0,134.00061,70,NA,NA,NA,NA,NA,NA
17,"2018-09-16","Delve","UniqueMap",5.95,3.5,5,8.00051,7,2,14.96041,7.59031,2.59,2,14.20143,4.2,59.1101,24,20,7.35,2,65.75,80,0,139.31071,70,NA,NA,NA,NA,NA,NA
18,"2018-09-17","Delve","UniqueMap",6,3.8,5,7.98,7,2,15.96,7.8,2.53061,2,13.65806,4.56,60,25,19.77,7.98,2,91.40125,80.13061,0,150.40561,73.79214,NA,NA,NA,NA,NA,NA
19,"2018-09-18","Delve","UniqueMap",5.75031,3.9,4.68,8,6,2,15.6,7.8,2.10163,2,13.26,4.01031,63.53133,24,19.41152,7.8,1.9901,90,95,0,164.28133,78.79561,NA,NA,NA,NA,NA,NA
20,"2018-09-19","Delve","UniqueMap",5.74,3.51,4.4,8,6,2,15.6,7.6,2,2,12.9951,4.29,62.41082,24,20.71,8.59531,2,95,95,0,245.58204,78.67041,NA,NA,NA,NA,NA,NA
21,"2018-09-20","Delve","UniqueMap",5.33,3.69,4.38,8,6,2,15,7.38,2,2,13.94,4.1,63.75041,23,21.68706,8.2,2,99.51,94.35133,0,266.86469,80,NA,NA,NA,NA,NA,NA
22,"2018-09-21","Delve","UniqueMap",5,3.44,4,7.9701,5.51061,2,14.35,7.04,2,2,14.62,4.0802,64,22.2201,23,8,2,80,90,0,257.28071,85,NA,NA,NA,NA,NA,NA
23,"2018-09-22","Delve","UniqueMap",5,3.4501,4.0502,7.82102,6,2,15.4,7.48,2,2,13.43051,4.4,65,23.43408,24.41,8.36,2,84.49,99,0,250.2402,90,NA,NA,NA,NA,NA,NA
24,"2018-09-23","Delve","UniqueMap",5.63041,3.31082,4.6301,7.48,6,2,16.65071,7.48,2,2,13.2,4.4,69,24,24.79947,8.3002,2,77.28,100,69,257.41112,88,NA,NA,NA,NA,NA,NA
25,"2018-09-24","Delve","UniqueMap",5.28,3.08,4.4,7.16755,6,2,15.84,7.04,2,2,13.2,4.20143,69,25,24.44,8.17551,2,91.46,100,108,275.2398,90,NA,NA,NA,NA,NA,NA
26,"2018-09-25","Delve","UniqueMap",5,3,4.05112,7,6,2,16.28306,7,2,2,12.6601,4.4,70,24.3102,24.29976,8.41041,2,86.57,100,111,271.18541,91.90163,NA,NA,NA,NA,NA,NA
27,"2018-09-26","Delve","UniqueMap",4.93,3,4.4,7,6,2,15.97031,7,2,2,12.76,4,69,24,25,8.3402,1.91092,102.65833,100,55,280.87316,95,NA,NA,NA,NA,NA,NA
28,"2018-09-27","Delve","UniqueMap",4.73,3,4.3,6.9601,6,2,17.1602,6.7801,2,2,12.9,4,70,24,25.98,8.36,1.6801,114.56,100.00592,114.25,294.86296,94,NA,NA,NA,NA,NA,NA
29,"2018-09-28","Delve","UniqueMap",4.3,3,3.9901,7.31,6,2,17,6.45,2,2,12.9,3.87,70,24,29,8.6,1.52092,114.64667,105,114.51,334.87235,100,NA,NA,NA,NA,NA,NA
30,"2018-09-29","Delve","UniqueMap",4.73,3,4,7.74,5.79,2,16.46051,6.27,2,1.83061,13.00061,4,70,24.38337,28.63,8.6,1.5,114.51,100,0,346.41,110.42133,NA,NA,NA,NA,NA,NA
31,"2018-09-30","Delve","UniqueMap",4.58041,3,4,8.41194,5.64112,2,16.5401,6.45,2,2,13.1201,4,72,25.05073,29.4,10,1.72,110.17,102.52051,98,352.14143,110.12061,NA,NA,NA,NA,NA,NA
32,"2018-10-01","Delve","UniqueMap",4.73,2.96,4,8.19041,5.75102,2,16.76041,5.88,2,2,13.86,4,73,27.17041,28.2075,10,1.2301,112.42,99.09071,0,350,111.99,NA,NA,NA,NA,NA,NA
33,"2018-10-02","Delve","UniqueMap",4.2,2.96,4,8,5,2,16.8,5.88,2,2,12.9,4,74,27.9702,28.65841,10,1.11041,114.97,97.89224,0,362.09388,115.47,NA,NA,NA,NA,NA,NA
34,"2018-10-03","Delve","UniqueMap",4,2.58,4,8.44031,5,1.56051,16.77,6.0101,2,1.6401,13.02,3.01,75,27,27,10.27092,1,115.1175,100,0,357.96,117.02071,NA,NA,NA,NA,NA,NA
35,"2018-10-04","Delve","UniqueMap",4,2.15112,3.6702,8,5,1.41092,15.0101,6,1.9601,1.20051,13.44,3,75,25,28.05,9.9901,1,94.009,105,0,349.5,116,NA,NA,NA,NA,NA,NA
36,"2018-10-05","Delve","UniqueMap",4,2,3.86,7.56,5,1.68,15.54,5.4702,2,1.68,13.44,3,74,25,28.08,9.96571,1,91.93,110,0,352.03592,116.0102,NA,NA,NA,NA,NA,NA
37,"2018-10-06","Delve","UniqueMap",4,2,3.8651,7.98,5,1.68,15.05,5.77633,2,1.68,13.23143,3,75,25,27.99475,9.53061,1,92.39,103.00204,95,355.47245,100,NA,NA,NA,NA,NA,NA
38,"2018-10-07","Delve","UniqueMap",4,2.5051,3.78,7.98,5,1.68,15.1051,5.88,1.80592,1.68,13.44,3,75,24,29.22429,10.09102,1,91.87,110,100,375.40939,99.78592,NA,NA,NA,NA,NA,NA
